bio_reference,species,sl,COUNT,nl
TBM2001100904,8820020113,79,1,6
TBM2001100904,8820020113,81,1,6
TBM2001100904,8820020113,86,1,6
TBM2001100904,8835280401,19,1,1
TBM2001100904,8835280501,26,1,2
TBM2001100904,8835280501,38,1,2
TBM2001100904,8835360112,13,1,1
TBM2001100904,8835390100,24,1,3
TBM2001100904,8835390100,25,1,3
TBM2001100904,8835390100,27,1,3
TBM2001100904,8835390102,51,1,2
TBM2001100904,8835390102,59,1,2
TBM2001100904,8835430201,79,1,2
TBM2001100904,8835430201,85,1,2
TBM2001100904,8835440102,13,1,29
TBM2001100904,8835440102,15,1,29
TBM2001100904,8835440102,18,1,29
TBM2001100904,8835440102,19,3,29
TBM2001100904,8835440102,20,1,29
TBM2001100904,8835440102,24,1,29
TBM2001100904,8835440102,25,1,29
TBM2001100904,8835440102,26,1,29
TBM2001100904,8835440102,27,1,29
TBM2001100904,8835440102,28,2,29
TBM2001100904,8835440102,29,1,29
TBM2001100904,8835440102,30,1,29
TBM2001100904,8835440102,32,2,29
TBM2001100904,8835440102,34,6,29
TBM2001100904,8835440102,37,1,29
TBM2001100904,8835440102,38,1,29
TBM2001100904,8835440102,39,1,29
TBM2001100904,8835440102,44,1,29
TBM2001100904,8835440102,45,1,29
TBM2001100904,8835440102,65,1,29
TBM2001100904,8835440301,17,1,17
TBM2001100904,8835440301,18,1,17
TBM2001100904,8835440301,19,3,17
TBM2001100904,8835440301,20,2,17
TBM2001100904,8835440301,22,2,17
TBM2001100904,8835440301,23,2,17
TBM2001100904,8835440301,25,1,17
TBM2001100904,8835440301,27,1,17
TBM2001100904,8835440301,29,1,17
TBM2001100904,8835440301,43,1,17
TBM2001100904,8835440301,52,1,17
TBM2001100904,8835440301,102,1,17
TBM2001100904,8861030101,101,1,2
TBM2001100904,8861030101,146,1,2
TBM2001101103,8747010803,60,1,12
TBM2001101103,8747010803,61,1,12
TBM2001101103,8747010803,62,2,12
TBM2001101103,8747010803,63,1,12
TBM2001101103,8747010803,64,2,12
TBM2001101103,8747010803,66,1,12
TBM2001101103,8747010803,67,3,12
TBM2001101103,8747010803,68,1,12
TBM2001101103,8804040301,19,1,1
TBM2001101103,8820020102,120,2,7
TBM2001101103,8820020102,138,1,7
TBM2001101103,8820020102,154,1,7
TBM2001101103,8820020102,169,1,7
TBM2001101103,8820020102,173,1,7
TBM2001101103,8820020102,185,1,7
TBM2001101103,8820020104,186,1,1
TBM2001101103,8835360102,38,1,2
TBM2001101103,8835360102,45,1,2
TBM2001101103,8835390100,17,1,8
TBM2001101103,8835390100,23,1,8
TBM2001101103,8835390100,25,2,8
TBM2001101103,8835390100,30,1,8
TBM2001101103,8835390100,31,1,8
TBM2001101103,8835390100,33,1,8
TBM2001101103,8835390100,35,1,8
TBM2001101103,8835390102,40,1,5
TBM2001101103,8835390102,41,1,5
TBM2001101103,8835390102,43,1,5
TBM2001101103,8835390102,46,1,5
TBM2001101103,8835390102,55,1,5
TBM2001101103,8835430201,56,1,12
TBM2001101103,8835430201,57,1,12
TBM2001101103,8835430201,63,2,12
TBM2001101103,8835430201,64,1,12
TBM2001101103,8835430201,65,1,12
TBM2001101103,8835430201,67,3,12
TBM2001101103,8835430201,71,1,12
TBM2001101103,8835430201,72,1,12
TBM2001101103,8835430201,83,1,12
TBM2001101103,8835440102,37,1,1
TBM2001101103,8860030201,55,1,1
TBM2001101103,8861010208,20,1,1
TBM2001101104,8747010803,61,1,10
TBM2001101104,8747010803,62,1,10
TBM2001101104,8747010803,63,4,10
TBM2001101104,8747010803,64,2,10
TBM2001101104,8747010803,65,1,10
TBM2001101104,8747010803,68,1,10
TBM2001101104,8762020101,53,1,2
TBM2001101104,8762020101,66,1,2
TBM2001101104,8820020113,58,1,4
TBM2001101104,8820020113,67,1,4
TBM2001101104,8820020113,86,1,4
TBM2001101104,8820020113,110,1,4
TBM2001101104,8826020103,19,1,1
TBM2001101104,8835360102,28,1,1
TBM2001101104,8835390100,17,2,2
TBM2001101104,8835430201,66,1,5
TBM2001101104,8835430201,67,1,5
TBM2001101104,8835430201,73,1,5
TBM2001101104,8835430201,75,1,5
TBM2001101104,8835430201,76,1,5
TBM2001101305,8747020202,20,1,10
TBM2001101305,8747020202,21,1,10
TBM2001101305,8747020202,22,2,10
TBM2001101305,8747020202,23,2,10
TBM2001101305,8747020202,25,2,10
TBM2001101305,8747020202,26,1,10
TBM2001101305,8747020202,27,1,10
TBM2001101305,8847010701,17,1,2
TBM2001101305,8847010701,18,1,2
TBM2001101307,8762020101,33,1,3
TBM2001101307,8762020101,40,1,3
TBM2001101307,8762020101,44,1,3
TBM2001101307,8820020104,163,1,1
TBM2001110203,8762020101,33,1,1
TBM2001110203,8820020104,116,1,1
TBM2001110203,8861010208,21,1,1
TBM2001110204,5802010101,10,1,1
TBM2001110204,8762020101,48,1,2
TBM2001110204,8762020101,70,1,2
TBM2001110204,8857030302,235,1,1
TBM2001110204,8861010208,23,1,1
TBM2001110401,8762020101,39,1,3
TBM2001110401,8762020101,49,1,3
TBM2001110401,8762020101,245,1,3
TBM2001110401,8820020104,242,1,1
TBM2001110401,8835430201,85,1,7
TBM2001110401,8835430201,90,1,7
TBM2001110401,8835430201,94,1,7
TBM2001110401,8835430201,95,1,7
TBM2001110401,8835430201,97,1,7
TBM2001110401,8835430201,105,1,7
TBM2001110401,8835430201,109,1,7
TBM2001110403,8762020101,65,1,4
TBM2001110403,8762020101,73,1,4
TBM2001110403,8762020101,81,1,4
TBM2001110403,8762020101,94,1,4
TBM2001110403,8820020104,144,1,2
TBM2001110403,8820020104,155,1,2
TBM2001110403,8820020113,125,1,1
TBM2001110403,8835390100,23,1,8
TBM2001110403,8835390100,24,1,8
TBM2001110403,8835390100,25,1,8
TBM2001110403,8835390100,26,2,8
TBM2001110403,8835390100,27,1,8
TBM2001110403,8835390100,36,1,8
TBM2001110403,8835390100,38,1,8
TBM2001110403,8835390102,73,1,1
TBM2001110403,8835430201,73,1,8
TBM2001110403,8835430201,79,1,8
TBM2001110403,8835430201,80,1,8
TBM2001110403,8835430201,82,1,8
TBM2001110403,8835430201,91,1,8
TBM2001110403,8835430201,92,2,8
TBM2001110403,8835430201,94,1,8
TBM2001110403,8860030201,62,1,1
TBM2001110403,8861010208,18,1,1
TBM2001110904,8835390102,42,1,2
TBM2001110904,8835390102,45,1,2
TBM2001110905,6177010102,13,1,1
TBM2001110905,6189010301,16,1,1
TBM2001110905,8820020104,112,1,2
TBM2001110905,8820020104,117,1,2
TBM2001110905,8820020113,22,1,1
TBM2001110905,8835440901,13,1,1
TBM2001110905,8861010208,17,1,3
TBM2001110905,8861010208,19,1,3
TBM2001110905,8861010208,25,1,3
TBM2001111004,6177010102,10,1,2
TBM2001111004,6177010102,13,1,2
TBM2001111004,6189010301,17,1,2
TBM2001111004,6189010301,44,1,2
TBM2001111004,8820020104,106,1,7
TBM2001111004,8820020104,120,1,7
TBM2001111004,8820020104,122,1,7
TBM2001111004,8820020104,127,1,7
TBM2001111004,8820020104,128,1,7
TBM2001111004,8820020104,141,1,7
TBM2001111004,8820020104,149,1,7
TBM2001111004,8820020113,70,1,13
TBM2001111004,8820020113,73,1,13
TBM2001111004,8820020113,80,1,13
TBM2001111004,8820020113,82,1,13
TBM2001111004,8820020113,89,1,13
TBM2001111004,8820020113,94,1,13
TBM2001111004,8820020113,95,1,13
TBM2001111004,8820020113,99,2,13
TBM2001111004,8820020113,120,2,13
TBM2001111004,8820020113,124,1,13
TBM2001111004,8820020113,146,1,13
TBM2001111004,8835360112,47,1,1
TBM2001111004,8835390100,22,1,1
TBM2001111004,8835390102,63,1,2
TBM2001111004,8835390102,71,1,2
TBM2001111004,8835430201,88,1,6
TBM2001111004,8835430201,90,1,6
TBM2001111004,8835430201,91,1,6
TBM2001111004,8835430201,93,1,6
TBM2001111004,8835430201,94,1,6
TBM2001111004,8835430201,104,1,6
TBM2001111004,8835440102,38,1,7
TBM2001111004,8835440102,46,1,7
TBM2001111004,8835440102,47,2,7
TBM2001111004,8835440102,50,1,7
TBM2001111004,8835440102,51,1,7
TBM2001111004,8835440102,65,1,7
TBM2001111004,8842010201,71,1,1
TBM2001111004,8842010302,31,1,4
TBM2001111004,8842010302,32,1,4
TBM2001111004,8842010302,46,1,4
TBM2001111004,8842010302,47,1,4
TBM2001111004,8860020703,27,1,1
TBM2001111005,6177010102,8,1,1
TBM2001111005,8762020101,39,1,2
TBM2001111005,8762020101,94,1,2
TBM2001111005,8820020113,48,1,3
TBM2001111005,8820020113,98,1,3
TBM2001111005,8820020113,105,1,3
TBM2001111005,8826020103,18,1,1
TBM2001111005,8835440603,35,1,1
TBM2001111005,8857030302,206,1,1
TBM2001111006,8747010803,46,1,13
TBM2001111006,8747010803,47,3,13
TBM2001111006,8747010803,48,1,13
TBM2001111006,8747010803,52,1,13
TBM2001111006,8747010803,62,2,13
TBM2001111006,8747010803,68,1,13
TBM2001111006,8747010803,69,2,13
TBM2001111006,8747010803,72,1,13
TBM2001111006,8747010803,76,1,13
TBM2001111006,8820020104,92,1,10
TBM2001111006,8820020104,119,1,10
TBM2001111006,8820020104,128,1,10
TBM2001111006,8820020104,130,1,10
TBM2001111006,8820020104,142,1,10
TBM2001111006,8820020104,143,1,10
TBM2001111006,8820020104,151,2,10
TBM2001111006,8820020104,152,1,10
TBM2001111006,8820020104,154,1,10
TBM2001111006,8820020113,68,1,1
TBM2001111006,8835390100,34,1,1
TBM2001111006,8835390102,41,1,2
TBM2001111006,8835390102,43,1,2
TBM2001111301,8835390100,24,1,2
TBM2001111301,8835390100,25,1,2
TBM2001111301,8835440901,12,1,2
TBM2001111301,8835440901,15,1,2
TBM2001111301,8847010600,12,1,3
TBM2001111301,8847010600,14,1,3
TBM2001111301,8847010600,15,1,3
TBM2001111301,8847010603,20,1,3
TBM2001111301,8847010603,22,1,3
TBM2001111301,8847010603,24,1,3
TBM2001111301,8847010701,18,1,13
TBM2001111301,8847010701,21,1,13
TBM2001111301,8847010701,22,1,13
TBM2001111301,8847010701,23,1,13
TBM2001111301,8847010701,24,3,13
TBM2001111301,8847010701,25,1,13
TBM2001111301,8847010701,26,1,13
TBM2001111301,8847010701,27,2,13
TBM2001111301,8847010701,30,1,13
TBM2001111301,8847010701,36,1,13
TBM2001111302,6177010102,8,2,6
TBM2001111302,6177010102,9,2,6
TBM2001111302,6177010102,10,1,6
TBM2001111302,6177010102,11,1,6
TBM2001111302,8747020202,20,2,13
TBM2001111302,8747020202,21,2,13
TBM2001111302,8747020202,22,1,13
TBM2001111302,8747020202,23,4,13
TBM2001111302,8747020202,24,2,13
TBM2001111302,8747020202,26,2,13
TBM2001111302,8762020101,34,1,11
TBM2001111302,8762020101,45,2,11
TBM2001111302,8762020101,46,2,11
TBM2001111302,8762020101,50,1,11
TBM2001111302,8762020101,55,2,11
TBM2001111302,8762020101,57,1,11
TBM2001111302,8762020101,65,1,11
TBM2001111302,8762020101,106,1,11
TBM2001111302,8820020104,94,2,4
TBM2001111302,8820020104,102,1,4
TBM2001111302,8820020104,108,1,4
TBM2001111302,8820020113,75,1,3
TBM2001111302,8820020113,79,1,3
TBM2001111302,8820020113,90,1,3
TBM2001111302,8835390100,20,1,11
TBM2001111302,8835390100,22,1,11
TBM2001111302,8835390100,23,1,11
TBM2001111302,8835390100,24,3,11
TBM2001111302,8835390100,25,2,11
TBM2001111302,8835390100,27,1,11
TBM2001111302,8835390100,29,1,11
TBM2001111302,8835390100,32,1,11
TBM2001111302,8835390102,42,1,3
TBM2001111302,8835390102,45,1,3
TBM2001111302,8835390102,81,1,3
TBM2001111302,8835440102,22,1,1
TBM2001111302,8835440901,16,1,1
TBM2001111302,8847010600,15,4,5
TBM2001111302,8847010600,18,1,5
TBM2001111302,8847010701,19,3,5
TBM2001111302,8847010701,21,1,5
TBM2001111302,8847010701,25,1,5
TBM2001111302,8858020101,38,1,1
TBM2001111302,8861010208,17,1,13
TBM2001111302,8861010208,18,4,13
TBM2001111302,8861010208,19,1,13
TBM2001111302,8861010208,20,3,13
TBM2001111302,8861010208,21,1,13
TBM2001111302,8861010208,27,1,13
TBM2001111302,8861010208,30,1,13
TBM2001111302,8861010208,41,1,13
TBM2001111303,6177010102,9,1,3
TBM2001111303,6177010102,12,2,3
TBM2001111303,8762020101,66,1,1
TBM2001111303,8826020103,32,1,1
TBM2001111303,8835440601,16,1,2
TBM2001111303,8835440601,39,1,2
TBM2001111303,8847010701,25,1,1
TBM2001111303,8861010208,13,1,2
TBM2001111303,8861010208,15,1,2
TBM2001111304,8747020202,20,1,10
TBM2001111304,8747020202,24,1,10
TBM2001111304,8747020202,25,1,10
TBM2001111304,8747020202,26,2,10
TBM2001111304,8747020202,27,1,10
TBM2001111304,8747020202,29,2,10
TBM2001111304,8747020202,32,1,10
TBM2001111304,8747020202,33,1,10
TBM2001111304,8805020201,25,1,3
TBM2001111304,8805020201,26,2,3
TBM2001111304,8847010603,21,1,1
TBM2001120103,8762020101,63,1,1
TBM2001120103,8805020300,56,1,3
TBM2001120103,8805020300,68,1,3
TBM2001120103,8805020300,71,1,3
TBM2001120103,8820020104,132,1,1
TBM2001120103,8820020113,69,1,13
TBM2001120103,8820020113,70,1,13
TBM2001120103,8820020113,77,1,13
TBM2001120103,8820020113,81,1,13
TBM2001120103,8820020113,84,1,13
TBM2001120103,8820020113,88,1,13
TBM2001120103,8820020113,89,1,13
TBM2001120103,8820020113,96,2,13
TBM2001120103,8820020113,104,1,13
TBM2001120103,8820020113,107,2,13
TBM2001120103,8820020113,108,1,13
TBM2001120103,8820020205,18,1,1
TBM2001120103,8835430201,16,1,1
TBM2001120103,8842010302,49,1,5
TBM2001120103,8842010302,55,1,5
TBM2001120103,8842010302,60,2,5
TBM2001120103,8842010302,63,1,5
TBM2001120103,8847010701,49,1,1
TBM2001120103,8861010208,22,1,7
TBM2001120103,8861010208,27,2,7
TBM2001120103,8861010208,29,1,7
TBM2001120103,8861010208,31,1,7
TBM2001120103,8861010208,32,1,7
TBM2001120103,8861010208,38,1,7
TBM2001120105,8826020103,46,1,1
TBM2001120105,8835390100,35,1,1
TBM2001120105,8835440901,28,1,1
TBM2001120105,8847010701,28,2,2
TBM2001120105,8861010208,17,1,5
TBM2001120105,8861010208,23,1,5
TBM2001120105,8861010208,25,1,5
TBM2001120105,8861010208,26,2,5
TBM2001120303,6189010301,25,1,2
TBM2001120303,6189010301,33,1,2
TBM2001120303,8826020104,64,1,1
TBM2001120303,8861010208,26,1,13
TBM2001120303,8861010208,27,2,13
TBM2001120303,8861010208,28,1,13
TBM2001120303,8861010208,29,2,13
TBM2001120303,8861010208,32,1,13
TBM2001120303,8861010208,34,1,13
TBM2001120303,8861010208,36,2,13
TBM2001120303,8861010208,38,2,13
TBM2001120303,8861010208,49,1,13
TBM2001120605,6177010102,11,1,1
TBM2001120605,6189010301,83,1,1
TBM2001120605,8762020101,55,1,4
TBM2001120605,8762020101,67,1,4
TBM2001120605,8762020101,75,2,4
TBM2001120605,8805020300,52,1,1
TBM2001120605,8820020113,77,1,2
TBM2001120605,8820020113,99,1,2
TBM2001120605,8820020205,33,2,2
TBM2001120605,8835390100,22,1,13
TBM2001120605,8835390100,24,3,13
TBM2001120605,8835390100,25,3,13
TBM2001120605,8835390100,26,1,13
TBM2001120605,8835390100,27,1,13
TBM2001120605,8835390100,28,1,13
TBM2001120605,8835390100,31,1,13
TBM2001120605,8835390100,33,1,13
TBM2001120605,8835390100,35,1,13
TBM2001120605,8835390102,50,1,13
TBM2001120605,8835390102,51,1,13
TBM2001120605,8835390102,52,1,13
TBM2001120605,8835390102,53,1,13
TBM2001120605,8835390102,59,1,13
TBM2001120605,8835390102,60,1,13
TBM2001120605,8835390102,64,1,13
TBM2001120605,8835390102,65,2,13
TBM2001120605,8835390102,67,1,13
TBM2001120605,8835390102,71,1,13
TBM2001120605,8835390102,74,1,13
TBM2001120605,8835390102,82,1,13
TBM2001120605,8835400201,110,1,1
TBM2001120605,8835430201,75,1,10
TBM2001120605,8835430201,80,1,10
TBM2001120605,8835430201,82,1,10
TBM2001120605,8835430201,83,1,10
TBM2001120605,8835430201,84,1,10
TBM2001120605,8835430201,87,1,10
TBM2001120605,8835430201,89,1,10
TBM2001120605,8835430201,98,1,10
TBM2001120605,8835430201,108,1,10
TBM2001120605,8835430201,115,1,10
TBM2001120605,8835440102,76,1,2
TBM2001120605,8835440102,80,1,2
TBM2001120605,8835440301,80,1,8
TBM2001120605,8835440301,82,2,8
TBM2001120605,8835440301,87,1,8
TBM2001120605,8835440301,90,1,8
TBM2001120605,8835440301,93,1,8
TBM2001120605,8835440301,95,1,8
TBM2001120605,8835440301,99,1,8
TBM2001120605,8847010701,20,2,3
TBM2001120605,8847010701,22,1,3
TBM2001120605,8861010208,42,1,1
TBM2001120703,6177010102,12,4,15
TBM2001120703,6177010102,13,2,15
TBM2001120703,6177010102,14,4,15
TBM2001120703,6177010102,15,2,15
TBM2001120703,6177010102,16,1,15
TBM2001120703,6177010102,19,1,15
TBM2001120703,6177010102,24,1,15
TBM2001120703,8747020202,25,1,1
TBM2001120703,8777180202,350,1,1
TBM2001120703,8820020104,130,1,1
TBM2001120703,8820020113,68,1,13
TBM2001120703,8820020113,74,1,13
TBM2001120703,8820020113,77,1,13
TBM2001120703,8820020113,81,1,13
TBM2001120703,8820020113,83,2,13
TBM2001120703,8820020113,84,1,13
TBM2001120703,8820020113,88,1,13
TBM2001120703,8820020113,92,1,13
TBM2001120703,8820020113,98,1,13
TBM2001120703,8820020113,102,1,13
TBM2001120703,8820020113,105,1,13
TBM2001120703,8820020113,108,1,13
TBM2001120703,8835440102,69,1,1
TBM2001120703,8835440301,17,1,1
TBM2001120703,8842010302,22,1,14
TBM2001120703,8842010302,24,1,14
TBM2001120703,8842010302,25,1,14
TBM2001120703,8842010302,31,1,14
TBM2001120703,8842010302,33,1,14
TBM2001120703,8842010302,34,1,14
TBM2001120703,8842010302,35,1,14
TBM2001120703,8842010302,38,3,14
TBM2001120703,8842010302,39,1,14
TBM2001120703,8842010302,42,1,14
TBM2001120703,8842010302,44,1,14
TBM2001120703,8842010302,48,1,14
TBM2001120703,8847010600,15,1,7
TBM2001120703,8847010600,16,1,7
TBM2001120703,8847010600,18,1,7
TBM2001120703,8847010600,19,3,7
TBM2001120703,8847010600,20,1,7
TBM2001120703,8847010603,20,1,12
TBM2001120703,8847010603,21,4,12
TBM2001120703,8847010603,22,3,12
TBM2001120703,8847010603,24,3,12
TBM2001120703,8847010603,30,1,12
TBM2001120703,8847010701,15,2,21
TBM2001120703,8847010701,17,1,21
TBM2001120703,8847010701,18,2,21
TBM2001120703,8847010701,20,1,21
TBM2001120703,8847010701,21,1,21
TBM2001120703,8847010701,23,1,21
TBM2001120703,8847010701,25,1,21
TBM2001120703,8847010701,26,1,21
TBM2001120703,8847010701,27,1,21
TBM2001120703,8847010701,30,2,21
TBM2001120703,8847010701,32,1,21
TBM2001120703,8847010701,34,3,21
TBM2001120703,8847010701,35,1,21
TBM2001120703,8847010701,36,1,21
TBM2001120703,8847010701,40,1,21
TBM2001120703,8847010701,45,1,21
TBM2001120703,8858030202,30,1,1
TBM2001120703,8861010208,31,1,5
TBM2001120703,8861010208,33,1,5
TBM2001120703,8861010208,34,1,5
TBM2001120703,8861010208,41,1,5
TBM2001120703,8861010208,46,1,5
TBM2001120704,8747020202,44,1,1
TBM2001120704,8805020300,31,1,13
TBM2001120704,8805020300,34,1,13
TBM2001120704,8805020300,37,1,13
TBM2001120704,8805020300,39,2,13
TBM2001120704,8805020300,41,2,13
TBM2001120704,8805020300,42,1,13
TBM2001120704,8805020300,43,1,13
TBM2001120704,8805020300,44,2,13
TBM2001120704,8805020300,45,1,13
TBM2001120704,8805020300,46,1,13
TBM2001120704,8847010600,16,1,1
TBM2001120704,8847010701,24,1,1
TBM2001120704,8861010208,47,1,1
TBM2001120706,6189010301,32,1,1
TBM2001120706,8820020113,73,1,2
TBM2001120706,8820020113,80,1,2
TBM2001120706,8847010701,27,2,3
TBM2001120706,8847010701,38,1,3
TBM2001120706,8861010208,21,1,3
TBM2001120706,8861010208,26,1,3
TBM2001120706,8861010208,45,1,3
TBM2001120804,8861010208,15,1,2
TBM2001120804,8861010208,65,1,2
TBM2001120904,8820020113,110,1,1
TBM2001120906,6177010102,8,2,9
TBM2001120906,6177010102,11,1,9
TBM2001120906,6177010102,17,1,9
TBM2001120906,6177010102,21,1,9
TBM2001120906,6177010102,22,1,9
TBM2001120906,6177010102,24,2,9
TBM2001120906,6177010102,32,1,9
TBM2001120906,6189010301,10,2,12
TBM2001120906,6189010301,30,1,12
TBM2001120906,6189010301,32,1,12
TBM2001120906,6189010301,35,2,12
TBM2001120906,6189010301,40,2,12
TBM2001120906,6189010301,50,2,12
TBM2001120906,6189010301,70,2,12
TBM2001120906,8747020202,30,1,13
TBM2001120906,8747020202,33,1,13
TBM2001120906,8747020202,34,4,13
TBM2001120906,8747020202,35,1,13
TBM2001120906,8747020202,36,1,13
TBM2001120906,8747020202,37,2,13
TBM2001120906,8747020202,39,1,13
TBM2001120906,8747020202,40,1,13
TBM2001120906,8747020202,42,1,13
TBM2001120906,8783010202,70,1,1
TBM2001120906,8803020203,274,1,1
TBM2001120906,8804040501,19,1,13
TBM2001120906,8804040501,21,1,13
TBM2001120906,8804040501,22,2,13
TBM2001120906,8804040501,23,3,13
TBM2001120906,8804040501,24,2,13
TBM2001120906,8804040501,26,1,13
TBM2001120906,8804040501,27,3,13
TBM2001120906,8805020300,22,1,26
TBM2001120906,8805020300,24,2,26
TBM2001120906,8805020300,26,1,26
TBM2001120906,8805020300,27,2,26
TBM2001120906,8805020300,28,3,26
TBM2001120906,8805020300,30,2,26
TBM2001120906,8805020300,32,2,26
TBM2001120906,8805020300,50,1,26
TBM2001120906,8805020300,53,1,26
TBM2001120906,8805020300,57,1,26
TBM2001120906,8805020300,58,3,26
TBM2001120906,8805020300,59,2,26
TBM2001120906,8805020300,60,2,26
TBM2001120906,8805020300,62,1,26
TBM2001120906,8805020300,63,1,26
TBM2001120906,8805020300,66,1,26
TBM2001120906,8820020102,108,1,1
TBM2001120906,8820020113,57,1,13
TBM2001120906,8820020113,62,2,13
TBM2001120906,8820020113,64,1,13
TBM2001120906,8820020113,65,1,13
TBM2001120906,8820020113,66,1,13
TBM2001120906,8820020113,71,1,13
TBM2001120906,8820020113,74,3,13
TBM2001120906,8820020113,80,1,13
TBM2001120906,8820020113,81,1,13
TBM2001120906,8820020113,91,1,13
TBM2001120906,8835390100,31,1,13
TBM2001120906,8835390100,33,1,13
TBM2001120906,8835390100,34,1,13
TBM2001120906,8835390100,35,4,13
TBM2001120906,8835390100,36,1,13
TBM2001120906,8835390100,37,1,13
TBM2001120906,8835390100,38,2,13
TBM2001120906,8835390100,39,2,13
TBM2001120906,8835390102,41,1,24
TBM2001120906,8835390102,42,1,24
TBM2001120906,8835390102,43,2,24
TBM2001120906,8835390102,44,1,24
TBM2001120906,8835390102,45,1,24
TBM2001120906,8835390102,46,1,24
TBM2001120906,8835390102,47,2,24
TBM2001120906,8835390102,48,1,24
TBM2001120906,8835390102,50,1,24
TBM2001120906,8835390102,52,1,24
TBM2001120906,8835390102,55,1,24
TBM2001120906,8835390102,57,2,24
TBM2001120906,8835390102,64,1,24
TBM2001120906,8835390102,65,1,24
TBM2001120906,8835390102,70,1,24
TBM2001120906,8835390102,72,2,24
TBM2001120906,8835390102,77,1,24
TBM2001120906,8835390102,80,2,24
TBM2001120906,8835390102,96,1,24
TBM2001120906,8835440102,68,1,3
TBM2001120906,8835440102,72,1,3
TBM2001120906,8835440102,85,1,3
TBM2001120906,8835440901,26,1,8
TBM2001120906,8835440901,34,1,8
TBM2001120906,8835440901,36,1,8
TBM2001120906,8835440901,37,3,8
TBM2001120906,8835440901,39,1,8
TBM2001120906,8835440901,43,1,8
TBM2001120906,8842010302,56,1,1
TBM2001120906,8847010600,17,1,5
TBM2001120906,8847010600,18,2,5
TBM2001120906,8847010600,19,2,5
TBM2001120906,8847010603,22,2,2
TBM2001120906,8847010701,27,1,7
TBM2001120906,8847010701,39,1,7
TBM2001120906,8847010701,40,1,7
TBM2001120906,8847010701,42,1,7
TBM2001120906,8847010701,45,1,7
TBM2001120906,8847010701,47,2,7
TBM2001120906,8861010208,35,1,9
TBM2001120906,8861010208,36,1,9
TBM2001120906,8861010208,45,1,9
TBM2001120906,8861010208,49,1,9
TBM2001120906,8861010208,50,1,9
TBM2001120906,8861010208,55,1,9
TBM2001120906,8861010208,70,2,9
TBM2001120906,8861010208,185,1,9
TBM2001121201,6177010102,14,1,10
TBM2001121201,6177010102,17,1,10
TBM2001121201,6177010102,19,1,10
TBM2001121201,6177010102,20,1,10
TBM2001121201,6177010102,21,1,10
TBM2001121201,6177010102,22,2,10
TBM2001121201,6177010102,23,1,10
TBM2001121201,6177010102,24,1,10
TBM2001121201,6177010102,25,1,10
TBM2001121201,8805020300,65,1,1
TBM2001121201,8820020104,153,1,2
TBM2001121201,8820020104,199,1,2
TBM2001121201,8820020113,63,1,8
TBM2001121201,8820020113,76,1,8
TBM2001121201,8820020113,87,1,8
TBM2001121201,8820020113,92,1,8
TBM2001121201,8820020113,111,1,8
TBM2001121201,8820020113,115,1,8
TBM2001121201,8820020113,119,1,8
TBM2001121201,8820020113,120,1,8
TBM2001121201,8835390100,29,2,10
TBM2001121201,8835390100,30,1,10
TBM2001121201,8835390100,32,5,10
TBM2001121201,8835390100,33,1,10
TBM2001121201,8835390100,37,1,10
TBM2001121201,8835390102,43,1,1
TBM2001121201,8835400102,46,1,2
TBM2001121201,8835400102,57,1,2
TBM2001121201,8835440102,63,1,1
TBM2001121201,8860020703,18,1,1
TBM2001121201,8861010208,40,1,4
TBM2001121201,8861010208,42,1,4
TBM2001121201,8861010208,50,1,4
TBM2001121201,8861010208,60,1,4
TBM2001121203,8860030201,157,1,1
TBM2002010102,8747020202,23,1,16
TBM2002010102,8747020202,24,1,16
TBM2002010102,8747020202,25,1,16
TBM2002010102,8747020202,26,3,16
TBM2002010102,8747020202,27,2,16
TBM2002010102,8747020202,28,2,16
TBM2002010102,8747020202,29,1,16
TBM2002010102,8747020202,30,2,16
TBM2002010102,8747020202,36,1,16
TBM2002010102,8747020202,37,1,16
TBM2002010102,8747020202,38,1,16
TBM2002010102,8826020104,16,1,1
TBM2002010204,6189010301,39,1,2
TBM2002010204,6189010301,63,1,2
TBM2002010204,8820020113,84,1,1
TBM2002010401,8804040207,74,1,1
TBM2002010401,8804040501,33,1,5
TBM2002010401,8804040501,36,1,5
TBM2002010401,8804040501,37,1,5
TBM2002010401,8804040501,42,1,5
TBM2002010401,8804040501,45,1,5
TBM2002010401,8805020300,52,1,1
TBM2002010401,8820020113,70,1,5
TBM2002010401,8820020113,73,1,5
TBM2002010401,8820020113,75,1,5
TBM2002010401,8820020113,80,1,5
TBM2002010401,8820020113,92,1,5
TBM2002010401,8835440901,47,1,3
TBM2002010401,8835440901,50,1,3
TBM2002010401,8835440901,53,1,3
TBM2002010401,8847010600,18,1,1
TBM2002010401,8847010603,24,2,5
TBM2002010401,8847010603,25,1,5
TBM2002010401,8847010603,31,1,5
TBM2002010401,8847010603,33,1,5
TBM2002010401,8847010701,19,1,3
TBM2002010401,8847010701,22,1,3
TBM2002010401,8847010701,30,1,3
TBM2002010401,8858020101,72,1,1
TBM2002010404,8805020300,27,1,10
TBM2002010404,8805020300,64,1,10
TBM2002010404,8805020300,65,1,10
TBM2002010404,8805020300,68,2,10
TBM2002010404,8805020300,70,2,10
TBM2002010404,8805020300,71,1,10
TBM2002010404,8805020300,72,1,10
TBM2002010404,8805020300,80,1,10
TBM2002010404,8835390100,33,1,2
