bio_reference,species,sl,COUNT,nl
TBM2011030603,8805020300,48,1,4
TBM2011030603,8805020300,82,1,4
TBM2011030603,8805020300,84,1,4
TBM2011030603,8835430201,28,1,1
TBM2011030603,8835440401,22,1,32
TBM2011030603,8835440401,26,2,32
TBM2011030603,8835440401,27,1,32
TBM2011030603,8835440401,28,5,32
TBM2011030603,8835440401,29,2,32
TBM2011030603,8835440401,30,6,32
TBM2011030603,8835440401,31,3,32
TBM2011030603,8835440401,32,4,32
TBM2011030603,8835440401,33,1,32
TBM2011030603,8835440401,34,3,32
TBM2011030603,8835440401,35,2,32
TBM2011030603,8835440401,42,1,32
TBM2011030603,8835440401,44,1,32
TBM2011030603,8835440901,310,1,1
TBM2011030608,8847010603,23,1,1
TBM2011030608,8847010701,23,1,1
TBM2011030608,8857030302,26,1,1
TBM2011030609,8805020300,81,2,3
TBM2011030609,8805020300,89,1,3
TBM2011030609,8835430201,28,1,1
TBM2011030609,8847010600,19,1,1
TBM2011030905,8747020203,38,1,3
TBM2011030905,8747020203,45,1,3
TBM2011030905,8747020203,50,1,3
TBM2011030905,8857030302,21,1,1
TBM2011031102,6189010301,84,1,1
TBM2011031102,8747020202,28,2,13
TBM2011031102,8747020202,29,2,13
TBM2011031102,8747020202,31,2,13
TBM2011031102,8747020202,32,3,13
TBM2011031102,8747020202,33,1,13
TBM2011031102,8747020202,34,1,13
TBM2011031102,8747020202,35,1,13
TBM2011031102,8747020202,41,1,13
TBM2011031102,8777180202,320,1,1
TBM2011031105,6177010102,10,1,2
TBM2011031105,6177010102,14,1,2
TBM2011031105,6189010301,23,1,2
TBM2011031105,6189010301,96,1,2
TBM2011031105,8820020113,57,1,5
TBM2011031105,8820020113,66,1,5
TBM2011031105,8820020113,86,1,5
TBM2011031105,8820020113,95,1,5
TBM2011031105,8820020113,97,1,5
TBM2011031105,8835430201,13,1,5
TBM2011031105,8835430201,27,1,5
TBM2011031105,8835430201,28,1,5
TBM2011031105,8835430201,29,1,5
TBM2011031105,8835430201,30,1,5
TBM2011031105,8835440401,27,2,2
TBM2011031107,6177010102,6,1,6
TBM2011031107,6177010102,7,1,6
TBM2011031107,6177010102,9,3,6
TBM2011031107,6177010102,10,1,6
TBM2011031107,6189010301,14,1,3
TBM2011031107,6189010301,21,1,3
TBM2011031107,6189010301,26,1,3
TBM2011031107,8820020113,70,1,4
TBM2011031107,8820020113,78,1,4
TBM2011031107,8820020113,86,1,4
TBM2011031107,8820020113,103,1,4
TBM2011031107,8835430201,14,1,13
TBM2011031107,8835430201,15,1,13
TBM2011031107,8835430201,16,1,13
TBM2011031107,8835430201,17,1,13
TBM2011031107,8835430201,18,1,13
TBM2011031107,8835430201,19,1,13
TBM2011031107,8835430201,21,1,13
TBM2011031107,8835430201,23,1,13
TBM2011031107,8835430201,28,1,13
TBM2011031107,8835430201,30,1,13
TBM2011031107,8835430201,31,1,13
TBM2011031107,8835430201,34,2,13
TBM2011031107,8835440102,92,1,1
TBM2011031107,8835440401,20,1,1
TBM2011031107,8842010302,48,1,1
TBM2011031107,8847010603,22,1,1
TBM2011031107,8847010701,37,2,4
TBM2011031107,8847010701,40,1,4
TBM2011031107,8847010701,51,1,4
TBM2011031107,8857030302,72,1,1
TBM2011031109,8805020300,61,1,2
TBM2011031109,8805020300,69,1,2
TBM2011031109,8835430201,20,1,10
TBM2011031109,8835430201,26,1,10
TBM2011031109,8835430201,29,3,10
TBM2011031109,8835430201,33,1,10
TBM2011031109,8835430201,37,1,10
TBM2011031109,8835430201,38,1,10
TBM2011031109,8835430201,42,1,10
TBM2011031109,8835430201,46,1,10
TBM2011031109,8835440401,25,2,40
TBM2011031109,8835440401,27,1,40
TBM2011031109,8835440401,28,6,40
TBM2011031109,8835440401,29,3,40
TBM2011031109,8835440401,30,1,40
TBM2011031109,8835440401,31,1,40
TBM2011031109,8835440401,32,5,40
TBM2011031109,8835440401,33,1,40
TBM2011031109,8835440401,34,5,40
TBM2011031109,8835440401,35,2,40
TBM2011031109,8835440401,36,4,40
TBM2011031109,8835440401,37,2,40
TBM2011031109,8835440401,38,3,40
TBM2011031109,8835440401,39,2,40
TBM2011031109,8835440401,41,1,40
TBM2011031109,8835440401,42,1,40
TBM2011031109,8847010701,24,1,10
TBM2011031109,8847010701,29,2,10
TBM2011031109,8847010701,31,1,10
TBM2011031109,8847010701,34,1,10
TBM2011031109,8847010701,36,1,10
TBM2011031109,8847010701,38,1,10
TBM2011031109,8847010701,40,1,10
TBM2011031109,8847010701,43,1,10
TBM2011031109,8847010701,44,1,10
TBM2011034408,8835430201,75,1,2
TBM2011034408,8835430201,76,1,2
TBM2011040402,8747020202,36,1,10
TBM2011040402,8747020202,40,1,10
TBM2011040402,8747020202,41,1,10
TBM2011040402,8747020202,42,2,10
TBM2011040402,8747020202,49,1,10
TBM2011040402,8747020202,51,1,10
TBM2011040402,8747020202,52,1,10
TBM2011040402,8747020202,54,1,10
TBM2011040402,8747020202,61,1,10
TBM2011040402,8747020203,50,1,3
TBM2011040402,8747020203,51,1,3
TBM2011040402,8747020203,54,1,3
TBM2011040402,8805020300,47,2,13
TBM2011040402,8805020300,48,1,13
TBM2011040402,8805020300,50,1,13
TBM2011040402,8805020300,55,1,13
TBM2011040402,8805020300,57,1,13
TBM2011040402,8805020300,58,1,13
TBM2011040402,8805020300,59,1,13
TBM2011040402,8805020300,69,1,13
TBM2011040402,8805020300,71,2,13
TBM2011040402,8805020300,78,1,13
TBM2011040402,8805020300,80,1,13
TBM2011040402,8835430201,47,2,7
TBM2011040402,8835430201,48,1,7
TBM2011040402,8835430201,50,1,7
TBM2011040402,8835430201,52,1,7
TBM2011040402,8835430201,53,1,7
TBM2011040402,8835430201,68,1,7
TBM2011040402,8835440401,54,1,4
TBM2011040402,8835440401,65,1,4
TBM2011040402,8835440401,69,1,4
TBM2011040402,8835440401,78,1,4
TBM2011040402,8861010208,12,1,2
TBM2011040402,8861010208,58,1,2
TBM2011040403,8762020101,54,1,1
TBM2011040403,8826020103,77,1,1
TBM2011040403,8835440603,26,1,4
TBM2011040403,8835440603,27,1,4
TBM2011040403,8835440603,37,2,4
TBM2011040406,6189010301,30,1,1
TBM2011040406,8762020101,31,1,2
TBM2011040406,8762020101,45,1,2
TBM2011040406,8805020300,42,1,10
TBM2011040406,8805020300,47,1,10
TBM2011040406,8805020300,54,4,10
TBM2011040406,8805020300,56,1,10
TBM2011040406,8805020300,57,1,10
TBM2011040406,8805020300,58,1,10
TBM2011040406,8805020300,73,1,10
TBM2011040406,8820020113,64,1,4
TBM2011040406,8820020113,82,1,4
TBM2011040406,8820020113,84,1,4
TBM2011040406,8820020113,106,1,4
TBM2011040406,8835400201,15,1,13
TBM2011040406,8835400201,17,1,13
TBM2011040406,8835400201,18,2,13
TBM2011040406,8835400201,19,1,13
TBM2011040406,8835400201,20,1,13
TBM2011040406,8835400201,21,1,13
TBM2011040406,8835400201,22,1,13
TBM2011040406,8835400201,23,3,13
TBM2011040406,8835400201,26,1,13
TBM2011040406,8835400201,32,1,13
TBM2011040406,8835430201,17,1,19
TBM2011040406,8835430201,20,1,19
TBM2011040406,8835430201,23,1,19
TBM2011040406,8835430201,24,1,19
TBM2011040406,8835430201,26,1,19
TBM2011040406,8835430201,27,1,19
TBM2011040406,8835430201,33,1,19
TBM2011040406,8835430201,36,1,19
TBM2011040406,8835430201,37,3,19
TBM2011040406,8835430201,38,1,19
TBM2011040406,8835430201,39,1,19
TBM2011040406,8835430201,40,1,19
TBM2011040406,8835430201,44,3,19
TBM2011040406,8835430201,54,1,19
TBM2011040406,8835430201,56,1,19
TBM2011040406,8835440301,14,6,13
TBM2011040406,8835440301,15,1,13
TBM2011040406,8835440301,16,3,13
TBM2011040406,8835440301,17,3,13
TBM2011040406,8835440401,58,1,1
TBM2011040406,8835440603,27,1,1
TBM2011040406,8847010701,34,1,5
TBM2011040406,8847010701,37,1,5
TBM2011040406,8847010701,38,1,5
TBM2011040406,8847010701,43,1,5
TBM2011040406,8847010701,52,1,5
TBM2011040501,8747020201,23,1,13
TBM2011040501,8747020201,26,1,13
TBM2011040501,8747020201,27,4,13
TBM2011040501,8747020201,28,4,13
TBM2011040501,8747020201,29,2,13
TBM2011040501,8747020201,31,1,13
TBM2011040501,8762020101,46,1,2
TBM2011040501,8762020101,59,1,2
TBM2011040501,8835440601,24,2,3
TBM2011040501,8835440601,36,1,3
TBM2011040501,8861010208,10,1,1
TBM2011040505,8762020101,42,1,2
TBM2011040505,8762020101,56,1,2
TBM2011040505,8820020104,54,1,1
TBM2011040505,8835400201,17,1,2
TBM2011040505,8835400201,30,1,2
TBM2011040605,8762020101,36,1,1
TBM2011040606,8835400201,20,1,10
TBM2011040606,8835400201,21,1,10
TBM2011040606,8835400201,22,3,10
TBM2011040606,8835400201,23,2,10
TBM2011040606,8835400201,24,2,10
TBM2011040606,8835400201,25,1,10
TBM2011040606,8835430201,28,1,14
TBM2011040606,8835430201,30,1,14
TBM2011040606,8835430201,32,2,14
TBM2011040606,8835430201,33,2,14
TBM2011040606,8835430201,35,2,14
TBM2011040606,8835430201,37,1,14
TBM2011040606,8835430201,42,1,14
TBM2011040606,8835430201,43,2,14
TBM2011040606,8835430201,56,1,14
TBM2011040606,8835430201,75,1,14
TBM2011040606,8835430401,22,1,2
TBM2011040606,8835430401,24,1,2
TBM2011040704,6177010102,16,1,1
TBM2011040704,8747020202,37,1,2
TBM2011040704,8747020202,38,1,2
TBM2011040704,8820020113,72,1,2
TBM2011040704,8820020113,73,1,2
TBM2011040704,8835400201,16,1,1
TBM2011040704,8835430201,16,1,10
TBM2011040704,8835430201,19,1,10
TBM2011040704,8835430201,22,1,10
TBM2011040704,8835430201,23,1,10
TBM2011040704,8835430201,25,1,10
TBM2011040704,8835430201,31,1,10
TBM2011040704,8835430201,35,1,10
TBM2011040704,8835430201,36,2,10
TBM2011040704,8835430201,41,1,10
TBM2011040704,8835440301,11,1,13
TBM2011040704,8835440301,12,1,13
TBM2011040704,8835440301,14,2,13
TBM2011040704,8835440301,16,4,13
TBM2011040704,8835440301,17,2,13
TBM2011040704,8835440301,19,2,13
TBM2011040704,8835440301,20,1,13
TBM2011040704,8835440401,31,1,2
TBM2011040704,8835440401,37,1,2
TBM2011040704,8847010603,26,1,3
TBM2011040704,8847010603,30,1,3
TBM2011040704,8847010603,35,1,3
TBM2011040704,8847010701,30,1,3
TBM2011040704,8847010701,31,1,3
TBM2011040704,8847010701,35,1,3
TBM2011040704,8861010208,16,1,1
TBM2011040705,8835430201,16,1,3
TBM2011040705,8835430201,18,1,3
TBM2011040705,8835430201,19,1,3
TBM2011040705,8835440301,11,2,10
TBM2011040705,8835440301,12,1,10
TBM2011040705,8835440301,13,1,10
TBM2011040705,8835440301,14,1,10
TBM2011040705,8835440301,15,2,10
TBM2011040705,8835440301,17,2,10
TBM2011040705,8835440301,20,1,10
TBM2011040705,8861010208,19,1,1
TBM2011040803,5802010101,139,1,1
TBM2011040803,8747020202,40,1,26
TBM2011040803,8747020202,46,1,26
TBM2011040803,8747020202,47,1,26
TBM2011040803,8747020202,48,2,26
TBM2011040803,8747020202,49,2,26
TBM2011040803,8747020202,50,1,26
TBM2011040803,8747020202,51,4,26
TBM2011040803,8747020202,52,2,26
TBM2011040803,8747020202,54,4,26
TBM2011040803,8747020202,55,4,26
TBM2011040803,8747020202,56,1,26
TBM2011040803,8747020202,57,2,26
TBM2011040803,8747020202,60,1,26
TBM2011040803,8747020203,40,2,14
TBM2011040803,8747020203,46,1,14
TBM2011040803,8747020203,49,1,14
TBM2011040803,8747020203,50,2,14
TBM2011040803,8747020203,53,2,14
TBM2011040803,8747020203,54,3,14
TBM2011040803,8747020203,55,1,14
TBM2011040803,8747020203,56,1,14
TBM2011040803,8747020203,59,1,14
TBM2011040803,8826020103,86,1,1
TBM2011040803,8835430201,105,1,1
TBM2011040803,8835440401,54,1,5
TBM2011040803,8835440401,60,1,5
TBM2011040803,8835440401,62,1,5
TBM2011040803,8835440401,64,1,5
TBM2011040803,8835440401,67,1,5
TBM2011041001,8762020101,150,1,1
TBM2011041001,8803020201,114,1,1
TBM2011041001,8835430201,20,1,5
TBM2011041001,8835430201,26,1,5
TBM2011041001,8835430201,27,1,5
TBM2011041001,8835430201,32,2,5
TBM2011041004,6177010102,22,1,1
TBM2011041004,6189010301,22,1,5
TBM2011041004,6189010301,77,1,5
TBM2011041004,6189010301,84,1,5
TBM2011041004,6189010301,101,1,5
TBM2011041004,6189010301,105,1,5
TBM2011041004,8713050105,237,1,1
TBM2011041004,8820020113,71,1,3
TBM2011041004,8820020113,80,1,3
TBM2011041004,8820020113,90,1,3
TBM2011041004,8835400201,20,1,13
TBM2011041004,8835400201,27,1,13
TBM2011041004,8835400201,30,1,13
TBM2011041004,8835400201,31,2,13
TBM2011041004,8835400201,37,1,13
TBM2011041004,8835400201,39,1,13
TBM2011041004,8835400201,40,1,13
TBM2011041004,8835400201,41,1,13
TBM2011041004,8835400201,42,1,13
TBM2011041004,8835400201,45,2,13
TBM2011041004,8835400201,46,1,13
TBM2011041004,8835430201,26,1,10
TBM2011041004,8835430201,38,2,10
TBM2011041004,8835430201,42,1,10
TBM2011041004,8835430201,46,1,10
TBM2011041004,8835430201,47,2,10
TBM2011041004,8835430201,48,1,10
TBM2011041004,8835430201,55,1,10
TBM2011041004,8835430201,58,1,10
TBM2011041004,8835440301,14,1,7
TBM2011041004,8835440301,21,2,7
TBM2011041004,8835440301,22,1,7
TBM2011041004,8835440301,24,2,7
TBM2011041004,8835440301,25,1,7
TBM2011041004,8835520101,121,1,1
TBM2011041004,8847010603,27,1,2
TBM2011041004,8847010603,31,1,2
TBM2011041004,8861010208,20,1,1
TBM2011041004,8861030101,16,1,4
TBM2011041004,8861030101,22,1,4
TBM2011041004,8861030101,23,1,4
TBM2011041004,8861030101,27,1,4
TBM2011041005,6189010301,84,1,3
TBM2011041005,6189010301,115,1,3
TBM2011041005,6189010301,135,1,3
TBM2011041005,8713050105,284,1,1
TBM2011041005,8762020101,38,1,1
TBM2011041005,8826020103,90,1,1
TBM2011041005,8835430201,55,1,1
TBM2011041005,8847010603,32,1,1
TBM2011041005,8861010208,28,1,2
TBM2011041005,8861010208,39,1,2
TBM2011041104,6177010102,12,1,1
TBM2011041104,8747010803,87,1,2
TBM2011041104,8747010803,92,1,2
TBM2011041104,8804040301,27,2,13
TBM2011041104,8804040301,28,1,13
TBM2011041104,8804040301,29,1,13
TBM2011041104,8804040301,30,1,13
TBM2011041104,8804040301,32,3,13
TBM2011041104,8804040301,33,1,13
TBM2011041104,8804040301,34,1,13
TBM2011041104,8804040301,35,2,13
TBM2011041104,8804040301,36,1,13
TBM2011041104,8820020102,145,1,4
TBM2011041104,8820020102,161,1,4
TBM2011041104,8820020102,183,1,4
TBM2011041104,8820020102,224,1,4
TBM2011041104,8820020113,105,1,1
TBM2011041104,8835400201,23,1,3
TBM2011041104,8835400201,26,1,3
TBM2011041104,8835400201,37,1,3
TBM2011041104,8835430201,22,1,10
TBM2011041104,8835430201,24,1,10
TBM2011041104,8835430201,25,1,10
TBM2011041104,8835430201,27,3,10
TBM2011041104,8835430201,28,3,10
TBM2011041104,8835430201,29,1,10
TBM2011041104,8835440301,97,1,1
TBM2011041201,6189010301,86,1,1
TBM2011041208,8713050106,415,1,1
TBM2011041208,8804040101,20,1,1
TBM2011041208,8804040301,26,1,13
TBM2011041208,8804040301,27,1,13
TBM2011041208,8804040301,28,4,13
TBM2011041208,8804040301,29,1,13
TBM2011041208,8804040301,33,2,13
TBM2011041208,8804040301,34,2,13
TBM2011041208,8804040301,36,1,13
TBM2011041208,8804040301,39,1,13
TBM2011041208,8805020300,36,2,10
TBM2011041208,8805020300,39,1,10
TBM2011041208,8805020300,40,2,10
TBM2011041208,8805020300,41,1,10
TBM2011041208,8805020300,43,2,10
TBM2011041208,8805020300,46,1,10
TBM2011041208,8805020300,55,1,10
TBM2011041208,8820020113,47,1,5
TBM2011041208,8820020113,68,1,5
TBM2011041208,8820020113,74,1,5
TBM2011041208,8820020113,108,1,5
TBM2011041208,8820020113,111,1,5
TBM2011041208,8835400201,30,1,3
TBM2011041208,8835400201,41,1,3
TBM2011041208,8835400201,45,1,3
TBM2011041208,8835430201,32,1,10
TBM2011041208,8835430201,33,1,10
TBM2011041208,8835430201,35,1,10
TBM2011041208,8835430201,36,1,10
TBM2011041208,8835430201,37,1,10
TBM2011041208,8835430201,42,1,10
TBM2011041208,8835430201,44,1,10
TBM2011041208,8835430201,47,1,10
TBM2011041208,8835430201,58,1,10
TBM2011041208,8835430201,61,1,10
TBM2011041208,8835440401,50,1,2
TBM2011041208,8835440401,56,1,2
TBM2011041208,8835440901,132,1,1
TBM2011041208,8847010603,29,1,3
TBM2011041208,8847010603,31,1,3
TBM2011041208,8847010603,32,1,3
TBM2011041208,8847010701,34,1,1
TBM2011050405,8762020101,30,1,3
TBM2011050405,8762020101,32,1,3
TBM2011050405,8762020101,61,1,3
TBM2011050405,8860020703,7,1,2
TBM2011050405,8860020703,9,1,2
TBM2011050405,8861010208,6,1,2
TBM2011050405,8861010208,7,1,2
TBM2011050604,8762020101,32,1,2
TBM2011050604,8762020101,34,1,2
TBM2011050604,8820020104,111,1,2
TBM2011050604,8820020104,141,1,2
TBM2011050604,8820020113,67,1,12
TBM2011050604,8820020113,69,1,12
TBM2011050604,8820020113,77,1,12
TBM2011050604,8820020113,79,1,12
TBM2011050604,8820020113,85,1,12
TBM2011050604,8820020113,86,1,12
TBM2011050604,8820020113,88,1,12
TBM2011050604,8820020113,90,1,12
TBM2011050604,8820020113,94,1,12
TBM2011050604,8820020113,95,1,12
TBM2011050604,8820020113,97,1,12
TBM2011050604,8820020113,114,1,12
TBM2011050604,8835390100,10,1,2
TBM2011050604,8835390100,13,1,2
TBM2011050604,8835400201,38,1,4
TBM2011050604,8835400201,39,1,4
TBM2011050604,8835400201,50,1,4
TBM2011050604,8835400201,52,1,4
TBM2011050604,8835430201,29,1,2
TBM2011050604,8835430201,39,1,2
TBM2011050604,8835430301,18,1,2
TBM2011050604,8835430301,24,1,2
TBM2011050604,8835440102,22,1,1
TBM2011050604,8835440301,28,2,13
TBM2011050604,8835440301,31,1,13
TBM2011050604,8835440301,32,3,13
TBM2011050604,8835440301,33,1,13
TBM2011050604,8835440301,34,2,13
TBM2011050604,8835440301,35,1,13
TBM2011050604,8835440301,38,1,13
TBM2011050604,8835440301,39,1,13
TBM2011050604,8835440301,40,1,13
TBM2011050604,8842010302,22,1,1
TBM2011050701,8747020201,28,1,20
TBM2011050701,8747020201,29,8,20
TBM2011050701,8747020201,30,3,20
TBM2011050701,8747020201,31,3,20
TBM2011050701,8747020201,32,2,20
TBM2011050701,8747020201,33,1,20
TBM2011050701,8747020201,34,1,20
TBM2011050701,8747020201,37,1,20
TBM2011050701,8820020113,73,1,1
TBM2011050701,8835390100,13,1,13
TBM2011050701,8835390100,15,5,13
TBM2011050701,8835390100,17,5,13
TBM2011050701,8835390100,18,2,13
TBM2011050701,8835400201,25,1,13
TBM2011050701,8835400201,26,1,13
TBM2011050701,8835400201,29,1,13
TBM2011050701,8835400201,35,2,13
TBM2011050701,8835400201,36,1,13
TBM2011050701,8835400201,39,1,13
TBM2011050701,8835400201,41,1,13
TBM2011050701,8835400201,42,1,13
TBM2011050701,8835400201,48,1,13
TBM2011050701,8835400201,49,1,13
TBM2011050701,8835400201,51,1,13
TBM2011050701,8835400201,52,1,13
TBM2011050701,8835430201,27,1,13
TBM2011050701,8835430201,29,1,13
TBM2011050701,8835430201,30,1,13
TBM2011050701,8835430201,31,1,13
TBM2011050701,8835430201,36,1,13
TBM2011050701,8835430201,43,1,13
TBM2011050701,8835430201,49,1,13
TBM2011050701,8835430201,51,1,13
TBM2011050701,8835430201,52,1,13
TBM2011050701,8835430201,55,2,13
TBM2011050701,8835430201,57,1,13
TBM2011050701,8835430201,87,1,13
TBM2011050701,8835440102,12,1,3
TBM2011050701,8835440102,21,1,3
TBM2011050701,8835440102,43,1,3
TBM2011050701,8835440301,15,1,13
TBM2011050701,8835440301,16,2,13
TBM2011050701,8835440301,19,1,13
TBM2011050701,8835440301,20,2,13
TBM2011050701,8835440301,22,3,13
TBM2011050701,8835440301,23,2,13
TBM2011050701,8835440301,24,1,13
TBM2011050701,8835440301,25,1,13
TBM2011050701,8860020703,10,1,1
TBM2011050701,8861010208,29,1,1
TBM2011050701,8861030101,15,1,1
TBM2011050702,8804040301,17,1,1
TBM2011050702,8820020104,130,1,1
TBM2011050702,8820020113,72,1,2
TBM2011050702,8820020113,78,1,2
TBM2011050702,8835390100,16,1,1
TBM2011050702,8835400201,32,1,10
TBM2011050702,8835400201,34,1,10
TBM2011050702,8835400201,35,1,10
TBM2011050702,8835400201,36,1,10
TBM2011050702,8835400201,37,1,10
TBM2011050702,8835400201,39,1,10
TBM2011050702,8835400201,40,2,10
TBM2011050702,8835400201,42,1,10
TBM2011050702,8835400201,47,1,10
TBM2011050702,8835430201,42,1,20
TBM2011050702,8835430201,43,1,20
TBM2011050702,8835430201,44,1,20
TBM2011050702,8835430201,47,1,20
TBM2011050702,8835430201,53,2,20
TBM2011050702,8835430201,56,1,20
TBM2011050702,8835430201,57,3,20
TBM2011050702,8835430201,58,2,20
TBM2011050702,8835430201,60,1,20
TBM2011050702,8835430201,66,2,20
TBM2011050702,8835430201,67,1,20
TBM2011050702,8835430201,79,1,20
TBM2011050702,8835430201,123,1,20
TBM2011050702,8835430201,126,1,20
TBM2011050702,8835430201,129,1,20
TBM2011050702,8835430301,23,1,4
TBM2011050702,8835430301,24,2,4
TBM2011050702,8835430301,25,1,4
TBM2011050702,8835440102,32,1,7
TBM2011050702,8835440102,33,2,7
TBM2011050702,8835440102,37,1,7
TBM2011050702,8835440102,38,1,7
TBM2011050702,8835440102,43,1,7
TBM2011050702,8835440102,44,1,7
TBM2011050702,8835440301,26,2,10
TBM2011050702,8835440301,27,3,10
TBM2011050702,8835440301,28,1,10
TBM2011050702,8835440301,30,1,10
TBM2011050702,8835440301,32,1,10
TBM2011050702,8835440301,33,1,10
TBM2011050702,8835440301,34,1,10
TBM2011050702,8847010600,17,1,2
TBM2011050702,8847010600,18,1,2
TBM2011050702,8847010701,22,2,13
TBM2011050702,8847010701,23,1,13
TBM2011050702,8847010701,27,1,13
TBM2011050702,8847010701,34,1,13
TBM2011050702,8847010701,40,1,13
TBM2011050702,8847010701,41,1,13
TBM2011050702,8847010701,47,1,13
TBM2011050702,8847010701,48,1,13
TBM2011050702,8847010701,49,1,13
TBM2011050702,8847010701,51,1,13
TBM2011050702,8847010701,53,1,13
TBM2011050702,8847010701,57,1,13
TBM2011050703,8747010400,31,1,1
TBM2011050703,8747020202,20,1,13
TBM2011050703,8747020202,21,1,13
TBM2011050703,8747020202,22,1,13
TBM2011050703,8747020202,23,1,13
TBM2011050703,8747020202,24,3,13
TBM2011050703,8747020202,25,2,13
TBM2011050703,8747020202,26,1,13
TBM2011050703,8747020202,35,1,13
TBM2011050703,8747020202,38,2,13
TBM2011050703,8762020101,38,1,2
TBM2011050703,8762020101,190,1,2
TBM2011050703,8804040301,15,1,1
TBM2011050703,8820020113,64,1,3
TBM2011050703,8820020113,71,1,3
TBM2011050703,8820020113,95,1,3
TBM2011050703,8835010105,216,1,1
TBM2011050703,8835390100,12,1,1
TBM2011050703,8835400201,39,1,10
TBM2011050703,8835400201,40,1,10
TBM2011050703,8835400201,45,1,10
TBM2011050703,8835400201,46,1,10
TBM2011050703,8835400201,48,1,10
TBM2011050703,8835400201,49,1,10
TBM2011050703,8835400201,53,1,10
TBM2011050703,8835400201,54,1,10
TBM2011050703,8835400201,57,1,10
TBM2011050703,8835400201,58,1,10
TBM2011050703,8835430201,42,1,10
TBM2011050703,8835430201,43,2,10
TBM2011050703,8835430201,45,1,10
TBM2011050703,8835430201,47,1,10
TBM2011050703,8835430201,50,1,10
TBM2011050703,8835430201,54,1,10
TBM2011050703,8835430201,55,1,10
TBM2011050703,8835430201,61,1,10
TBM2011050703,8835430201,63,1,10
TBM2011050703,8835430301,24,1,2
TBM2011050703,8835430301,25,1,2
TBM2011050703,8835440102,17,1,8
TBM2011050703,8835440102,23,1,8
TBM2011050703,8835440102,27,1,8
TBM2011050703,8835440102,32,1,8
TBM2011050703,8835440102,33,1,8
TBM2011050703,8835440102,34,1,8
TBM2011050703,8835440102,35,1,8
TBM2011050703,8835440102,37,1,8
TBM2011050703,8835440301,20,1,10
TBM2011050703,8835440301,21,1,10
TBM2011050703,8835440301,26,1,10
TBM2011050703,8835440301,27,1,10
TBM2011050703,8835440301,31,2,10
TBM2011050703,8835440301,33,1,10
TBM2011050703,8835440301,41,1,10
TBM2011050703,8835440301,45,1,10
TBM2011050703,8835440301,52,1,10
TBM2011050703,8847010600,15,1,2
TBM2011050703,8847010600,18,1,2
TBM2011050703,8847010701,21,1,10
TBM2011050703,8847010701,25,3,10
TBM2011050703,8847010701,31,2,10
TBM2011050703,8847010701,32,2,10
TBM2011050703,8847010701,34,1,10
TBM2011050703,8847010701,35,1,10
TBM2011050703,8861010208,11,1,2
TBM2011050703,8861010208,13,1,2
TBM2011050704,8747020201,42,1,2
TBM2011050704,8747020201,47,1,2
TBM2011050704,8747020202,23,1,3
TBM2011050704,8747020202,25,1,3
TBM2011050704,8747020202,26,1,3
TBM2011050704,8820020104,140,1,1
TBM2011050704,8820020113,65,1,6
TBM2011050704,8820020113,76,1,6
TBM2011050704,8820020113,92,1,6
TBM2011050704,8820020113,95,1,6
TBM2011050704,8820020113,104,1,6
TBM2011050704,8820020113,120,1,6
TBM2011050704,8835280401,13,1,1
TBM2011050704,8835400201,31,1,2
TBM2011050704,8835400201,34,1,2
TBM2011050704,8835430201,22,1,20
TBM2011050704,8835430201,25,1,20
TBM2011050704,8835430201,26,1,20
TBM2011050704,8835430201,27,1,20
TBM2011050704,8835430201,28,3,20
TBM2011050704,8835430201,32,1,20
TBM2011050704,8835430201,36,1,20
TBM2011050704,8835430201,40,2,20
TBM2011050704,8835430201,41,1,20
TBM2011050704,8835430201,42,2,20
TBM2011050704,8835430201,43,1,20
TBM2011050704,8835430201,47,1,20
TBM2011050704,8835430201,50,1,20
TBM2011050704,8835430201,51,1,20
TBM2011050704,8835430201,53,1,20
TBM2011050704,8835430201,61,1,20
TBM2011050704,8835440301,27,1,10
TBM2011050704,8835440301,28,1,10
TBM2011050704,8835440301,34,1,10
TBM2011050704,8835440301,35,1,10
TBM2011050704,8835440301,37,2,10
TBM2011050704,8835440301,40,2,10
TBM2011050704,8835440301,41,1,10
TBM2011050704,8835440301,42,1,10
TBM2011050704,8837010102,73,1,1
TBM2011050704,8842010302,28,1,1
TBM2011050704,8847010701,23,1,1
TBM2011050802,6189010301,93,1,2
TBM2011050802,6189010301,118,1,2
TBM2011050802,8747010803,24,1,4
TBM2011050802,8747010803,31,2,4
TBM2011050802,8747010803,33,1,4
TBM2011050802,8747020201,28,5,22
TBM2011050802,8747020201,29,1,22
TBM2011050802,8747020201,30,1,22
TBM2011050802,8747020201,31,2,22
TBM2011050802,8747020201,32,2,22
TBM2011050802,8747020201,33,2,22
TBM2011050802,8747020201,38,3,22
TBM2011050802,8747020201,39,1,22
TBM2011050802,8747020201,40,2,22
TBM2011050802,8747020201,49,1,22
TBM2011050802,8747020201,50,1,22
TBM2011050802,8747020201,60,1,22
TBM2011050802,8747020202,22,1,10
TBM2011050802,8747020202,23,1,10
TBM2011050802,8747020202,24,2,10
TBM2011050802,8747020202,25,2,10
TBM2011050802,8747020202,27,2,10
TBM2011050802,8747020202,28,1,10
TBM2011050802,8747020202,30,1,10
TBM2011050802,8820020104,114,1,1
TBM2011050802,8820020113,91,1,4
