NODCCODE,TSN,spp_code,Scientificname,Commonname,Manufactured_nodccode,Manufactured_tsn,spp_code_old
8751020300,649779,Chitala spp.,Chitala spp.,Featherbacks,1,0,Chitala spp.
8751020301,649807,Chi. ornata,Chitala ornata,Clown Knifefish,1,0,Chitala ornata
8756010000,162057,Argentinidae spp.,Argentinidae spp.,argentines,0,0,Argentinidae spp.
8756010200,189396,Argentina spp.,Argentina spp.,Argentines,0,0,Argentina spp.
8756010205,162067,Arg. striata,Argentina striata,Striated Argentine,0,0,A. striata
8756010299,162063,Arg. georgei,Argentina georgei,Blackbelly Argentine,1,0,A. georgei
8756010300,162072,Glossanodon spp.,Glossanodon spp.,argentines,0,0,Glossanodon spp.
8756010302,162074,Glo. pygmaeus,Glossanodon pygmaeus,Pygmy Argentine,0,0,G. pygmaeus
8758010000,162137,Esocidae spp.,Esocidae spp.,pikes and mudminnows,0,0,Esocidae spp.
8758010100,162138,Esox spp.,Esox spp.,pikes and mudminnows,0,0,Esox spp.
8758010102,162140,Eso. americanus,Esox americanus,Pickerel,0,0,E. americanus
8758010103,162143,Eso. niger,Esox niger,Chain Pickerel,0,0,E. niger
8758020100,162147,Umbra spp.,Umbra spp.,pikes and mudminnows,0,0,Umbra spp.
8758020101,162148,Umb. pygmaea,Umbra pygmaea,Eastern Mudminnow,0,0,U. pygmaea
8762010100,162370,Aulopus spp.,Aulopus spp.,flagfins,0,0,Aulopus spp.
8762010101,162371,Aul. filamentosus,Aulopus filamentosus,Yellowfin Aulopus,0,0,A. filamentosus
8762020000,162374,Synodontidae spp.,Synodontidae spp.,lizardfishes,0,0,Synodontidae spp.
8762020100,162375,Synodus spp.,Synodus spp.,lizardfishes,0,0,Synodus spp.
8762020101,162376,Syn. foetens,Synodus foetens,Inshore Lizardfish,0,0,S. foetens
8762020102,162377,Syn. intermedius,Synodus intermedius,Sand Diver,0,0,S. intermedius
8762020104,162379,Syn. poeyi,Synodus poeyi,Offshore Lizardfish,0,0,S. poeyi
8762020105,162380,Syn. saurus,Synodus saurus,Bluestripe Lizardfish,0,0,S. saurus
8762020106,162382,Syn. synodus,Synodus synodus,Red Lizardfish,0,0,S. synodus
8762020199,162383,Syn. macrostigma,Synodus macrostigma,Largespot Lizardfish,1,1,Syn. macrostigmus
8762020300,162407,Saurida spp.,Saurida spp.,lizardfishes,0,0,Saurida spp.
8762020301,162408,Sau. brasiliensis,Saurida brasiliensis,Largescale Lizardfish,0,0,Sau. brasiliensis
8762020302,162410,Sau. caribbaea,Saurida caribbaea,Smallscale Lizardfish,0,0,S. caribbaea
8762020303,162411,Sau. normani,Saurida normani,Shortjaw Lizardfish,0,0,S. normani
8762020400,162419,Trachinocephalus spp.,Trachinocephalus spp.,lizardfishes,0,0,Trachinocephalus spp.
8762020401,162420,Tra. myops,Trachinocephalus myops,Snakefish,0,0,T. myops
8762040000,162427,Chlorophthalmidae spp.,Chlorophthalmidae spp.,greeneyes,0,0,Chlorophthalmidae spp.
8762040100,162429,Chlorophthalmus spp.,Chlorophthalmus spp.,greeneyes,0,0,Chlorophthalmus spp.
8762040101,162430,Chl. agassizi,Chlorophthalmus agassizi,Shortnose Greeneye,0,0,C. agassizi
8762040200,162434,Parasudis spp.,Parasudis spp.,greeneyes,0,0,Parasudis spp.
8762040201,162435,Par. truculenta,Parasudis truculenta,Longnose Greeneye,0,0,P. truculenta
8762090100,162525,Alepisaurus spp.,Alepisaurus spp.,lancetfishes,0,0,Alepisaurus spp.
8762090102,162527,Ale. ferox,Alepisaurus ferox,Longnose Lancetfish,0,0,A. ferox
8768010000,162827,Ipnopidae spp.,Ipnopidae spp.,tripodfishes,0,0,Macristiidae spp.
8768010100,162828,Bathytyphlops spp.,Bathytyphlops spp.,tripodfishes,0,0,Macristiella spp.
8768010101,162829,Bat. marionae,Bathytyphlops marionae,Smalleye Tripodfish,0,0,M. perlucens
8774010000,162848,Characidae spp.,Characidae spp.,tetras,0,0,Characidae spp.
8774011200,162911,Aphyocharax spp.,Aphyocharax spp.,Tetras,0,0,Aphyocharax spp.
8774011201,162912,Aph. anisitsi,Aphyocharax anisitsi,Bloodfin Tetra,0,0,Aph. anasitsi
8774110000,163160,Anostomidae spp.,Anostomidae spp.,anostomids,0,0,Anostomidae spp.
8776010000,163342,Cyprinidae spp.,Cyprinidae spp.,carps,0,0,Cyprinidae spp.
8776010100,163343,Cyprinus spp.,Cyprinus spp.,Carps,0,0,Cyprinus spp.
8776010101,163344,Cyp. carpio,Cyprinus carpio,Common Carp,0,0,C. carpio
8776010300,163349,Carassius spp.,Carassius spp.,carps,0,0,Carassius spp.
8776010301,163350,Car. auratus,Carassius auratus,Goldfish,0,0,C. auratus
8776040000,163892,Catostomidae spp.,Catostomidae spp.,suckers,0,0,Catostomidae spp.
8776040200,163916,Carpiodes spp.,Carpiodes spp.,suckers,0,0,Carpiodes spp.
8776040201,163917,Car. cyprinus,Carpiodes cyprinus,Quillback,0,0,C. cyprinus
8776040203,163920,Car. velifer,Carpiodes velifer,Highfin Carpsucker,0,0,C. velifer
8776040300,163921,Erimyzon spp.,Erimyzon spp.,suckers,0,0,Erimyzon spp.
8776040301,163922,Eri. sucetta,Erimyzon sucetta,Lake Chubsucker,0,0,E. sucetta
8776040303,163926,Eri. tenuis,Erimyzon tenuis,Sharpfin Chubsucker,0,0,E. tenuis
8776040399,913984,Eri. claviformis,Erimyzon claviformis,Western Creek Chubsucker,1,0,Eri. oblongus
8776040400,163927,Moxostoma spp.,Moxostoma spp.,suckers,0,0,Moxostoma spp.
8776040403,163932,Mox. poecilurum,Moxostoma poecilurum,Blacktail Redhorse,0,0,M. poecilurum
8776040407,163936,Mox. carinatum,Moxostoma carinatum,River Redhorse,0,0,M. carinatum
8776040800,163958,Minytrema spp.,Minytrema spp.,Suckers,0,0,Minytrema spp.
8776040801,163959,Min. melanops,Minytrema melanops,Spotted Sucker,0,0,M. melanops
8776060100,163977,Misgurnus spp.,Misgurnus spp.,spined loaches,0,0,Misgurnus spp.
8776060101,163978,Mis. anguillicaudatus,Misgurnus anguillicaudatus,Pond Loach,0,0,M. anguillicaudatus
8776070000,999991,Xenocyprididae spp.,Xenocyprididae spp.,sharpbellies,1,1,Xenocyprididae spp.
8776070100,163536,Ctenopharyngodon spp.,Ctenopharyngodon spp.,Grass Carp,1,0,Ctenopharyngodon spp.
8776070101,163537,Cte. idella,Ctenopharyngodon idella,Grass Carp,1,0,C. idella
8776080000,999990,Leuciscidae spp.,Leuciscidae spp.,minnows,1,1,Leuciscidae spp.
8776080100,999989,Alburnops spp.,Alburnops spp.,minnows,1,1,Alburnops spp.
8776080101,163403,Alb. chalybaeus,Alburnops chalybaeus,Ironcolor Shiner,1,0,Not. chalybaeus
8776080102,163420,Alb. texanus,Alburnops texanus,Weed Shiner,1,0,Not. texanus
8776080103,163427,Alb. baileyi,Alburnops baileyi,Rough Shiner,1,0,Not. baileyi
8776080104,163460,Alb. petersoni,Alburnops petersoni,Coastal Shiner,1,0,Not. petersoni
8776080200,1198974,Coccotis spp.,Coccotis spp.,minnows,1,0,Coccotis spp.
8776080201,163843,Coc. zonistius,Coccotis zonistius,Bandfin Shiner,1,0,Lux. zonistius
8776080300,163765,Cyprinella spp.,Cyprinella spp.,Shiners,1,0,Cyprinella spp.
8776080301,163774,Cyp. callitaenia,Cyprinella callitaenia,Bluestripe Shiner,1,0,C. callitaenia
8776080302,163788,Cyp. leedsi,Cyprinella leedsi,Bannerfin Shiner,1,0,N. leedsi
8776080303,163809,Cyp. venusta,Cyprinella venusta,Blacktail Shiner,1,0,C. venusta
8776080400,163400,Ericymba spp.,Ericymba spp.,minnows,1,0,Ericymba spp.
8776080401,163499,Eri. amplamala,Ericymba amplamala,Longjaw Minnow,1,1,Not. amplamala
8776080500,163358,Hybognathus spp.,Hybognathus spp.,minnows,1,0,Hybognathus spp.
8776080501,163364,Hyb. hayi,Hybognathus hayi,Cypress Minnow,1,0,H. hayi
8776080600,163495,Hybopsis spp.,Hybopsis spp.,minnows,1,0,Hybopsis spp.
8776080601,201918,Hyb. winchelli,Hybopsis winchelli,Clear Chub,1,0,H. winchelli
8776080700,163825,Luxilus spp.,Luxilus spp.,minnows,1,0,Luxilus spp.
8776080701,163832,Lux. chrysocephalus,Luxilus chrysocephalus,Striped Shiner,1,0,N. chrysocephalus
8776080800,163846,Lythrurus spp.,Lythrurus spp.,minnows,1,0,Lythrurus spp.
8776080801,163849,Lyt. atrapiculus,Lythrurus atrapiculus,Blacktip Shiner,1,0,N. atrapiculus
8776080900,163863,Macrhybopsis spp.,Macrhybopsis spp.,minnows,1,0,H. aestivalis
8776080901,999988,Mac. pallida,Macrhybopsis pallida,Pallid Chub,1,1,Mac. pallida
8776081000,999987,Miniellus spp.,Miniellus spp.,minnows,1,1,Miniellus spp.
8776081001,163452,Min. longirostris,Miniellus longirostris,Longnose Shiner,1,0,Not. longirostris
8776081002,163485,Min. melanostomus,Miniellus melanostomus,Blackmouth Shiner,1,0,Not. melanostomus
8776081100,163391,Nocomis spp.,Nocomis spp.,minnows,1,0,Nocomis spp.
8776081101,163393,Noc. leptocephalus,Nocomis leptocephalus,Bluehead Chub,1,0,N. leptocephalus
8776081200,163367,Notemigonus spp.,Notemigonus spp.,minnows,1,0,Notemigonus spp.
8776081201,163368,Not. crysoleucas,Notemigonus crysoleucas,Golden Shiner,1,0,N. crysoleucas
8776081300,163399,Notropis spp.,Notropis spp.,minnows,1,0,Notropis spp.
8776081301,163454,Not. maculatus,Notropis maculatus,Taillight Shiner,1,0,N. maculatus
8776081400,163875,Opsopoeodus spp.,Opsopoeodus spp.,minnows,1,0,Opsopoeodus spp.
8776081401,163876,Ops. emiliae,Opsopoeodus emiliae,Pugnose Minnow,1,0,O. emiliae
8776081500,201938,Pteronotropis spp.,Pteronotropis spp.,minnows,1,0,Pteronotropis spp.
8776081501,163438,Pte. cummingsae,Pteronotropis cummingsae,Dusky Shiner,1,0,Not. cummingsae
8776081502,163444,Pte. harperi,Pteronotropis harperi,Redeye Chub,1,0,Not. harperi
8776081503,201941,Pte. hypselopterus,Pteronotropis hypselopterus,Sailfin Shiner,1,0,N. hypselopterus
8776081504,201942,Pte. signipinnis,Pteronotropis signipinnis,Flagfin Shiner,1,0,N. signipinnis
8776081505,201943,Pte. welaka,Pteronotropis welaka,Bluenose Shiner,1,0,N. welaka
8776081506,621142,Pte. grandipinnis,Pteronotropis grandipinnis,Apalachee Shiner,1,1,Pteronotropis grandipinni
8776081507,201949,Pte. metallicus,Pteronotropis metallicus,Metallic Shiner,1,1,P. metallicus
8776081600,163374,Semotilus spp.,Semotilus spp.,minnows,1,0,Semotilus spp.
8776081601,163376,Sem. thoreauianus,Semotilus thoreauianus,Dixie Chub,1,0,S. atromaculatus
8776081700,163515,Pimephales spp.,Pimephales spp.,minnows,1,0,Pimephales spp.
8776081701,163517,Pim. promelas,Pimephales promelas,Fathead Minnow,1,0,P. promelas
8777000000,163992,Siluriformes spp.,Siluriformes spp.,Catfish,0,0,Siluriformes spp.
8777020000,163995,Ictaluridae spp.,Ictaluridae spp.,North American catfishes,0,0,Ictaluridae spp.
8777020100,163996,Ictalurus spp.,Ictalurus spp.,North American catfishes,0,0,Ictalurus spp.
8777020102,163997,Ict. furcatus,Ictalurus furcatus,Blue Catfish,0,0,I. furcatus
8777020105,163998,Ict. punctatus,Ictalurus punctatus,Channel Catfish,0,0,I. punctatus
8777020200,164002,Noturus spp.,Noturus spp.,madtoms,0,0,Noturus spp.
8777020201,164003,Not. gyrinus,Noturus gyrinus,Tadpole Madtom,0,0,N. gyrinus
8777020212,164014,Not. funebris,Noturus funebris,Black Madtom,0,0,N. funebris
8777020217,164019,Not. leptacanthus,Noturus leptacanthus,Speckled Madtom,0,0,N. leptacanthus
8777020300,164028,Pylodictis spp.,Pylodictis spp.,flathead catfishes,0,0,Pylodictis spp.
8777020301,164029,Pyl. olivaris,Pylodictis olivaris,Flathead Catfish,0,0,P. olivaris
8777020600,164034,Ameiurus spp.,Ameiurus spp.,Bullheads,0,0,Ameiurus spp.
8777020601,164035,Ame. brunneus,Ameiurus brunneus,Snail Bullhead,0,0,A. brunneus
8777020602,164037,Ame. catus,Ameiurus catus,White Catfish,0,0,A. catus
8777020604,164041,Ame. natalis,Ameiurus natalis,Yellow Bullhead,0,0,A. natalis
8777020605,164043,Ame. nebulosus,Ameiurus nebulosus,Brown Bullhead,0,0,A. nebulosus
8777020607,164047,Ame. serracanthus,Ameiurus serracanthus,Spotted Bullhead,0,0,A. serracanthus
8777120000,164118,Clariidae spp.,Clariidae spp.,labyrinth catfishes,0,0,Clariidae spp.
8777120100,164119,Clarias spp.,Clarias spp.,labyrinth catfishes,0,0,Clarias spp.
8777120101,164120,Cla. batrachus,Clarias batrachus,Walking Catfish,0,0,C. batrachus
8777180000,164157,Ariidae spp.,Ariidae spp.,sea catfishes,0,0,Ariidae spp.
8777180100,164158,Bagre spp.,Bagre spp.,sea catfishes,0,0,Bagre spp.
8777180101,164159,Bag. marinus,Bagre marinus,Gafftopsail Catfish,0,0,B. marinus
8777180200,164162,Ariopsis spp.,Ariopsis spp.,sea catfishes,0,0,Arius spp.
8777180202,164165,Ari. felis,Ariopsis felis,Hardhead Catfish,0,0,A. felis
8777290000,164279,Callichthyidae spp.,Callichthyidae spp.,callichthyid armored catfishes,0,0,Callichthyidae spp.
8777300000,164340,Loricariidae spp.,Loricariidae spp.,suckermouth armored catfishes,0,0,Loricariidae spp.
8777300100,164341,Hypostomus spp.,Hypostomus spp.,suckermouth armored catfishes,0,0,Hypostomus spp.
8777300101,164342,Hyp. plecostomus,Hypostomus plecostomus,Suckermouth Catfish,0,0,H. plecostomus
8777300300,553264,Hoplosternum spp.,Hoplosternum spp.,callichthyid armored catfishes,0,0,Hoplosternum spp.
8777300301,164351,Hop. littorale,Hoplosternum littorale,Brown Hoplo,0,0,H. littorale
8777301000,164372,Pterygoplichthys spp.,Pterygoplichthys spp.,suckermouth armored catfishes,0,0,Pterygoplichthys spp.
8777301002,164375,Pte. multiradiatus,Pterygoplichthys multiradiatus,Armoured Catfish,0,0,P. multiradialis
8777301003,680353,Pte. pardalis,Pterygoplichthys pardalis,Amazon sailfin catfish,1,0,P. pardalis
8777302001,553392,Pte. disjunctivus,Pterygoplichthys disjunctivus,Vermiculated Catfish,0,0,L. disjunctivus
8781010000,164403,Aphredoderidae spp.,Aphredoderidae spp.,pirate perches,0,0,Aphredoderidae spp.
8781010100,164404,Aphredoderus spp.,Aphredoderus spp.,pirate perches,0,0,Aphredoderus spp.
8781010101,164405,Aph. sayanus,Aphredoderus sayanus,Pirate Perch,0,0,A. sayanus
8783010000,164412,Batrachoididae spp.,Batrachoididae spp.,Toadfishes,0,0,Batrachoididae spp.
8783010100,164413,Porichthys spp.,Porichthys spp.,toadfishes,0,0,Porichthys spp.
8783010108,164421,Por. plectrodon,Porichthys plectrodon,Atlantic Midshipman,0,0,P. plectrodon
8783010200,164422,Opsanus spp.,Opsanus spp.,toadfishes,0,0,Opsanus spp.
8783010201,164423,Ops. tau,Opsanus tau,Oyster Toadfish,0,0,O. tau
8783010202,164424,Ops. beta,Opsanus beta,Gulf Toadfish,0,0,O. beta
8.78301E+11,630001,Ops. beta (red morph),Opsanus beta (red morph),Gulf Toadfish (red morph),1,1,O. beta (red morph)
8.78301E+11,630002,Ops. beta (yellow morph),Opsanus beta (yellow morph),Gulf Toadfish (yellow morph),1,1,O. beta (yellow morph)
8783010203,164425,Ops. pardus,Opsanus pardus,Leopard Toadfish,0,0,O. pardus
8784010000,164457,Gobiesocidae spp.,Gobiesocidae spp.,clingfishes,0,0,Gobiesocidae spp.
8784010100,164458,Gobiesox spp.,Gobiesox spp.,clingfishes,0,0,Gobiesox spp.
8784010102,164460,Gob. strumosus,Gobiesox strumosus,Skilletfish,0,0,G. strumosus
8784010105,164463,Gob. punctulatus,Gobiesox punctulatus,Stippled Clingfish,0,0,G. punctulatus
8784010400,164471,Acyrtops spp.,Acyrtops spp.,clingfishes,0,0,Acyrtops spp.
8784010401,164472,Acy. beryllinus,Acyrtops beryllinus,Emerald Clingfish,0,0,A. beryllinus
8786010000,164497,Lophiidae spp.,Lophiidae spp.,Goosefishes,0,0,Lophiidae spp.
8786010100,164498,Lophius spp.,Lophius spp.,goosefishes,0,0,Lophius spp.
8786010101,164499,Lop. americanus,Lophius americanus,Goosefish,0,0,L. americanus
8786010102,164500,Lop. gastrophysus,Lophius gastrophysus,Blackfin Goosefish,0,0,Lop. gastrophysus
8786010200,164503,Lophiodes spp.,Lophiodes spp.,goosefishes,0,0,Lophiodes spp.
8786010202,164505,Lop. reticulatus,Lophiodes reticulatus,Reticulate Goosefish,0,0,L. reticulatus
8787020000,164518,Antennariidae spp.,Antennariidae spp.,frogfishes,0,0,Antennariidae spp.
8787020100,164519,Histrio spp.,Histrio spp.,frogfishes,0,0,Histrio spp.
8787020101,164520,His. histrio,Histrio histrio,Sargassumfish,0,0,H. histrio
8787020200,164522,Antennarius spp.,Antennarius spp.,frogfishes,0,0,Antennarius spp.
8787020201,164523,Ant. multiocellatus,Antennarius multiocellatus,Longlure Frogfish,0,0,A. multiocellatus
8787020202,164524,Fow. ocellatus,Fowlerichthys ocellatus,Ocellated Frogfish,0,0,Ant. ocellatus
8787020203,164525,Fow. radiosus,Fowlerichthys radiosus,Singlespot Frogfish,0,0,A. radiosus
8787020208,164530,Ant. pauciradiatus,Antennarius pauciradiatus,Dwarf Frogfish,0,0,A. pauciradiatus
8787020234,164557,Ant. scaber,Antennarius scaber,Splitlure Frogfish,0,0,Ant. striatus
8787030000,164569,Chaunacidae spp.,Chaunacidae spp.,Sea Toads,0,0,Chaunacidae spp.
8787030100,164570,Chaunax spp.,Chaunax spp.,Gapers,0,0,Chaunax spp.
8787030102,164572,Cha. stigmaeus,Chaunax stigmaeus,Redeye Gaper,0,0,C. stigmaeus
8787040000,164573,Ogcocephalidae spp.,Ogcocephalidae spp.,batfishes,0,0,Ogcocephalidae spp.
8787040100,164574,Ogcocephalus spp.,Ogcocephalus spp.,Batfishes,0,0,Ogcocephalus spp.
8787040103,164576,Ogc. nasutus,Ogcocephalus nasutus,Shortnose Batfish,0,0,O. nasutus
8787040105,164578,Ogc. parvus,Ogcocephalus parvus,Roughback Batfish,0,0,O. parvus
8787040106,164580,Ogc. pantostictus,Ogcocephalus pantostictus,Spotted Batfish,0,0,Ogcocephalus pantostictus
8787040108,164583,Ogc. declivirostris,Ogcocephalus declivirostris,Slantbrow Batfish,0,0,O. declivirostris
8787040109,164584,Ogc. corniger,Ogcocephalus corniger,Longnose Batfish,0,0,O. corniger
8787040110,164585,Ogc. rostellum,Ogcocephalus rostellum,Palefin Batfish,0,0,O. rostellum
8787040113,164581,Ogc. cubifrons,Ogcocephalus cubifrons,Polka-dot Batfish,1,0,O. cubifrons
8787040200,164588,Dibranchus spp.,Dibranchus spp.,batfishes,0,0,Dibranchus spp.
8787040201,164589,Dib. atlanticus,Dibranchus atlanticus,Atlantic Batfish,0,0,Dib. atlanticus
8787040300,164593,Halieutichthys spp.,Halieutichthys spp.,batfishes,0,0,Halieutichthys spp.
8787040301,164594,Hal. aculeatus,Halieutichthys aculeatus,Pancake Batfish,0,0,H. aculeatus
8787040398,164598,Hal. intermedius,Halieutichthys intermedius,Gulf Batfish,1,1,H. intermedius
8787040399,164595,Hal. bispinosus,Halieutichthys bispinosus,Spiny Batfish,1,1,H. bispinosus
8787040400,164596,Zalieutes spp.,Zalieutes spp.,batfishes,0,0,Zalieutes spp.
8787040401,164597,Zal. mcgintyi,Zalieutes mcgintyi,Tricorn Batfish,0,0,Z. mcgintyi
8787040500,164599,Malthopsis spp.,Malthopsis spp.,batfishes,0,0,Malthopsis spp.
8788030000,164620,Himantolophidae spp.,Himantolophidae spp.,footballfishes,0,0,Himantolophidae spp.
8788030200,164623,Himantolophus spp.,Himantolophus spp.,footballfishes,0,0,Himantolophus spp.
8788030201,164624,Him. groenlandicus,Himantolophus groenlandicus,Atlantic Footballfish,0,0,H. groenlandicus
8788070000,164650,Centrophrynidae spp.,Centrophrynidae spp.,prickly seadevils,0,0,Centrophrynidae spp.
8791010000,164670,Moridae spp.,Moridae spp.,codlings,0,0,Moridae spp.
8791010200,164674,Laemonema spp.,Laemonema spp.,codlings,0,0,Laemonema spp.
8791010201,164675,Lae. barbatulum,Laemonema barbatulum,Shortbeard Codling,0,0,L. barbatulum
8791010300,164678,Physiculus spp.,Physiculus spp.,codlings,0,0,Physiculus spp.
8791010308,550838,Phy. fulvus,Physiculus fulvus,Metallic Codling,1,0,Physiculus fulvus
8791020000,164694,Bregmacerotidae spp.,Bregmacerotidae spp.,bregmacerotid codfishes,0,0,Bregmacerotidae spp.
8791020100,164695,Bregmaceros spp.,Bregmaceros spp.,codlets,0,0,Bregmaceros spp.
8791020101,164696,Bre. atlanticus,Bregmaceros atlanticus,codlets,0,0,B. atlanticus
8791020105,164700,Bre. houdei,Bregmaceros houdei,Stellate Codlet,0,0,B. houdei
8791031000,164729,Urophycis spp.,Urophycis spp.,phycid hakes,0,0,Urophycis spp.
8791031002,164731,Uro. regia,Urophycis regia,Spotted Hake,0,0,U. regia
8791031004,164733,Phy. chesteri,Phycis chesteri,Longfin Hake,0,0,U. chesteri
8791031005,164735,Uro. cirrata,Urophycis cirrata,Gulf Hake,0,0,U. cirrata
8791031006,164736,Uro. earllii,Urophycis earllii,Carolina Hake,0,0,U. earlli
8791031007,164737,Uro. floridana,Urophycis floridana,Southern Hake,0,0,U. floridana
8791031099,630003,Urophycis n. sp. (c.f. earlii),Urophycis n. sp. (c.f. earlii),Undescribed Hake,1,1,Urophycis n. sp. (c.f. ea
8791031500,164747,Enchelyopus spp.,Enchelyopus spp.,rocklings,0,0,Enchelyopus spp.
8791031501,164748,Enc. cimbrius,Enchelyopus cimbrius,Fourbeard Rockling,0,0,E. cimbrius
8791040000,164789,Merlucciidae spp.,Merlucciidae spp.,merlucciid hakes,0,0,Merlucciidae spp.
8791040100,164790,Merluccius spp.,Merluccius spp.,merlucciid hakes,0,0,Merluccius spp.
8791040101,164791,Mer. bilinearis,Merluccius bilinearis,Silver Hake,0,0,M. bilinearis
8791040200,164801,Steindachneria spp.,Steindachneria spp.,luminous hakes,0,0,Steindachneria spp.
8791040201,164802,Ste. argentea,Steindachneria argentea,Luminous Hake,0,0,S. argentea
8791050000,622718,Phycidae spp.,Phycidae spp.,Phycid hakes,1,0,Phycidae spp.
8792010000,164807,Ophidiidae spp.,Ophidiidae spp.,cusk-eels,0,0,Ophidiidae spp.
8792010400,164817,Brotula spp.,Brotula spp.,cusk-eels,0,0,Brotula spp.
8792010401,164818,Bro. barbata,Brotula barbata,Atlantic Bearded Brotula,0,0,B. barbata
8792010500,164823,Lepophidium spp.,Lepophidium spp.,cusk-eels,0,0,Lepophidium spp.
8792010502,164825,Lep. brevibarbe,Lepophidium brevibarbe,Blackedge Cusk-eel,0,0,L. brevibarbe
8792010505,164827,Lep. jeannae,Lepophidium jeannae,Mottled Cusk-eel,0,0,L. jeannae
8792010509,164831,Lep. profundorum,Lepophidium profundorum,Fawn Cusk-eel,0,0,L. profundorum
8792010510,164833,Lep. staurophor,Lepophidium staurophor,Barred Cusk-eel,0,0,L. staurophor
8792010516,999986,Lep. crossotum,Lepophidium crossotum,Whitespot Cusk-eel,1,1,Lep. crossotum
8792010517,999985,Lep. entomelan,Lepophidium entomelan,Blackthroat Cusk-eel,1,1,Lep. entomelan
8792010518,999984,Lep. gilmorei,Lepophidium gilmorei,Pepperfin Cusk-eel,1,1,Lep. gilmorei
8792010600,164839,Ophidion spp.,Ophidion spp.,cusk-eels,0,0,Ophidion spp.
8792010601,164840,Oph. antipholus,Ophidion antipholus,Longnose Cusk-Eel,0,0,O. beani
8792010602,164841,Oph. grayi,Ophidion grayi,Blotched Cusk-eel,0,0,O. grayi
8792010603,164842,Oph. holbrookii,Ophidion holbrookii,Bank Cusk-eel,0,0,O. holbrooki
8792010604,164843,Oph. selenops,Ophidion selenops,Mooneye Cusk-eel,0,0,O. selenops
8792010605,164844,Oph. josephi,Ophidion josephi,Crested Cusk-eel,0,0,O. welshi
8792010613,164852,Oph. marginatum,Ophidion marginatum,Striped Cusk-eel,0,0,O. marginatum
8792010619,621144,Oph. dromio,Ophidion dromio,Shorthead Cusk-eel,1,1,Ophidion dromio
8792010700,164858,Otophidium spp.,Otophidium spp.,cusk-eels,0,0,Otophidium spp.
8792010701,164859,Oto. omostigma,Otophidium omostigma,Polka-dot Cusk-eel,0,0,O. omostigmum
8792010703,164862,Oto. dormitator,Otophidium dormitator,Sleeper Cusk-eel,0,0,O. dormitator
8792011700,164937,Luciobrotula spp.,Luciobrotula spp.,cusk-eels,0,0,Luciobrotula spp.
8792011701,164938,Luc. corethromycter,Luciobrotula corethromycter,Broomnose Brotula,0,0,L. corethromycter
8792012000,164955,Neobythites spp.,Neobythites spp.,brotulas,0,0,Neobythites spp.
8792012001,164956,Neo. gilli,Neobythites gilli,Twospot Brotula,0,0,Neo. gilli
8792012600,164980,Parophidion spp.,Parophidion spp.,cusk-eels,0,0,Parophidion spp.
8792012601,164981,Par. schmidti,Parophidion schmidti,Dusky Cusk-eel,0,0,P. schmidti
8792012700,164984,Petrotyx spp.,Petrotyx spp.,cusk-eels,0,0,Petrotyx spp.
8792012701,164985,Pet. sanguineus,Petrotyx sanguineus,Redfin Brotula,0,0,P. sanguineus
8792012800,164987,Stygnobrotula spp.,Stygnobrotula spp.,viviparous brotulas,0,0,Stygnobrotula spp.
8792012801,164988,Sty. latebricola,Stygnobrotula latebricola,Black Brotula,0,0,S. latebricola
8792020000,165094,Carapidae spp.,Carapidae spp.,pearlfishes,0,0,Carapidae spp.
8792020100,165095,Carapus spp.,Carapus spp.,pearlfishes,0,0,Carapus spp.
8792020101,165096,Car. bermudensis,Carapus bermudensis,Pearlfish,0,0,C. bermudensis
8792020200,165114,Echiodon spp.,Echiodon spp.,pearlfishes,0,0,Echiodon spp.
8792020204,165118,Ech. dawsoni,Echiodon dawsoni,Chain Pearlfish,0,0,E. dawsoni
8792040000,165140,Bythitidae spp.,Bythitidae spp.,viviparous brotulas,0,0,Bythitidae spp.
8792042500,164972,Grammonus spp.,Grammonus spp.,viviparous brotulas,1,0,Oligopus spp.
8792042501,164973,Gra. claudei,Grammonus claudei,Reef-cave Brotula,1,0,O. claudei
8792060000,999983,Dinematichthyidae spp.,Dinematichthyidae spp.,dwarf brotulas,1,1,Dinematichthyidae spp.
8792060100,164963,Gunterichthys spp.,Gunterichthys spp.,dwarf brotulas,1,0,Gunterichthys spp.
8792060101,164964,Gun. longipenis,Gunterichthys longipenis,Gold Brotula,1,0,G. longipenis
8792060200,164965,Ogilbia spp.,Ogilbia spp.,dwarf brotulas,1,0,Ogilbia spp.
8792060201,164966,Ogi. cayorum,Ogilbia cayorum,Key Brotula,1,0,O. cayorum
8792060202,164968,Ogi. sabaji,Ogilbia sabaji,Curator Brotula,1,1,O. sabaji
8792060203,164969,Ogi. suarezae,Ogilbia suarezae,Shy Brotula,1,1,O. suarezae
8794010000,165332,Macrouridae spp.,Macrouridae spp.,grenadiers,0,0,Macrouridae spp.
8794010400,649734,Coelorinchus spp.,Coelorinchus spp.,grenadiers,0,0,Caelorinchus spp.
8794010401,165364,Coe. caribbaeus,Coelorinchus caribbaeus,Blackfin Grenadier,0,0,C. caribbaeus
8794010405,165373,Coe. caelorhincus,Coelorinchus caelorhincus,Saddled Grenadier,0,0,C. caelorhincus
8794010600,165388,Malacocephalus spp.,Malacocephalus spp.,grenadiers,0,0,Malacocephalus spp.
8794010601,165389,Mal. laevis,Malacocephalus laevis,Velvet Grenadier,0,0,M. laevis
