NODCCODE,TSN,spp_code,Scientificname,Commonname,Manufactured_nodccode,Manufactured_tsn,spp_code_old
8839030000,170809,Labridae spp. (parrotfishes),Labridae spp. (parrotfishes),Parrotfishes,1,1,Scaridae spp.
8839030100,170810,Scarus spp.,Scarus spp.,parrotfishes,0,0,Scarus spp.
8839030101,170811,Sca. coeruleus,Scarus coeruleus,Blue Parrotfish,0,0,S. coeruleus
8839030102,170812,Sca. coelestinus,Scarus coelestinus,Midnight Parrotfish,0,0,S. coelestinus
8839030103,614740,Sca. iseri,Scarus iseri,Striped Parrotfish,0,0,S. croicensis
8839030104,170814,Sca. guacamaia,Scarus guacamaia,Rainbow Parrotfish,0,0,S. guacamaia
8839030105,170815,Sca. taeniopterus,Scarus taeniopterus,Princess Parrotfish,0,0,S. taeniopterus
8839030106,170816,Sca. vetula,Scarus vetula,Queen Parrotfish,0,0,S. vetula
8839030200,170856,Cryptotomus spp.,Cryptotomus spp.,parrotfishes,0,0,Cryptotomus spp.
8839030201,170857,Cry. roseus,Cryptotomus roseus,Bluelip Parrotfish,0,0,C. roseus
8839030300,170859,Nicholsina spp.,Nicholsina spp.,parrotfishes,0,0,Nicholsina spp.
8839030301,170860,Nic. usta,Nicholsina usta,Emerald Parrotfish,0,0,N. usta
8839030400,170861,Sparisoma spp.,Sparisoma spp.,parrotfishes,0,0,Sparisoma spp.
8839030401,170862,Spa. atomarium,Sparisoma atomarium,Green Blotch Parrotfish,0,0,S. atomarium
8839030402,170863,Spa. aurofrenatum,Sparisoma aurofrenatum,Redbanned Parrotfish,0,0,S. aurofrenatum
8839030403,170864,Spa. chrysopterum,Sparisoma chrysopterum,Redtail Parrotfish,0,0,S. chrysopterum
8839030404,170865,Spa. radians,Sparisoma radians,Bucktooth Parrotfish,0,0,S. radians
8839030405,170866,Spa. rubripinne,Sparisoma rubripinne,Redfin Parrotfish,0,0,S. rubripinne
8839030406,170867,Spa. viride,Sparisoma viride,Spotlight Parrotfish,0,0,S. viride
8839040000,680354,Labridae spp. (Unknown),Labridae spp. (Unknown),Unknown Wrasse or Parrotfish,1,1,Labridae spp. (Unknown)
8840020000,170920,Opistognathidae spp.,Opistognathidae spp.,Jawfishes,0,0,Opistognathidae spp.
8840020100,170921,Lonchopisthus spp.,Lonchopisthus spp.,jawfishes,0,0,Lonchopisthus spp.
8840020103,170924,Lon. micrognathus,Lonchopisthus micrognathus,Swordtail Jawfish,0,0,L. micrognathus
8840020200,170925,Opistognathus spp.,Opistognathus spp.,jawfishes,0,0,Opistognathus spp.
8840020201,170926,Opi. lonchurus,Opistognathus lonchurus,Moustache Jawfish,0,0,O. lonchurus
8840020202,170927,Opi. maxillosus,Opistognathus maxillosus,Mottled Jawfish,0,0,O. maxillosus
8840020203,170928,Opi. aurifrons,Opistognathus aurifrons,Yellowhead Jawfish,0,0,O. aurifrons
8840020206,170931,Opi. macrognathus,Opistognathus macrognathus,Banded Jawfish,0,0,O. macrognathus
8840020207,170932,Opi. whitehursti,Opistognathus whitehursti,Dusky Jawfish,0,0,O. whitehursti
8840020211,621148,Opi. nothus,Opistognathus nothus,Yellowmouth Jawfish,1,1,Opistognathus nothus
8840020297,170935,Opistognathidae spp. (dark),Opistognathidae spp. (dark),Jawfishes (dark),1,1,Opistognathidae spp. (1)
8840020298,170934,Opistognathidae spp. (light),Opistognathidae spp. (light),Jawfishes (light),1,1,Opistognathidae spp. (2)
8840020299,170933,Opi. robinsi,Opistognathus robinsi,Spotfin Jawfish,1,1,O. robinsi
8840070000,170995,Bembropidae spp.,Bembropidae spp.,flatheads,0,0,Percophidae spp.
8840070100,170996,Bembrops spp.,Bembrops spp.,flatheads,0,0,Bembrops spp.
8840070101,170997,Bem. anatirostris,Bembrops anatirostris,Duckbill Flathead,0,0,B. anatirostris
8840070102,170998,Bem. gobioides,Bembrops gobioides,Goby Flathead,0,0,B. gobioides
8840130000,171036,Dactyloscopidae spp.,Dactyloscopidae spp.,sand stargazers,0,0,Dactyloscopidae spp.
8840130100,171037,Gillellus spp.,Gillellus spp.,sand stargazers,0,0,Gillellus spp.
8840130101,171038,Gil. greyae,Gillellus greyae,Arrow Stargazer,0,0,G. greyae
8840130103,171039,Gil. uranidea,Gillellus uranidea,Warteye Stargazer,0,0,G. uranidea
8840130104,171040,Gil. healae,Gillellus healae,Masked Stargazer,0,0,G. healae
8840130200,171041,Dactyloscopus spp.,Dactyloscopus spp.,sand stargazers,0,0,Dactyloscopus spp.
8840130201,171042,Dac. tridigitatus,Dactyloscopus tridigitatus,Sand Stargazer,0,0,D. tridigitatus
8840130202,171043,Dac. crossotus,Dactyloscopus crossotus,Bigeye Stargazer,0,0,D. crossotus
8840130203,171044,Dac. poeyi,Dactyloscopus poeyi,Shortchin Stargazer,0,0,Dac. poeyi
8840130204,171045,Dac. moorei,Dactyloscopus moorei,Speckled Stargazer,0,0,D. moorei
8840130205,621154,Dac. foraminosus,Dactyloscopus foraminosus,Reticulate Stargazer,1,1,Dactyloscopus foraminosus
8840130500,171050,Platygillellus spp.,Platygillellus spp.,sand stargazers,0,0,Platygillellus spp.
8840130501,171051,Pla. rubrocinctus,Platygillellus rubrocinctus,Saddle Stargazer,0,0,G. rubrocinctus
8840140000,171053,Uranoscopidae spp.,Uranoscopidae spp.,Stargazers,0,0,Uranoscopidae spp.
8840140100,171054,Astroscopus spp.,Astroscopus spp.,stargazers,0,0,Astroscopus spp.
8840140101,171055,Ast. guttatus,Astroscopus guttatus,Northern Stargazer,0,0,Ast. guttatus
8840140102,171056,Ast. y-graecum,Astroscopus y-graecum,Southern Stargazer,0,0,A. y-graecum
8840140200,630371,Xenocephalus spp.,Xenocephalus spp.,stargazers,0,0,Gnathagnus spp.
8840140201,630400,Xen. egregius,Xenocephalus egregius,Freckled Stargazer,0,0,G. egregius
8840140300,171060,Kathetostoma spp.,Kathetostoma spp.,stargazers,0,0,Kathetostoma spp.
8840140301,171061,Kat. albigutta,Kathetostoma albigutta,Lancer Stargazer,0,0,K. albigutta
8842010000,171124,Blenniidae spp.,Blenniidae spp.,Combtooth Blennies,0,0,Blenniidae spp.
8842010200,171155,Hypsoblennius spp.,Hypsoblennius spp.,combtooth blennies,0,0,Hypsoblennius spp.
8842010201,171156,Hyp. hentz,Hypsoblennius hentz,Feather Blenny,0,0,H. hentzi
8842010202,171157,Hyp. ionthas,Hypsoblennius ionthas,Freckled Blenny,0,0,H. ionthas
8842010207,171162,Hyp. invemar,Hypsoblennius invemar,Tessellated Blenny,0,0,Hyp. invemar
8842010300,171163,Chasmodes spp.,Chasmodes spp.,combtooth blennies,0,0,Chasmodes spp.
8842010301,171164,Cha. bosquianus,Chasmodes bosquianus,Striped Blenny,0,0,C. bosquianus
8842010302,171165,Cha. saburrae,Chasmodes saburrae,Florida Blenny,0,0,C. saburrae
8842010303,621155,Cha. longimaxilla,Chasmodes longimaxilla,Stretchjaw Blenny,1,1,Chasmodes longimaxilla
8842010400,171166,Entomacrodus spp.,Entomacrodus spp.,combtooth blennies,0,0,Entomacrodus spp.
8842010401,171167,Ent. nigricans,Entomacrodus nigricans,Pearl Blenny,0,0,Ent. nigricans
8842010500,171197,Hypleurochilus spp.,Hypleurochilus spp.,combtooth blennies,0,0,Hypleurochilus spp.
8842010501,171198,Hyp. geminatus,Hypleurochilus geminatus,Crested Blenny,0,0,H. geminatus
8842010502,171199,Hyp. pseudoaequipinnis,Hypleurochilus pseudoaequipinnis,Oyster Blenny,0,0,H. aequipinnis
8842010503,171200,Hyp. bermudensis,Hypleurochilus bermudensis,Barred Blenny,0,0,Hy. bermudensis
8842010504,171201,Hyp. springeri,Hypleurochilus springeri,Orangespotted Blenny,0,0,H. springeri
8842010598,171204,Hyp. caudovittatus,Hypleurochilus caudovittatus,Zebratail Blenny,1,1,H. caudovittatus
8842010599,171205,Hyp. multifilis,Hypleurochilus multifilis,Plumed Blenny,1,1,H. multifilis
8842010600,171202,Ophioblennius spp.,Ophioblennius spp.,combtooth blennies,0,0,Ophioblennius spp.
8842010601,171203,Oph. macclurei,Ophioblennius macclurei,Redlip Blenny,0,0,O. atlanticus
8842011400,171254,Lupinoblennius spp.,Lupinoblennius spp.,combtooth blennies,0,0,Lupinoblennius spp.
8842011401,171255,Lup. vinctus,Lupinoblennius vinctus,Mangrove Blenny,0,0,L. dispar
8842011402,171256,Lup. nicholsi,Lupinoblennius nicholsi,Highfin Blenny,0,0,L. nicholsi
8842012500,171303,Parablennius spp.,Parablennius spp.,combtooth blennies,0,0,Parablennius spp.
8842012501,171304,Par. marmoreus,Parablennius marmoreus,Seaweed Blenny,0,0,P. marmoreus
8842012600,171306,Scartella spp.,Scartella spp.,combtooth blennies,0,0,Scartella spp.
8842012601,171307,Sca. cristata,Scartella cristata,Molly Miller,0,0,S. cristata
8842080000,171364,Tripterygiidae spp.,Tripterygiidae spp.,triplefins,0,0,Tripterygiidae spp.
8842080100,171365,Enneanectes spp.,Enneanectes spp.,triplefins,0,0,Enneanectes spp.
8842080101,171366,Enn. altivelis,Enneanectes altivelis,Lofty Triplefin,0,0,E. altivelis
8842080102,171367,Enn. boehlkei,Enneanectes boehlkei,Roughhead Triplefin,0,0,E. boehlkei
8842080103,171368,Enn. jordani,Enneanectes jordani,Redeye Triplefin,0,0,Enn. pectoralis
8842090000,171396,Labrisomidae spp.,Labrisomidae spp.,labrisomid blennies,0,0,Clinidae spp.
8842090300,171408,Labrisomus spp.,Labrisomus spp.,labrisomid blennies,0,0,Labrisomus spp.
8842090307,171415,Lab. nuchipinnis,Labrisomus nuchipinnis,Hairy Blenny,0,0,L. nuchipinnis
8842090311,999973,Lab. conditus,Labrisomus conditus,Masquerader Hairy Blenny,1,1,Lab. conditus
8842090312,638555,Lab. cricota,Labrisomus cricota,Mock Blenny,1,0,Lab. cricota
8842090400,171419,Malacoctenus spp.,Malacoctenus spp.,labrisomid blennies,0,0,Malacoctenus spp.
8842090401,171420,Mal. aurolineatus,Malacoctenus aurolineatus,Goldline Blenny,0,0,M. aurolineatus
8842090403,171422,Mal. macropus,Malacoctenus macropus,Rosy Blenny,0,0,M. macropus
8842090404,171423,Mal. triangulatus,Malacoctenus triangulatus,Saddled Blenny,0,0,M. triangulatus
8842090405,171424,Mal. boehlkei,Malacoctenus boehlkei,Diamond Blenny,0,0,Mal. boehlkei
8842090500,171427,Paraclinus spp.,Paraclinus spp.,labrisomid blennies,0,0,Paraclinus spp.
8842090501,171428,Par. grandicomis,Paraclinus grandicomis,Horned Blenny,0,0,P. grandicomis
8842090502,171429,Par. cingulatus,Paraclinus cingulatus,Coral Blenny,0,0,P. cingulatus
8842090503,171430,Par. fasciatus,Paraclinus fasciatus,Banded Blenny,0,0,P. fasciatus
8842090504,171431,Par. infrons,Paraclinus infrons,Bald Blenny,0,0,P. infrons
8842090506,171433,Par. marmoratus,Paraclinus marmoratus,Marbled Blenny,0,0,P. marmoratus
8842090507,171434,Par. nigripinnis,Paraclinus nigripinnis,Blackfin Blenny,0,0,P. nigripinnis
8842090600,171437,Starksia spp.,Starksia spp.,labrisomid blennies,0,0,Starksia spp.
8842090602,171439,Sta. ocellata,Starksia ocellata,Checkered Blenny,0,0,St. ocellata
8842090603,171440,Sta. starcki,Starksia starcki,Key Blenny,0,0,S. starcki
8842091500,171481,Nemaclinus spp.,Nemaclinus spp.,labrisomid blennies,0,0,Nemaclinus spp.
8842091501,171482,Nem. atelestos,Nemaclinus atelestos,Threadfin Blenny,0,0,N. atelestos
8842093200,999974,Brockius spp.,Brockius spp.,labrisomid blennies,1,1,Brockius spp.
8842093201,171414,Bro. nigricinctus,Brockius nigricinctus,Spotcheek Blenny,1,0,Lab. nigricinctus
8842093300,999965,Gobioclinus spp.,Gobioclinus spp.,labrisomid blennies,1,1,Gobioclinus spp.
8842093301,171409,Gob. bucciferus,Gobioclinus bucciferus,Puffcheek Blenny,1,0,Lab. bucciferus
8842093302,171411,Gob. gobio,Gobioclinus gobio,Palehead Blenny,1,0,Lab. gobio
8842093303,171412,Gob. guppyi,Gobioclinus guppyi,Mimic Blenny,1,0,Lab. guppyi
8842093304,171413,Gob. haitiensis,Gobioclinus haitiensis,Longfin Blenny,1,0,Lab. haitiensis
8842093305,171416,Gob. kalisherae,Gobioclinus kalisherae,Downy Blenny,1,0,Lab. kalisherae
8842100000,171550,Chaenopsidae spp.,Chaenopsidae spp.,Tube Blennies,0,0,Chaenopsidae spp.
8842100100,638261,Protemblemaria spp.,Protemblemaria spp.,tube blennies,1,0,Protemblemaria spp.
8842100101,638327,Pro. punctata ,Protemblemaria punctata,Chameleon Blenny,1,0,P. punctata 
8842100200,171449,Acanthemblemaria spp.,Acanthemblemaria spp.,tube blennies,1,0,Acanthemblemaria spp.
8842100201,171450,Aca. aspera,Acanthemblemaria aspera,Roughhead Blenny,1,0,A. aspera
8842100202,171452,Aca. chaplini,Acanthemblemaria chaplini,Papillose Blenny,1,0,A. chaplini
8842100300,171466,Chaenopsis spp.,Chaenopsis spp.,tube blennies,1,0,Chaenopsis spp.
8842100301,171468,Cha. ocellata,Chaenopsis ocellata,Bluethroat Pikeblenny,1,0,Cha. ocellata
8842100302,171469,Cha. limbaughi,Chaenopsis limbaughi,Yellowface Pikeblenny,1,0,C. limbaughi
8842100303,171470,Cha. roseola,Chaenopsis roseola,Flecked Pikeblenny,1,0,C. roseola
8842100400,171403,Emblemaria spp.,Emblemaria spp.,tube blennies,1,0,Emblemaria spp.
8842100401,171404,Emb. atlantica,Emblemaria atlantica,Banner Blenny,1,0,E. atlantica
8842100402,171405,Emb. pandionis,Emblemaria pandionis,Sailfin Blenny,1,0,E. pandionis
8842100403,171406,Emb. piratula,Emblemaria piratula,Pirate Blenny,1,0,E. piratula
8842100500,171545,Emblemariopsis spp.,Emblemariopsis spp.,tube blennies,1,0,Emblemariopsis spp.
8842100501,171549,Emb. diaphana,Emblemariopsis diaphana,Glass Blenny,1,0,E. diaphana
8842100600,171473,Hemiemblemaria spp.,Hemiemblemaria spp.,tube blennies,1,0,Hemiemblemaria spp.
8842100601,171474,Hem. simula,Hemiemblemaria simula,Wrasse Blenny,1,0,H. simulus
8842100700,171445,Stathmonotus spp.,Stathmonotus spp.,tube blennies,1,0,Stathmonotus spp.
8842100701,171446,Sta. hemphillii,Stathmonotus hemphillii,Blackbelly Blenny,1,0,S. hemphilli
8842100799,638358,Sta. tekla,Stathmonotus tekla,Eelgrass Blenny,1,1,S. stahli tekla
8846010000,171691,Callionymidae spp.,Callionymidae spp.,Dragonets,0,0,Callionymidae spp.
8846010100,171692,Callionymus spp.,Callionymus spp.,dragonets,0,0,Paradiplogrammus spp.
8846010102,171744,Cal. bairdi,Callionymus bairdi,Lancer Dragonet,0,0,Par. bairdi
8846010700,171735,Chalinops spp.,Chalinops spp.,dragonets,0,0,Diplogrammus spp.
8846010702,171737,Cha. pauciradiatus,Chalinops pauciradiatus,Spotted Dragonet,0,0,Dip. pauciradiatus
8846010800,171739,Synchiropus spp.,Synchiropus spp.,dragonets,0,0,Foetorepus spp.
8846010801,171740,Syn. agassizii,Synchiropus agassizii,Spotfin Dragonet,0,0,Foe. agassizii
8846010802,621156,Syn. goodenbeani,Synchiropus goodenbeani,Palefin Dragonet,1,1,Foe. goodenbeani
8847010000,171746,Gobiidae spp.,Gobiidae spp.,Gobies,0,0,Gobiidae spp.
8847010200,171749,Coryphopterus spp.,Coryphopterus spp.,gobies,0,0,Coryphopterus spp.
8847010202,171751,Cor. alloides,Coryphopterus alloides,Barfin Goby,0,0,C. alloides
8847010203,171752,Cor. dicrus,Coryphopterus dicrus,Colon Goby,0,0,C. dicrus
8847010204,171753,Cor. eidolon,Coryphopterus eidolon,Pallid Goby,0,0,C. eidolon
8847010205,171754,Cor. glaucofraenum,Coryphopterus glaucofraenum,Bridled Goby,0,0,C. glaucofraenum
8847010206,171755,Cor. hyalinus,Coryphopterus hyalinus,Glass Goby,0,0,C. hyalinus
8847010207,171756,Cor. lipernes,Coryphopterus lipernes,Peppermint Goby,0,0,C. lipernes
8847010208,171757,Cor. personatus,Coryphopterus personatus,Masked Goby,0,0,C. personatus
8847010209,171758,Cor. punctipectophorus,Coryphopterus punctipectophorus,Spotted Goby,0,0,C. punctipectophoru
8847010210,171759,Cor. thrix,Coryphopterus thrix,Bartail Goby,0,0,C. thrix
8847010211,171760,Cor. tortugae,Coryphopterus tortugae,Sand Goby,0,0,C. tortugae
8847010299,171761,Cor. kuna,Coryphopterus kuna,Kuna Goby,1,1,C. kuna
8847010400,171763,Evorthodus spp.,Evorthodus spp.,gobies,0,0,Evorthodus spp.
8847010401,171764,Evo. lyricus,Evorthodus lyricus,Lyre Goby,0,0,E. lyricus
8847010500,171767,Gobionellus spp.,Gobionellus spp.,gobies,0,0,Gobionellus spp.
8847010501,171768,Cte. boleosoma,Ctenogobius boleosoma,Darter Goby,0,0,G. boleosoma
8847010503,171769,Gob. oceanicus,Gobionellus oceanicus,Highfin Goby,0,0,G. oceanicus
8847010504,171772,Cte. shufeldti,Ctenogobius shufeldti,Freshwater Goby,0,0,G. shufeldti
8847010505,171773,Oxy. stigmalophius,Oxyurichthys stigmalophius,Spotfin Goby,0,0,G. stigmalophius
8847010506,171774,Cte. stigmaticus,Ctenogobius stigmaticus,Marked Goby,0,0,G. stigmaticus
8847010507,171775,Cte. stigmaturus,Ctenogobius stigmaturus,Spottail Goby,0,0,G. stigmaturus
8847010510,171777,Cte. saepepallens,Ctenogobius saepepallens,Dash Goby,0,0,G. saepepallens
8847010511,171778,Cte. smaragdus,Ctenogobius smaragdus,Emerald Goby,0,0,G. smaragdus
8847010513,171780,Cte. pseudofasciatus,Ctenogobius pseudofasciatus,Slashcheek Goby,0,0,G. pseudofasciatus
8847010600,171788,Gobiosoma spp.,Gobiosoma spp.,Gobiosoma Gobies,0,0,Gobiosoma spp.
8847010601,171789,Gob. bosc,Gobiosoma bosc,Naked Goby,0,0,G. bosc
8847010602,171790,Gob. ginsburgi,Gobiosoma ginsburgi,Seaboard Goby,0,0,G. ginsburgi
8847010603,171791,Gob. robustum,Gobiosoma robustum,Code Goby,0,0,G. robustum
8847010604,171792,Gob. grosvenori,Gobiosoma grosvenori,Rockcut Goby,0,0,G. grosvenori
8847010606,171794,Gob. longipala,Gobiosoma longipala,Twoscale Goby,0,0,G. longipala
8847010608,171796,Ela. oceanops,Elacatinus oceanops,Neon Goby,0,0,G. oceanops
8847010609,171797,Ela. xanthiprora,Elacatinus xanthiprora,Yellowprow Goby,0,0,G. xanthiprora
8847010700,171807,Microgobius spp.,Microgobius spp.,gobies,0,0,Microgobius spp.
8847010701,171808,Mic. gulosus,Microgobius gulosus,Clown Goby,0,0,M. gulosus
8847010702,171809,Mic. thalassinus,Microgobius thalassinus,Green Goby,0,0,M. thalassinus
8847010703,171810,Mic. carri,Microgobius carri,Seminole Goby,0,0,M. carri
8847010704,171811,Mic. microlepis,Microgobius microlepis,Banner Goby,0,0,Mi. microlepis
8847010800,171814,Barbulifer spp.,Barbulifer spp.,gobies,0,0,Barbulifer spp.
8847010801,171815,Bar. ceuthoecus,Barbulifer ceuthoecus,Bearded Goby,0,0,B. ceuthoecus
8847010900,171817,Bathygobius spp.,Bathygobius spp.,gobies,0,0,Bathygobius spp.
8847010901,171818,Bat. curacao,Bathygobius curacao,Notchtongue Goby,0,0,B. curacao
8847010902,171819,Bat. mystacium,Bathygobius mystacium,Island Frillfin,0,0,B. mystacium
8847010903,171820,Bat. soporator,Bathygobius soporator,Frillfin Goby,0,0,B. soporator
8847010997,171823,Bat. lacertus,Bathygobius lacertus,Checkerboard Frillfin,1,1,B. lacertus
8847010998,171822,Bat. geminatus,Bathygobius geminatus,Twinspotted Frillfin,1,1,B. geminatus
8847010999,171821,Bat. antilliensis,Bathygobius antilliensis,Antillies Frillfin,1,1,B. antilliensis
8847011000,171824,Evermannichthys spp.,Evermannichthys spp.,gobies,0,0,Evermannichthys spp.
8847011002,171826,Eve. spongicola,Evermannichthys spongicola,Sponge Goby,0,0,E. spongicola
8847011100,171827,Gnatholepis spp.,Gnatholepis spp.,gobies,0,0,Gnatholepis spp.
8847011101,171828,Gna. thompsoni,Gnatholepis thompsoni,Goldspot Goby,0,0,G. thompsoni
8847011200,171831,Gobioides spp.,Gobioides spp.,gobies,0,0,Gobioides spp.
8847011201,171832,Gob. broussonnetii,Gobioides broussonnetii,Violet Goby,0,0,Gob. broussonetii
8847011400,171865,Ptereleotris spp.,Ptereleotris spp.,Dartfishes,0,0,Ioglossus spp.
8847011401,171866,Pte. calliura,Ptereleotris calliura,Blue Dartfish,0,0,I. calliurus
8847011500,171868,Risor spp.,Risor spp.,gobies,0,0,Risor spp.
8847011501,171869,Ris. ruber,Risor ruber,Tusked Goby,0,0,R. ruber
8847011600,171870,Bollmannia spp.,Bollmannia spp.,gobies,0,0,Bollmannia spp.
8847011601,171871,Bol. communis,Bollmannia communis,Ragged Goby,0,0,B. communis
8847011602,171872,Bol. boqueronensis,Bollmannia boqueronensis,White-eye Goby,0,0,B. boqueronensis
8847011603,171873,Bol. eigenmannorum,Bollmannia eigenmannorum,Shelf Goby,0,0,Bol. eigenmanni
8847011700,171874,Pinnichthys spp.,Pinnichthys spp.,gobies,1,0,Chriolepis spp.
8847011701,999982,Pin. prolata,Pinnichthys prolata,Platform Goby,1,1,Pin. prolata
8847011800,171877,Erotelis spp.,Erotelis spp.,sleepers,0,0,Erotelis spp.
8847011801,171878,Ero. smaragdus,Erotelis smaragdus,Emerald Sleeper,0,0,E. smaragdus
8847012100,171883,Awaous spp.,Awaous spp.,gobies,0,0,Awaous spp.
8847012104,553409,Awa. banana,Awaous banana,River Goby,1,0,Awaous banana
8847012200,171889,Gobulus spp.,Gobulus spp.,gobies,0,0,Gobulus spp.
8847012201,171890,Gob. myersi,Gobulus myersi,Paleback Goby,0,0,G. myersi
8847012500,171895,Lophogobius spp.,Lophogobius spp.,gobies,0,0,Lophogobius spp.
8847012501,171896,Lop. cyprinoides,Lophogobius cyprinoides,Crested Goby,0,0,L. cyprinoides
8847012600,171898,Lythrypnus spp.,Lythrypnus spp.,gobies,0,0,Lythrypnus spp.
8847012602,171900,Lyt. nesiotes,Lythrypnus nesiotes,Island Goby,0,0,L. nesiotes
8847012603,171901,Lyt. phorellus,Lythrypnus phorellus,Convict Goby,0,0,L. phorellus
8847012604,171902,Lyt. spilus,Lythrypnus spilus,Bluegold Goby,0,0,L. spilus
8847012606,171904,Lyt. elasson,Lythrypnus elasson,Dwarf Goby,0,0,L. elasson
8847012700,171907,Nes spp.,Nes spp.,gobies,0,0,Nes spp.
8847012701,171908,Nes. longus,Nes longus,Orange Spotted Goby,0,0,N. longus
8847012900,636577,Elacatinus spp.,Elacatinus spp.,Neon Gobies,1,0,Elacatinus spp.
8847013300,171917,Dormitator spp.,Dormitator spp.,sleepers,0,0,Dormitator spp.
8847013302,171919,Dor. maculatus,Dormitator maculatus,Fat Sleeper,0,0,D. maculatus
8847013303,553315,Gua. guavina,Guavina guavina,Guavina,1,0,Guavina guavina
8847013400,171920,Gobiomorus spp.,Gobiomorus spp.,sleepers,0,0,Gobiomorus spp.
8847013401,171921,Gob. dormitor,Gobiomorus dormitor,Bigmouth Sleeper,0,0,G. dormitor
8847013600,171926,Ctenogobius spp.,Ctenogobius spp.,gobies,0,0,Ctenogobius spp.
8847013603,621160,Cte. fasciatus,Ctenogobius fasciatus,Blotchcheek Goby,1,1,Ctenogobius fasciatus
8847013700,171929,Eleotris spp.,Eleotris spp.,sleepers,0,0,Eleotris spp.
8847013708,621157,Ele. amblyopsis,Eleotris amblyopsis,Largescaled Spinycheek Sleeper,1,1,Eleotris amblyopsis
8847013709,621158,Ele. perniger,Eleotris perniger,Smallscaled Spinycheek Sleeper,1,1,Eleotris perniger
8847014304,621161,Pte. helenae,Ptereleotris helenae,Hovering Dartfish,1,1,Ptereleotris helenae
8847014800,171968,Palatogobius spp.,Palatogobius spp.,gobies,0,0,Palatogobius spp.
8847014801,171969,Pal. paradoxus,Palatogobius paradoxus,Mauve Goby,0,0,P. paradoxus
8847015000,999980,Tigrigobius spp.,Tigrigobius spp.,gobies,1,1,Tigrigobius spp.
8847015001,171795,Tig. macrodon,Tigrigobius macrodon,Tiger Goby,1,0,Ela. macrodon
8847015002,638134,Tig. gemmatus,Tigrigobius gemmatus,Frecklefin Goby,1,0,Tig. gemmatus
8847040100,172155,Varicus spp.,Varicus spp.,gobies,0,0,Varicus spp.
8847040102,172157,Var. marilynae,Varicus marilynae,Orangebelly Goby,0,0,V. marilynae
8847040103,621159,Var. vespa,Varicus vespa,Wasp Goby,1,1,Chr. vespa
8847060000,172161,Microdesmidae spp.,Microdesmidae spp.,Wormfishes,0,0,Microdesmidae spp.
8847060100,172163,Microdesmus spp.,Microdesmus spp.,wormfishes,0,0,Microdesmus spp.
8847060102,172164,Mic. lanceolatus,Microdesmus lanceolatus,Lancetail Wormfish,0,0,M. lanceolatus
8847060103,172165,Mic. longipinnis,Microdesmus longipinnis,Pink Wormfish,0,0,M. longipinnis
8847060300,172168,Cerdale spp.,Cerdale spp.,wormfishes,0,0,Cerdale spp.
8847060301,172169,Cer. floridana,Cerdale floridana,Pugjaw Wormfish,0,0,C. floridana
8847070000,172171,Eleotridae spp.,Eleotridae spp.,Sleepers,0,0,Eleotrididae spp.
8847081600,172208,Psilotris spp.,Psilotris spp.,gobies,0,0,Psilotris spp.
8847081604,999981,Psi. laetarii,Psilotris laetarii,Burrow Splitfin Goby,1,1,Psi. laetarii
8847082700,172233,Priolepis spp.,Priolepis spp.,gobies,0,0,Priolepis spp.
8847082701,172234,Pri. hipoliti,Priolepis hipoliti,Rusty Goby,0,0,P. hipoliti
8849010000,172250,Acanthuridae spp.,Acanthuridae spp.,Surgeonfishes,0,0,Acanthuridae spp.
8849010100,172251,Acanthurus spp.,Acanthurus spp.,surgeonfishes,0,0,Acanthurus spp.
8849010102,172253,Aca. chirurgus,Acanthurus chirurgus,Doctorfish,0,0,A. chirurgus
8849010103,172254,Aca. coeruleus,Acanthurus coeruleus,Blue Tang,0,0,A. coeruleus
8849010199,172259,Aca. tractus,Acanthurus tractus,Ocean Surgeon,1,1,Aca. bahianus
8850010000,172354,Gempylidae spp.,Gempylidae spp.,Snake Mackerels,0,0,Gempylidae spp.
8850010200,172359,Gempylus spp.,Gempylus spp.,snake mackerels,0,0,Gempylus spp.
8850010201,172360,Gem. serpens,Gempylus serpens,Snake Mackerel,0,0,G. serpens
8850010300,172361,Lepidocybium spp.,Lepidocybium spp.,snake mackerels,0,0,Lepidocybium spp.
8850010301,172362,Lep. flavobrunneum,Lepidocybium flavobrunneum,Escolar,0,0,L. flavobrunneum
8850010400,172363,Ruvettus spp.,Ruvettus spp.,snake mackerels,0,0,Ruvettus spp.
8850010401,172364,Ruv. pretiosus,Ruvettus pretiosus,Oilfish,0,0,R. pretiosus
8850010700,172369,Nesiarchus spp.,Nesiarchus spp.,snake mackerels,0,0,Nesiarchus spp.
8850010701,172370,Nes. nasutus,Nesiarchus nasutus,Black Gemfish,0,0,N. nasutus
8850010900,172373,Promethichthys spp.,Promethichthys spp.,snake mackerels,0,0,Promethichthys spp.
8850010901,172374,Pro. prometheus,Promethichthys prometheus,Roudi Escolar,0,0,Pro. prometheus
8850011000,172375,Diplospinus spp.,Diplospinus spp.,snake mackerels,0,0,Diplospinus spp.
8850011001,172376,Dip. multistriatus,Diplospinus multistriatus,Striped Escolar,0,0,D. multistriatus
8850020000,172378,Trichiuridae spp.,Trichiuridae spp.,cutlassfishes,0,0,Trichiuridae spp.
8850020200,172384,Trichiurus spp.,Trichiurus spp.,cutlassfishes,0,0,Trichiurus spp.
8850020201,172385,Tri. lepturus,Trichiurus lepturus,Atlantic Cutlassfish,0,0,T. lepturus
