Reference,Beg_end,Period,WindDirection,WindSpeed,CloudCover,Precipitation,Tide,Current,Flag
TBM1989032001,B,3,W,17,30,N,MF,,
TBM1989032001,E,3,W,10,60,N,LF,,
TBM1989032002,B,3,W,17,30,N,MF,,
TBM1989032002,E,3,W,10,60,N,LF,,
TBM1989032003,B,3,W,17,30,N,MF,,
TBM1989032003,E,3,W,10,60,N,LF,,
TBM1989032004,B,3,W,17,30,N,MF,,
TBM1989032004,E,3,W,10,60,N,LF,,
TBM1989032005,B,3,W,17,30,N,MF,,
TBM1989032005,E,3,W,10,60,N,LF,,
TBM1989032006,B,3,W,17,30,N,MF,,
TBM1989032006,E,3,W,10,60,N,LF,,
TBM1989032007,B,3,W,17,30,N,MF,,
TBM1989032007,E,3,W,10,60,N,LF,,
TBM1989032008,B,3,W,17,30,N,MF,,
TBM1989032008,E,3,SW,15,60,N,LF,,
TBM1989032009,B,3,W,17,30,N,MF,,
TBM1989032009,E,3,SW,15,60,N,LF,,
TBM1989032010,B,3,W,17,30,N,MF,,
TBM1989032010,E,3,SW,15,60,N,LF,,
TBM1989032011,B,3,W,17,30,N,MF,,
TBM1989032011,E,3,SW,15,60,N,LF,,
TBM1989032012,B,3,W,17,30,N,MF,,
TBM1989032012,E,3,SW,15,60,N,LF,,
TBM1989032013,B,4,SW,5,30,N,LS,,
TBM1989032013,E,4,W,5,60,N,MR,,
TBM1989032014,B,4,SW,5,30,N,LS,,
TBM1989032014,E,4,W,5,60,N,MR,,
TBM1989032015,B,4,SW,5,30,N,LS,,
TBM1989032015,E,4,W,5,60,N,MR,,
TBM1989032016,B,4,SW,5,30,N,LS,,
TBM1989032016,E,4,W,5,60,N,MR,,
TBM1989032017,B,4,SW,5,30,N,LR,,
TBM1989032017,E,4,W,5,60,N,MR,,
TBM1989032018,B,4,SW,5,30,N,LR,,
TBM1989032018,E,4,W,5,60,N,MR,,
TBM1989032019,B,4,SW,5,30,N,LR,,
TBM1989032019,E,4,W,5,60,N,MR,,
TBM1989032020,B,4,SW,5,30,N,LR,,
TBM1989032020,E,4,W,5,60,N,MR,,
TBM1989032021,B,4,SW,5,30,N,LR,,
TBM1989032021,E,4,SW,5,60,N,MR,,
TBM1989032022,B,4,SW,5,30,N,LR,,
TBM1989032022,E,4,SW,5,60,N,MR,,
TBM1989032023,B,4,SW,5,30,N,LR,,
TBM1989032023,E,4,SW,5,60,N,MR,,
TBM1989032024,B,4,SW,5,30,N,LR,,
TBM1989032024,E,4,SW,5,60,N,MR,,
TBM1989032101,B,3,SW,15,30,N,MF,,
TBM1989032101,E,3,.,,60,N,.,,
TBM1989032102,B,3,SW,15,30,N,MF,,
TBM1989032102,E,3,.,,60,N,.,,
TBM1989032103,B,3,SW,15,30,N,MF,,
TBM1989032103,E,3,.,,60,N,.,,
TBM1989032104,B,4,SW,15,30,N,LF,,
TBM1989032104,E,4,.,,60,N,.,,
TBM1989032105,B,4,SW,15,30,N,LF,,
TBM1989032105,E,4,.,,60,N,.,,
TBM1989032106,B,4,SW,15,30,N,LF,,
TBM1989032106,E,4,.,,60,N,.,,
TBM1989032107,B,4,S,10,30,N,LR,,
TBM1989032107,E,4,.,,60,N,.,,
TBM1989032108,B,4,S,10,30,N,LR,,
TBM1989032108,E,4,.,,60,N,.,,
TBM1989032109,B,4,S,10,30,N,LR,,
TBM1989032109,E,4,.,,60,N,.,,
TBM1989032110,B,4,SW,15,30,N,LR,,
TBM1989032110,E,4,.,,60,N,.,,
TBM1989032111,B,4,SW,15,30,N,LR,,
TBM1989032111,E,4,.,,60,N,.,,
TBM1989032112,B,4,SW,15,30,N,LR,,
TBM1989032112,E,4,.,,60,N,.,,
TBM1989032201,B,4,SW,10,30,N,MR,,
TBM1989032201,E,4,.,,60,N,.,,
TBM1989032202,B,4,SW,10,30,N,MR,,
TBM1989032202,E,4,.,,60,N,.,,
TBM1989032203,B,4,SW,10,30,N,MR,,
TBM1989032203,E,4,.,,60,N,.,,
TBM1989032204,B,3,W,15,30,N,MR,,
TBM1989032204,E,3,.,,60,N,.,,
TBM1989032205,B,3,W,10,30,N,MR,,
TBM1989032205,E,3,.,,60,N,.,,
TBM1989032206,B,3,W,10,30,N,MR,,
TBM1989032206,E,3,.,,60,N,.,,
TBM1989032207,B,3,W,10,30,N,HR,,
TBM1989032207,E,3,.,,60,N,.,,
TBM1989032208,B,3,W,10,30,N,HR,,
TBM1989032208,E,3,.,,60,N,.,,
TBM1989032209,B,3,W,10,30,N,HR,,
TBM1989032209,E,3,.,,60,N,.,,
TBM1989032210,B,4,W,10,30,N,HR,,
TBM1989032210,E,4,.,,60,N,.,,
TBM1989032211,B,4,W,10,30,N,HR,,
TBM1989032211,E,4,.,,60,N,.,,
TBM1989032212,B,4,W,10,30,N,HS,,
TBM1989032212,E,4,.,,60,N,.,,
TBM1989032213,B,4,W,10,30,N,HF,,
TBM1989032213,E,4,.,,60,N,.,,
TBM1989032214,B,4,W,10,30,N,HF,,
TBM1989032214,E,4,.,,60,N,.,,
TBM1989032215,B,4,W,10,30,N,HF,,
TBM1989032215,E,4,.,,60,N,.,,
TBM1989032216,B,4,W,12,30,N,HF,,
TBM1989032216,E,4,.,,60,N,.,,
TBM1989032217,B,4,W,15,30,N,HF,,
TBM1989032217,E,4,.,,60,N,.,,
TBM1989032301,B,4,W,12,30,N,HF,,
TBM1989032301,E,4,.,,60,N,.,,
TBM1989032701,B,1,0,0,30,N,HF,,
TBM1989032701,E,1,E,5,60,N,HF,,
TBM1989032702,B,1,0,0,30,N,HF,,
TBM1989032702,E,1,E,5,60,N,HF,,
TBM1989032703,B,1,0,0,30,N,HF,,
TBM1989032703,E,1,E,5,60,N,HF,,
TBM1989032704,B,1,0,0,30,N,HF,,
TBM1989032704,E,1,E,5,60,N,HF,,
TBM1989032705,B,2,E,5,30,N,HF,,
TBM1989032705,E,2,.,,60,N,.,,
TBM1989032706,B,2,NE,5,30,N,HF,,
TBM1989032706,E,2,.,,60,N,.,,
TBM1989032707,B,2,NE,5,30,N,LS,,
TBM1989032707,E,2,.,,60,N,.,,
TBM1989032708,B,2,.,,30,N,LR,,
TBM1989032708,E,2,.,,60,N,.,,
TBM1989032709,B,2,.,,30,N,LR,,
TBM1989032709,E,2,.,,60,N,.,,
TBM1989032710,B,2,.,,30,N,LR,,
TBM1989032710,E,2,.,,60,N,.,,
TBM1989032711,B,2,E,5,30,N,MR,,
TBM1989032711,E,2,.,,60,N,.,,
TBM1989032712,B,2,E,5,30,N,MR,,
TBM1989032712,E,2,.,,60,N,.,,
TBM1989032713,B,2,E,5,30,N,MR,,
TBM1989032713,E,2,.,,60,N,.,,
TBM1989032714,B,2,0,0,30,N,MR,,
TBM1989032714,E,2,.,,60,N,.,,
TBM1989032715,B,2,0,0,30,N,MR,,
TBM1989032715,E,2,.,,60,N,.,,
TBM1989032716,B,2,E,5,30,N,MR,,
TBM1989032716,E,2,.,,60,N,.,,
TBM1989032801,B,1,E,5,30,N,LR,,
TBM1989032801,E,1,E,5,60,N,LR,,
TBM1989032802,B,1,E,5,30,N,LR,,
TBM1989032802,E,1,E,5,60,N,LR,,
TBM1989032803,B,1,E,5,30,N,LR,,
TBM1989032803,E,1,E,5,60,N,LR,,
TBM1989032804,B,1,E,5,30,N,LR,,
TBM1989032804,E,1,E,5,60,N,LR,,
TBM1989032805,B,1,E,10,30,N,LR,,
TBM1989032805,E,1,.,,60,N,.,,
TBM1989032806,B,1,E,10,30,N,LR,,
TBM1989032806,E,1,.,,60,N,.,,
TBM1989032807,B,1,E,10,30,N,LR,,
TBM1989032807,E,1,.,,60,N,.,,
TBM1989032808,B,2,E,15,30,N,MR,,
TBM1989032808,E,2,.,,60,N,.,,
TBM1989032809,B,2,E,15,30,N,MR,,
TBM1989032809,E,2,.,,60,N,.,,
TBM1989032810,B,2,E,15,30,N,MR,,
TBM1989032810,E,2,.,,60,N,.,,
TBM1989032811,B,2,E,5,30,N,MR,,
TBM1989032811,E,2,.,,60,N,.,,
TBM1989032812,B,2,E,5,30,N,MR,,
TBM1989032812,E,2,.,,60,N,.,,
TBM1989032813,B,2,E,5,30,N,MR,,
TBM1989032813,E,2,.,,60,N,.,,
TBM1989032814,B,2,E,15,30,N,MR,,
TBM1989032814,E,2,.,,60,N,.,,
TBM1989032815,B,2,E,15,30,N,MR,,
TBM1989032815,E,2,.,,60,N,.,,
TBM1989032816,B,2,E,15,30,N,MR,,
TBM1989032816,E,2,.,,60,N,.,,
TBM1989032901,B,1,NE,5,30,N,LS,,
TBM1989032901,E,1,NE,5,60,N,LR,,
TBM1989032902,B,1,NE,5,30,N,LS,,
TBM1989032902,E,1,NE,5,60,N,LR,,
TBM1989032903,B,1,NE,5,30,N,LS,,
TBM1989032903,E,1,NE,5,60,N,LR,,
TBM1989032904,B,1,NE,5,30,N,LS,,
TBM1989032904,E,1,NE,5,60,N,LR,,
TBM1989032905,B,1,NE,5,30,N,LS,,
TBM1989032905,E,1,.,,60,N,.,,
TBM1989032906,B,1,NE,5,30,N,LS,,
TBM1989032906,E,1,.,,60,N,.,,
TBM1989032907,B,1,NE,5,30,N,LS,,
TBM1989032907,E,1,.,,60,N,.,,
TBM1989032908,B,2,N,5,30,N,LR,,
TBM1989032908,E,2,.,,60,N,.,,
TBM1989032909,B,2,N,5,30,N,LR,,
TBM1989032909,E,2,.,,60,N,.,,
TBM1989032910,B,2,N,5,30,N,LR,,
TBM1989032910,E,2,.,,60,N,.,,
TBM1989032911,B,2,SW,5,30,N,MR,,
TBM1989032911,E,2,.,,60,N,.,,
TBM1989032912,B,2,SW,5,30,N,MR,,
TBM1989032912,E,2,.,,60,N,.,,
TBM1989032913,B,2,SW,5,30,N,MR,,
TBM1989032913,E,2,.,,60,N,.,,
TBM1989032914,B,2,0,0,30,N,MR,,
TBM1989032914,E,2,.,,60,N,.,,
TBM1989032915,B,2,0,0,30,N,MR,,
TBM1989032915,E,2,.,,60,N,.,,
TBM1989032916,B,2,0,0,30,N,MR,,
TBM1989032916,E,2,.,,60,N,.,,
TBM1989040301,B,1,E,10,30,N,LS,,
TBM1989040301,E,1,E,5,60,N,LR,,
TBM1989040302,B,1,E,10,30,N,LS,,
TBM1989040302,E,1,E,5,60,N,LR,,
TBM1989040303,B,1,E,10,30,N,LS,,
TBM1989040303,E,1,E,5,60,N,LR,,
TBM1989040304,B,1,E,10,30,N,LS,,
TBM1989040304,E,1,E,5,60,N,LR,,
TBM1989040305,B,1,E,5,30,N,LR,,
TBM1989040305,E,1,.,,60,N,.,,
TBM1989040306,B,1,E,5,30,N,LR,,
TBM1989040306,E,1,.,,60,N,.,,
TBM1989040307,B,1,E,5,30,N,LR,,
TBM1989040307,E,1,.,,60,N,.,,
TBM1989040308,B,1,E,10,30,N,LS,,
TBM1989040308,E,1,.,,60,N,.,,
TBM1989040309,B,2,E,10,30,N,LS,,
TBM1989040309,E,2,.,,60,N,.,,
TBM1989040310,B,2,E,10,30,N,LS,,
TBM1989040310,E,2,.,,60,N,.,,
TBM1989040311,B,2,E,5,30,N,LR,,
TBM1989040311,E,2,.,,60,N,.,,
TBM1989040312,B,2,E,5,30,N,LR,,
TBM1989040312,E,2,.,,60,N,.,,
TBM1989040313,B,2,E,5,30,N,LR,,
TBM1989040313,E,2,.,,60,N,.,,
TBM1989040314,B,2,E,5,30,N,LR,,
TBM1989040314,E,2,.,,60,N,.,,
TBM1989040315,B,2,E,5,30,N,LR,,
TBM1989040315,E,2,.,,60,N,.,,
TBM1989040316,B,2,E,5,30,N,LR,,
TBM1989040316,E,2,.,,60,N,.,,
TBM1989040317,B,2,E,5,30,N,MR,,
TBM1989040317,E,2,.,,60,N,.,,
TBM1989040318,B,2,E,5,30,N,MR,,
TBM1989040318,E,2,.,,60,N,.,,
TBM1989040319,B,2,E,5,30,N,MR,,
TBM1989040319,E,2,.,,60,N,.,,
TBM1989040401,B,1,SE,5,30,N,LS,,
TBM1989040401,E,1,E,10,60,N,LR,,
TBM1989040402,B,1,SE,5,30,N,LS,,
TBM1989040402,E,1,E,10,60,N,LR,,
TBM1989040403,B,1,SE,5,30,N,LS,,
TBM1989040403,E,1,E,10,60,N,LR,,
TBM1989040404,B,1,SE,5,30,N,LS,,
TBM1989040404,E,1,E,10,60,N,LR,,
TBM1989040405,B,1,E,10,30,N,LS,,
TBM1989040405,E,1,.,,60,N,.,,
TBM1989040406,B,2,E,10,30,N,LS,,
TBM1989040406,E,2,.,,60,N,.,,
TBM1989040407,B,2,E,5,30,N,LR,,
TBM1989040407,E,2,.,,60,N,.,,
TBM1989040408,B,2,SW,5,30,N,MR,,
TBM1989040408,E,2,.,,60,N,.,,
TBM1989040409,B,2,SW,5,30,N,MR,,
TBM1989040409,E,2,.,,60,N,.,,
TBM1989040410,B,2,SW,5,30,N,MR,,
TBM1989040410,E,2,.,,60,N,.,,
TBM1989040411,B,2,SW,5,30,N,MR,,
TBM1989040411,E,2,.,,60,N,.,,
TBM1989040412,B,2,SW,5,30,N,MR,,
TBM1989040412,E,2,.,,60,N,.,,
TBM1989040413,B,2,SW,5,30,N,MR,,
TBM1989040413,E,2,.,,60,N,.,,
TBM1989040414,B,2,SW,15,30,N,HR,,
TBM1989040414,E,2,.,,60,N,.,,
TBM1989040415,B,2,SW,20,30,N,HR,,
TBM1989040415,E,2,.,,60,N,.,,
TBM1989040416,B,2,SW,20,30,N,HR,,
TBM1989040416,E,2,.,,60,N,.,,
TBM1989040501,B,2,W,5,30,N,HR,,
TBM1989040501,E,2,.,,60,N,.,,
TBM1989040502,B,2,W,5,30,N,HR,,
TBM1989040502,E,2,.,,60,N,.,,
TBM1989040503,B,2,W,5,30,N,HR,,
TBM1989040503,E,2,.,,60,N,.,,
TBM1989040601,B,1,N,20,30,N,LS,,
TBM1989040601,E,1,.,,60,N,.,,
TBM1989040602,B,1,N,20,30,N,LS,,
TBM1989040602,E,1,.,,60,N,.,,
TBM1989040603,B,1,N,20,30,N,LS,,
TBM1989040603,E,1,.,,60,N,.,,
TBM1989040604,B,2,W,20,30,N,LS,,
TBM1989040604,E,2,.,,60,N,.,,
TBM1989040605,B,2,W,20,30,N,LS,,
TBM1989040605,E,2,.,,60,N,.,,
TBM1989040606,B,2,W,20,30,N,LS,,
TBM1989040606,E,2,.,,60,N,.,,
TBM1989040607,B,2,W,20,30,N,LS,,
TBM1989040607,E,2,.,,60,N,.,,
TBM1989040608,B,2,W,20,30,N,LS,,
TBM1989040608,E,2,.,,60,N,.,,
TBM1989040609,B,2,W,20,30,N,LS,,
TBM1989040609,E,2,.,,60,N,.,,
TBM1989040610,B,2,N,20,30,N,LR,,
TBM1989040610,E,2,.,,60,N,.,,
TBM1989040611,B,2,N,20,30,N,LR,,
TBM1989040611,E,2,.,,60,N,.,,
TBM1989040612,B,2,N,20,30,N,LR,,
TBM1989040612,E,2,.,,60,N,.,,
TBM1989040613,B,2,N,25,30,N,MR,,
TBM1989040613,E,2,.,,60,N,.,,
TBM1989040614,B,2,N,25,30,N,MR,,
TBM1989040614,E,2,.,,60,N,.,,
TBM1989040615,B,2,N,25,30,N,MR,,
TBM1989040615,E,2,.,,60,N,.,,
TBM1989040616,B,2,N,25,30,N,MR,,
TBM1989040616,E,2,.,,60,N,.,,
TBM1989040617,B,2,N,25,30,N,MR,,
TBM1989040617,E,2,.,,60,N,.,,
TBM1989040618,B,2,N,25,30,N,MR,,
TBM1989040618,E,2,.,,60,N,.,,
TBM1989040619,B,2,N,25,30,N,MR,,
TBM1989040619,E,2,.,,60,N,.,,
TBM1989040620,B,2,N,25,30,N,MR,,
TBM1989040620,E,2,.,,60,N,.,,
TBM1989040621,B,2,N,25,30,N,MR,,
TBM1989040621,E,2,.,,60,N,.,,
TBM1989040622,B,2,W,20,30,N,MR,,
TBM1989040622,E,2,.,,60,N,.,,
TBM1989040623,B,2,W,20,30,N,MR,,
TBM1989040623,E,2,.,,60,N,.,,
TBM1989040624,B,2,W,20,30,N,MR,,
TBM1989040624,E,2,.,,60,N,.,,
TBM1989040625,B,2,W,20,30,N,MR,,
TBM1989040625,E,2,.,,60,N,.,,
TBM1989040626,B,2,W,20,30,N,MR,,
TBM1989040626,E,2,.,,60,N,.,,
TBM1989040627,B,2,W,20,30,N,MR,,
TBM1989040627,E,2,.,,60,N,.,,
TBM1989040701,B,2,N,20,30,N,LR,,
TBM1989040701,E,2,.,,60,N,.,,
TBM1989040702,B,2,N,20,30,N,LR,,
TBM1989040702,E,2,.,,60,N,.,,
TBM1989040703,B,2,N,20,30,N,LR,,
TBM1989040703,E,2,.,,60,N,.,,
TBM1989041001,B,2,SE,5,30,N,LR,,
TBM1989041001,E,2,.,,60,N,.,,
TBM1989041002,B,2,SE,5,30,N,LR,,
TBM1989041002,E,2,.,,60,N,.,,
TBM1989041003,B,2,SE,5,30,N,LR,,
TBM1989041003,E,2,.,,60,N,.,,
TBM1989041004,B,2,SE,5,30,N,LR,,
TBM1989041004,E,2,.,,60,N,.,,
TBM1989041005,B,2,SE,5,30,N,LR,,
TBM1989041005,E,2,.,,60,N,.,,
TBM1989041006,B,2,SE,5,30,N,LR,,
TBM1989041006,E,2,.,,60,N,.,,
TBM1989041007,B,2,SE,5,30,N,LR,,
TBM1989041007,E,2,.,,60,N,.,,
TBM1989041008,B,2,SE,5,30,N,LR,,
TBM1989041008,E,2,.,,60,N,.,,
TBM1989041009,B,2,SE,5,30,N,LR,,
TBM1989041009,E,2,.,,60,N,.,,
TBM1989041010,B,2,SE,5,30,N,LR,,
TBM1989041010,E,2,.,,60,N,.,,
TBM1989041011,B,2,SE,5,30,N,LR,,
TBM1989041011,E,2,.,,60,N,.,,
TBM1989041012,B,2,SE,5,30,N,LR,,
TBM1989041012,E,2,.,,60,N,.,,
TBM1989041013,B,2,SE,5,30,N,LR,,
TBM1989041013,E,2,.,,60,N,.,,
TBM1989041014,B,2,SE,5,30,N,LR,,
TBM1989041014,E,2,.,,60,N,.,,
TBM1989041015,B,2,SE,5,30,N,LR,,
TBM1989041015,E,2,.,,60,N,.,,
TBM1989041016,B,2,SE,5,30,N,HR,,
TBM1989041016,E,2,.,,60,N,.,,
TBM1989041017,B,2,SE,5,30,N,HR,,
TBM1989041017,E,2,.,,60,N,.,,
TBM1989041018,B,2,SE,5,30,N,HR,,
TBM1989041018,E,2,.,,60,N,.,,
TBM1989041019,B,2,SE,5,30,N,HR,,
TBM1989041019,E,2,.,,60,N,.,,
TBM1989041020,B,2,SE,5,30,N,HR,,
TBM1989041020,E,2,.,,60,N,.,,
TBM1989041021,B,2,SE,5,30,N,HR,,
TBM1989041021,E,2,.,,60,N,.,,
TBM1989041022,B,2,SE,5,30,N,HR,,
TBM1989041022,E,2,.,,60,N,.,,
TBM1989041023,B,2,SE,5,30,N,HR,,
TBM1989041023,E,2,.,,60,N,.,,
TBM1989041024,B,2,SE,5,30,N,HR,,
TBM1989041024,E,2,.,,60,N,.,,
TBM1989041025,B,2,SE,5,30,N,HR,,
TBM1989041025,E,2,.,,60,N,.,,
TBM1989041026,B,2,SE,5,30,N,HR,,
TBM1989041026,E,2,.,,60,N,.,,
TBM1989041027,B,2,SE,5,30,N,HR,,
TBM1989041027,E,2,.,,60,N,.,,
TBM1989041028,B,2,SE,5,30,N,HR,,
TBM1989041028,E,2,.,,60,N,.,,
TBM1989041029,B,2,SE,5,30,N,HR,,
TBM1989041029,E,2,.,,60,N,.,,
TBM1989041030,B,2,SE,5,30,N,HR,,
TBM1989041030,E,2,.,,60,N,.,,
TBM1989041101,B,1,E,15,30,N,LR,,
TBM1989041101,E,1,E,15,60,N,LR,,
TBM1989041102,B,1,E,15,30,N,LR,,
TBM1989041102,E,1,E,15,60,N,.,,
TBM1989041103,B,1,E,15,30,N,LR,,
TBM1989041103,E,1,E,15,60,N,LR,,
TBM1989041104,B,2,E,15,30,N,LR,,
TBM1989041104,E,2,.,,60,N,.,,
TBM1989041105,B,2,E,15,30,N,LR,,
TBM1989041105,E,2,.,,60,N,.,,
TBM1989041106,B,2,E,15,30,N,LR,,
TBM1989041106,E,2,.,,60,N,.,,
TBM1989041107,B,2,N,15,30,N,LR,,
TBM1989041107,E,2,.,,60,N,.,,
TBM1989041108,B,2,N,15,30,N,LR,,
TBM1989041108,E,2,.,,60,N,.,,
TBM1989041109,B,2,N,15,30,N,LR,,
TBM1989041109,E,2,.,,60,N,.,,
TBM1989041110,B,2,N,15,30,N,LR,,
TBM1989041110,E,2,.,,60,N,.,,
TBM1989041111,B,2,N,20,30,N,LR,,
TBM1989041111,E,2,.,,60,N,.,,
TBM1989041112,B,2,N,10,30,N,LR,,
TBM1989041112,E,2,.,,60,N,.,,
TBM1989041113,B,2,N,10,30,N,HR,,
TBM1989041113,E,2,.,,60,N,.,,
TBM1989041201,B,1,E,15,30,N,LR,,
TBM1989041201,E,1,E,15,60,N,LR,,
TBM1989041202,B,1,N,15,30,N,LR,,
TBM1989041202,E,1,N,15,60,N,LR,,
TBM1989041203,B,1,N,15,30,N,LR,,
TBM1989041203,E,1,N,15,60,N,LR,,
TBM1989041204,B,1,N,15,30,N,LR,,
TBM1989041204,E,1,N,15,60,N,LR,,
TBM1989041205,B,1,N,15,30,N,LR,,
TBM1989041205,E,1,N,15,60,N,LR,,
TBM1989041206,B,2,N,15,30,N,LR,,
TBM1989041206,E,2,.,,60,N,.,,
TBM1989041207,B,2,N,15,30,N,LR,,
TBM1989041207,E,2,.,,60,N,.,,
TBM1989041208,B,2,N,15,30,N,MR,,
TBM1989041208,E,2,.,,60,N,.,,
TBM1989041209,B,2,N,15,30,N,MR,,
TBM1989041209,E,2,.,,60,N,.,,
TBM1989041210,B,2,N,15,30,N,MR,,
TBM1989041210,E,2,.,,60,N,.,,
TBM1989041211,B,2,N,15,30,N,HR,,
TBM1989041211,E,2,.,,60,N,.,,
TBM1989041212,B,2,N,15,30,N,HR,,
TBM1989041212,E,2,.,,60,N,.,,
TBM1989041213,B,2,N,15,30,N,HR,,
TBM1989041213,E,2,.,,60,N,.,,
TBM1989041214,B,2,N,15,30,N,HR,,
TBM1989041214,E,2,.,,60,N,.,,
TBM1989041215,B,2,N,15,30,N,HR,,
TBM1989041215,E,2,.,,60,N,.,,
TBM1989041216,B,2,N,15,30,N,HR,,
TBM1989041216,E,2,.,,60,N,.,,
TBM1989041217,B,2,N,15,30,N,HR,,
TBM1989041217,E,2,.,,60,N,.,,
TBM1989041218,B,2,NE,15,30,N,HR,,
TBM1989041218,E,2,.,,60,N,.,,
TBM1989041301,B,2,N,15,30,N,LR,,
TBM1989041301,E,2,.,,60,N,.,,
TBM1989041701,B,3,SE,15,30,N,LR,,
TBM1989041701,E,3,.,,60,N,.,,
TBM1989041702,B,3,SE,15,30,N,LR,,
TBM1989041702,E,3,.,,60,N,.,,
TBM1989041703,B,4,SE,15,30,N,MR,,
TBM1989041703,E,4,.,,60,N,.,,
TBM1989041704,B,4,S,15,30,N,MR,,
TBM1989041704,E,4,.,,60,N,.,,
TBM1989041705,B,4,S,15,30,N,MR,,
TBM1989041705,E,4,.,,60,N,.,,
TBM1989041706,B,4,S,15,30,N,MR,,
TBM1989041706,E,4,.,,60,N,.,,
TBM1989041707,B,4,E,15,30,N,HR,,
TBM1989041707,E,4,.,,60,N,.,,
TBM1989041801,B,4,E,15,30,N,HR,,
TBM1989041801,E,4,.,,60,N,.,,
TBM1989041802,B,4,E,15,30,N,HR,,
TBM1989041802,E,4,.,,60,N,.,,
TBM1989041803,B,3,N,15,30,N,LR,,
TBM1989041803,E,3,N,10,60,N,MR,,
TBM1989041804,B,3,N,15,30,N,LR,,
TBM1989041804,E,3,N,10,60,N,MR,,
TBM1989041805,B,3,N,15,30,N,LR,,
TBM1989041805,E,3,N,10,60,N,MR,,
TBM1989041806,B,3,N,15,30,N,LR,,
TBM1989041806,E,3,N,10,60,N,MR,,
TBM1989041807,B,3,N,15,30,N,LR,,
TBM1989041807,E,3,N,10,60,N,MR,,
TBM1989041808,B,3,N,15,30,N,LR,,
TBM1989041808,E,3,N,10,60,N,MR,,
TBM1989041809,B,3,N,15,30,N,LR,,
TBM1989041809,E,3,N,10,60,N,MR,,
TBM1989041810,B,3,N,15,30,N,LR,,
TBM1989041810,E,3,N,10,60,N,MR,,
TBM1989041811,B,3,N,15,30,N,LR,,
TBM1989041811,E,3,N,10,60,N,MR,,
TBM1989041812,B,3,.,,30,N,LR,,
TBM1989041812,E,3,.,,60,N,MR,,
TBM1989041813,B,3,.,,30,N,LR,,
TBM1989041813,E,3,.,,60,N,MR,,
TBM1989041814,B,3,.,,30,N,LR,,
TBM1989041814,E,3,.,,60,N,MR,,
TBM1989041815,B,4,SE,20,30,N,LR,,
TBM1989041815,E,4,SE,20,60,N,.,,
TBM1989041816,B,4,SE,20,30,N,LR,,
TBM1989041816,E,4,SE,20,60,N,.,,
TBM1989041817,B,4,SE,20,30,N,LR,,
TBM1989041817,E,4,SE,20,60,N,.,,
TBM1989041901,B,4,.,,30,N,HF,,
TBM1989041901,E,4,.,,60,N,.,,
TBM1989041902,B,4,.,,30,N,HF,,
TBM1989041902,E,4,.,,60,N,.,,
TBM1989041903,B,4,.,,30,N,HF,,
TBM1989041903,E,4,.,,60,N,.,,
TBM1989041904,B,4,.,,30,N,HF,,
TBM1989041904,E,4,.,,60,N,.,,
TBM1989041905,B,4,.,,30,N,HF,,
TBM1989041905,E,4,.,,60,N,.,,
TBM1989041906,B,4,.,,30,N,HF,,
TBM1989041906,E,4,.,,60,N,.,,
TBM1989041907,B,4,.,,30,N,HF,,
TBM1989041907,E,4,.,,60,N,.,,
TBM1989041908,B,4,.,,30,N,HF,,
TBM1989041908,E,4,.,,60,N,.,,
TBM1989041909,B,4,.,,30,N,HF,,
TBM1989041909,E,4,.,,60,N,.,,
TBM1989041910,B,4,.,,30,N,HF,,
TBM1989041910,E,4,.,,60,N,.,,
TBM1989041911,B,4,.,,30,N,HF,,
TBM1989041911,E,4,.,,60,N,.,,
TBM1989041912,B,4,.,,30,N,HF,,
TBM1989041912,E,4,.,,60,N,.,,
TBM1989041913,B,4,SE,10,30,N,MF,,
TBM1989041913,E,4,SE,10,60,N,.,,
TBM1989041914,B,4,SE,10,30,N,MF,,
TBM1989041914,E,4,SE,10,60,N,.,,
TBM1989041915,B,4,SE,10,30,N,MF,,
TBM1989041915,E,4,SE,10,60,N,.,,
TBM1989041916,B,3,NW,15,30,N,LR,,
TBM1989041916,E,3,.,,60,N,.,,
TBM1989041917,B,3,NW,15,30,N,LR,,
TBM1989041917,E,3,.,,60,N,.,,
TBM1989041918,B,3,NW,15,30,N,LR,,
TBM1989041918,E,3,.,,60,N,.,,
TBM1989041919,B,3,W,15,30,N,LR,,
TBM1989041919,E,3,.,,60,N,.,,
TBM1989041920,B,3,W,15,30,N,LR,,
TBM1989041920,E,3,.,,60,N,.,,
TBM1989041921,B,3,W,15,30,N,LR,,
TBM1989041921,E,3,.,,60,N,.,,
TBM1989041922,B,4,W,10,30,N,LR,,
TBM1989041922,E,4,.,,60,N,.,,
TBM1989041923,B,4,W,10,30,N,LR,,
TBM1989041923,E,4,.,,60,N,.,,
TBM1989041924,B,4,W,10,30,N,LR,,
TBM1989041924,E,4,.,,60,N,.,,
TBM1989041925,B,4,W,5,30,N,MR,,
TBM1989041925,E,4,.,,60,N,.,,
TBM1989041926,B,4,W,5,30,N,MR,,
TBM1989041926,E,4,.,,60,N,.,,
TBM1989041927,B,4,W,5,30,N,MR,,
TBM1989041927,E,4,.,,60,N,.,,
TBM1989041928,B,4,.,,30,N,MR,,
TBM1989041928,E,4,.,,60,N,.,,
TBM1989041929,B,4,.,,30,N,MR,,
TBM1989041929,E,4,.,,60,N,.,,
TBM1989041930,B,4,.,,30,N,MR,,
TBM1989041930,E,4,.,,60,N,.,,
