Reference,Beg_end,Period,WindDirection,WindSpeed,CloudCover,Precipitation,Tide,Current,Flag
TBM2009020507,B,2,N,5,0,N,MR,,
TBM2009020508,B,2,N,10,0,N,MR,,
TBM2009020509,B,2,N,5,0,N,MR,,
TBM2009020510,B,2,N,10,0,N,MR,,
TBM2009020511,B,2,N,8,0,N,MR,,
TBM2009020512,B,2,N,10,0,N,MR,,
TBM2009020513,B,2,N,5,0,N,MR,,
TBM2009020514,B,2,N,10,0,N,MR,,
TBM2009020515,B,2,N,10,0,N,MR,,
TBM2009020601,B,2,SE,8,47,N,LF,,
TBM2009020602,B,2,SE,3,47,N,LF,,
TBM2009020603,B,2,SE,4,45,N,LF,,
TBM2009020604,B,2,SE,8,10,N,LR,,
TBM2009020605,B,2,SE,6,30,N,LR,,
TBM2009020606,B,2,SE,3,40,N,LR,,
TBM2009020701,B,2,E,6,10,N,LR,,
TBM2009020702,B,2,SE,10,20,N,LR,,
TBM2009020703,B,2,SE,12,35,N,MR,,
TBM2009020704,B,2,S,12,30,N,MR,,
TBM2009020705,B,2,S,12,30,N,HR,,
TBM2009020706,B,2,S,10,20,N,HR,,
TBM2009020707,B,2,S,15,30,N,HR,,
TBM2009020708,B,2,S,18,10,N,HS,,
TBM2009020709,B,2,S,10,60,N,HF,,
TBM2009020801,B,2,SW,5,100,F,LF,,
TBM2009020802,B,2,SW,5,100,F,LS,,
TBM2009020803,B,2,SW,5,100,N,LS,,
TBM2009020804,B,2,W,2,100,N,LR,,
TBM2009020901,B,2,N,5,20,N,LR,,
TBM2009020902,B,2,N,5,10,N,LR,,
TBM2009020903,B,2,N,5,60,N,MR,,
TBM2009020904,B,2,N,7,60,N,MR,,
TBM2009020905,B,2,N,10,75,N,MR,,
TBM2009020906,B,2,N,15,40,N,HR,,
TBM2009020907,B,2,N,15,45,N,HR,,
TBM2009021001,B,2,NE,15,0,N,LR,,
TBM2009021002,B,2,NE,16,0,N,LR,,
TBM2009021003,B,2,N,12,0,N,LR,,
TBM2009021004,B,2,E,5,0,N,LR,,
TBM2009021005,B,2,E,5,0,N,MR,,
TBM2009021006,B,2,E,5,0,N,HR,,
TBM2009021007,B,2,SE,6,0,N,HR,,
TBM2009021008,B,2,SE,3,0,N,HR,,
TBM2009021101,B,2,S,2,60,N,LR,,
TBM2009021102,B,2,E,12,40,N,LR,,
TBM2009021103,B,2,E,12,10,N,LR,,
TBM2009021104,B,2,E,12,10,N,MR,,
TBM2009021105,B,2,E,8,10,N,HR,,
TBM2009021106,B,2,E,8,30,N,HR,,
TBM2009021107,B,2,E,5,60,N,HR,,
TBM2009021201,B,2,NE,12,0,N,LR,,
TBM2009021202,B,2,NE,12,0,N,LR,,
TBM2009021203,B,2,NE,15,0,N,MR,,
TBM2009021204,B,2,NE,8,0,N,MR,,
TBM2009021205,B,2,NE,8,0,N,MR,,
TBM2009021206,B,2,NE,8,0,N,MR,,
TBM2009021207,B,2,NE,8,0,N,MR,,
TBM2009024101,B,2,SE,8,100,R,LR,,
TBM2009024102,B,2,SE,8,100,R,LR,,
TBM2009024103,B,2,SE,10,100,N,LR,,
TBM2009024104,B,2,SE,5,100,N,LR,,
TBM2009024105,B,2,SE,10,100,N,LR,,
TBM2009024106,B,2,SE,10,100,N,LR,,
TBM2009024107,B,2,SE,10,100,N,LR,,
TBM2009024108,B,2,SE,10,100,N,LR,,
TBM2009024109,B,2,SE,10,100,R,MR,,
TBM2009024110,B,2,SE,10,100,R,MR,,
TBM2009024111,B,2,SE,8,100,R,MR,,
TBM2009024112,B,2,SE,8,100,R,MR,,
TBM2009024113,B,2,SE,8,100,R,MR,,
TBM2009024114,B,2,SE,8,100,R,MR,,
TBM2009024115,B,2,SE,8,100,R,MR,,
TBM2009024116,B,2,SE,8,100,R,MR,,
TBM2009024201,B,2,NW,15,5,N,LR,,
TBM2009024202,B,2,NW,4,0,N,LR,,
TBM2009024203,B,2,NW,10,0,N,LR,,
TBM2009024204,B,2,NW,12,0,N,LR,,
TBM2009024205,B,2,NW,12,0,N,LR,,
TBM2009024206,B,2,NW,18,0,N,LR,,
TBM2009024207,B,2,NW,18,0,N,LR,,
TBM2009024301,B,2,NW,15,60,N,LF,,
TBM2009024302,B,2,NW,15,15,N,LR,,
TBM2009024303,B,2,NW,18,5,N,LR,,
TBM2009024304,B,2,NW,17,1,N,LR,,
TBM2009024305,B,2,NW,17,0,N,LR,,
TBM2009024306,B,2,NW,9,1,N,MR,,
TBM2009024307,B,2,NW,7,1,N,MR,,
TBM2009024308,B,2,NW,18,1,N,MR,,
TBM2009024309,B,2,NW,18,0,N,MR,,
TBM2009024310,B,2,NW,17,0,N,MR,,
TBM2009024311,B,2,W,10,0,N,MR,,
TBM2009024401,B,2,NW,3,5,N,LR,,
TBM2009024402,B,2,NW,1,0,N,MR,,
TBM2009024403,B,2,N,3,0,N,MR,,
TBM2009024404,B,2,N,3,0,N,MR,,
TBM2009024405,B,2,N,2,0,N,MR,,
TBM2009024406,B,2,N,5,0,N,MR,,
TBM2009024407,B,2,N,5,0,N,MR,,
TBM2009024408,B,2,N,10,0,N,MR,,
TBM2009024409,B,2,N,6,0,N,MR,,
TBM2009024410,B,2,N,8,0,N,HR,,
TBM2009024501,B,2,0,0,10,N,LR,,
TBM2009024502,B,2,NW,3,0,N,LR,,
TBM2009024503,B,2,NW,3,0,N,LR,,
TBM2009024504,B,2,NW,4,0,N,LR,,
TBM2009024505,B,2,NW,4,0,N,LR,,
TBM2009024506,B,2,NW,3,0,N,LR,,
TBM2009024507,B,2,NW,1,0,N,MR,,
TBM2009024508,B,2,NW,1,0,N,MR,,
TBM2009024601,B,2,NE,5,0,N,LR,,
TBM2009024602,B,2,N,12,0,N,LR,,
TBM2009024603,B,2,N,15,0,N,LR,,
TBM2009024604,B,2,N,15,0,N,LR,,
TBM2009024605,B,2,N,17,0,N,LR,,
TBM2009024606,B,2,N,17,0,N,LR,,
TBM2009024607,B,2,NW,6,0,N,LR,,
TBM2009024608,B,2,NW,10,0,N,LR,,
TBM2009024609,B,2,W,15,0,N,LR,,
TBM2009024610,B,2,W,15,0,N,LR,,
TBM2009030101,B,2,E,3,0,N,LR,,
TBM2009030102,B,2,E,10,0,N,LR,,
TBM2009030103,B,2,E,8,0,N,LR,,
TBM2009030104,B,2,E,8,10,N,MR,,
TBM2009030105,B,2,E,5,10,N,MR,,
TBM2009030106,B,2,E,5,5,N,MR,,
TBM2009030107,B,2,E,2,5,N,MR,,
TBM2009030108,B,2,E,8,5,N,MR,,
TBM2009030201,B,2,E,2,0,N,LR,,
TBM2009030202,B,2,E,7,0,N,LR,,
TBM2009030203,B,2,E,1,0,N,LR,,
TBM2009030204,B,2,E,1,0,N,LR,,
TBM2009030205,B,2,E,7,0,N,LR,,
TBM2009030206,B,2,E,8,0,N,LR,,
TBM2009030207,B,2,E,8,0,N,LR,,
TBM2009030208,B,2,E,10,0,N,LR,,
TBM2009030209,B,2,NE,8,0,N,LR,,
TBM2009030210,B,2,E,9,0,N,LR,,
TBM2009030211,B,2,E,4,5,N,LR,,
TBM2009030212,B,2,E,8,5,N,LR,,
TBM2009030213,B,2,E,3,5,N,LR,,
TBM2009030214,B,2,E,4,5,N,MR,,
TBM2009030215,B,2,N,3,0,N,MR,,
TBM2009030216,B,2,NE,3,5,N,MR,,
TBM2009030301,B,2,E,12,80,N,LR,,
TBM2009030302,B,2,E,3,50,N,MR,,
TBM2009030303,B,2,E,12,5,N,MR,,
TBM2009030304,B,2,E,15,5,N,MR,,
TBM2009030305,B,2,E,5,5,N,MR,,
TBM2009030306,B,2,E,8,40,N,MR,,
TBM2009030307,B,2,E,3,50,N,MR,,
TBM2009030401,B,2,SE,1,0,N,MR,,
TBM2009030402,B,2,0,0,0,N,MR,,
TBM2009030403,B,2,SE,2,1,N,HR,,
TBM2009030404,B,2,SE,2,1,N,HR,,
TBM2009030405,B,2,0,0,1,N,HR,,
TBM2009030406,B,2,SE,2,5,N,HR,,
TBM2009030407,B,2,0,0,5,N,HS,,
TBM2009030408,B,2,0,0,5,N,HF,,
TBM2009030409,B,2,W,6,5,N,HF,,
TBM2009030501,B,2,SE,10,0,N,LR,,
TBM2009030502,B,2,SE,10,0,N,LR,,
TBM2009030503,B,2,SE,10,0,N,MR,,
TBM2009030504,B,2,SE,11,0,N,MR,,
TBM2009030505,B,2,SE,9,0,N,MR,,
TBM2009030601,B,2,0,0,0,N,HR,,
TBM2009030602,B,2,0,0,0,N,HR,,
TBM2009030603,B,2,0,0,0,N,HR,,
TBM2009030604,B,2,SE,1,0,N,HS,,
TBM2009030605,B,2,0,0,0,N,HF,,
TBM2009030606,B,2,0,0,5,N,MF,,
TBM2009030607,B,2,0,0,0,N,MF,,
TBM2009030701,B,2,0,0,0,N,LR,,
TBM2009030702,B,2,0,0,0,N,LR,,
TBM2009030703,B,2,0,0,0,N,MR,,
TBM2009030704,B,2,N,3,0,N,MR,,
TBM2009030705,B,2,N,3,0,N,HR,,
TBM2009030706,B,2,N,3,0,N,HS,,
TBM2009030801,B,2,0,0,0,N,LF,,
TBM2009030802,B,2,0,0,0,N,LF,,
TBM2009030803,B,2,0,0,0,N,LF,,
TBM2009030804,B,2,0,0,0,N,LF,,
TBM2009030805,B,2,NE,1,0,N,LR,,
TBM2009030806,B,2,NE,1,0,N,LR,,
TBM2009030807,B,2,E,1,0,N,LR,,
TBM2009030808,B,2,E,2,0,N,LR,,
TBM2009030901,B,2,0,0,0,N,LF,,
TBM2009030902,B,2,0,0,0,N,LS,,
TBM2009030903,B,2,0,0,0,N,LS,,
TBM2009030904,B,2,E,4,0,N,LR,,
TBM2009030905,B,2,SE,3,10,N,LR,,
TBM2009030906,B,2,SE,3,0,N,LR,,
TBM2009031001,B,2,0,0,0,N,LR,,
TBM2009031002,B,2,0,0,0,N,LR,,
TBM2009031003,B,2,0,0,0,N,LR,,
TBM2009031004,B,2,0,0,0,N,LR,,
TBM2009031005,B,2,0,0,0,N,LR,,
TBM2009031006,B,2,0,0,0,N,LR,,
TBM2009031007,B,2,0,0,0,N,MR,,
TBM2009031008,B,2,0,0,0,N,MR,,
TBM2009031009,B,2,NW,2,0,N,MR,,
TBM2009031010,B,2,NW,3,0,N,MR,,
TBM2009031011,B,2,NW,3,0,N,MR,,
TBM2009031012,B,2,NW,5,0,N,HR,,
TBM2009031013,B,2,NW,5,0,N,HR,,
TBM2009031014,B,2,NW,5,0,N,HR,,
TBM2009031015,B,2,NW,5,10,N,HR,,
TBM2009031101,B,2,0,0,0,N,LR,,
TBM2009031102,B,2,0,0,0,N,LR,,
TBM2009031103,B,2,0,0,0,N,LR,,
TBM2009031104,B,2,S,10,0,N,MR,,
TBM2009031105,B,2,S,10,0,N,MR,,
TBM2009031106,B,2,S,10,0,N,HR,,
TBM2009031201,B,2,SE,2,0,N,LF,,
TBM2009031202,B,2,SE,4,0,N,LS,,
TBM2009031203,B,2,SE,5,0,N,LR,,
TBM2009031204,B,2,SE,5,0,N,MR,,
TBM2009031205,B,2,SE,6,0,N,MR,,
TBM2009031206,B,2,S,6,0,N,HR,,
TBM2009031207,B,2,S,5,0,N,HR,,
TBM2009034101,B,2,N,10,0,N,LF,,
TBM2009034102,B,2,N,10,5,N,LF,,
TBM2009034103,B,2,N,3,0,N,LF,,
TBM2009034104,B,2,N,10,0,N,LF,,
TBM2009034105,B,2,N,10,0,N,LF,,
TBM2009034106,B,2,N,1,0,N,LS,,
TBM2009034107,B,2,NW,15,0,N,LR,,
TBM2009034108,B,2,N,15,0,N,LR,,
TBM2009034109,B,2,N,12,0,N,LR,,
TBM2009034110,B,2,N,12,0,N,LR,,
TBM2009034111,B,2,NW,15,0,N,LR,,
TBM2009034112,B,2,NW,15,5,N,LR,,
TBM2009034113,B,2,NW,10,5,N,LR,,
TBM2009034114,B,2,NW,3,5,N,MR,,
TBM2009034201,B,2,SE,1,0,N,LF,,
TBM2009034202,B,2,S,1,0,N,LF,,
TBM2009034203,B,2,NE,2,0,N,LS,,
TBM2009034204,B,2,N,4,0,N,LR,,
TBM2009034205,B,2,NE,4,0,N,LR,,
TBM2009034206,B,2,NE,2,0,N,LR,,
TBM2009034207,B,2,N,3,0,N,LR,,
TBM2009034208,B,2,N,4,5,N,MR,,
TBM2009034209,B,2,N,3,0,N,MR,,
TBM2009034301,B,2,N,2,0,N,MR,,
TBM2009034302,B,2,N,2,0,N,MR,,
TBM2009034303,B,2,N,2,0,N,MR,,
TBM2009034304,B,2,N,4,0,N,MR,,
TBM2009034305,B,2,N,2,0,N,MR,,
TBM2009034306,B,2,N,4,0,N,MR,,
TBM2009034307,B,2,N,2,0,N,MR,,
TBM2009034308,B,2,NE,5,5,N,MR,,
TBM2009034309,B,2,NE,5,0,N,MR,,
TBM2009034310,B,2,NE,4,10,N,MR,,
TBM2009034401,B,2,NE,3,0,N,MR,,
TBM2009034402,B,2,NE,4,0,N,MR,,
TBM2009034403,B,2,NE,4,0,N,MR,,
TBM2009034404,B,2,NE,3,0,N,MR,,
TBM2009034405,B,2,NE,3,0,N,MR,,
TBM2009034406,B,2,NE,5,0,N,MR,,
TBM2009034407,B,2,NE,6,0,N,MR,,
TBM2009034408,B,2,NE,1,0,N,HR,,
TBM2009034409,B,2,NE,4,10,N,HR,,
TBM2009034410,B,2,NE,3,10,N,HR,,
TBM2009034411,B,2,NE,2,10,N,HR,,
TBM2009034501,B,2,NE,7,1,N,MR,,
TBM2009034502,B,2,NE,10,5,N,MR,,
TBM2009034503,B,2,N,4,5,N,MR,,
TBM2009034504,B,2,NE,3,1,N,MR,,
TBM2009034505,B,2,NE,5,5,N,MR,,
TBM2009034506,B,2,NE,4,10,N,MR,,
TBM2009034507,B,2,NE,3,5,N,MR,,
TBM2009034508,B,2,NE,2,5,N,MR,,
TBM2009034509,B,2,NE,6,5,N,MR,,
TBM2009034510,B,2,NE,2,5,N,MR,,
TBM2009034601,B,2,0,0,10,N,LR,,
TBM2009034602,B,2,NE,15,10,N,LR,,
TBM2009034603,B,2,NE,15,10,N,LR,,
TBM2009034604,B,2,NE,15,0,N,LR,,
TBM2009034605,B,2,NE,15,10,N,LR,,
TBM2009034606,B,2,NE,15,10,N,LR,,
TBM2009034607,B,2,NE,15,10,N,MR,,
TBM2009034608,B,2,NE,15,10,N,MR,,
TBM2009040101,B,2,S,12,100,N,MR,,
TBM2009040102,B,2,S,12,95,N,MR,,
TBM2009040103,B,2,S,8,80,N,MR,,
TBM2009040104,B,2,S,13,90,N,MR,,
TBM2009040105,B,2,S,10,95,N,MR,,
TBM2009040106,B,2,S,10,70,N,HR,,
TBM2009040107,B,2,S,8,60,N,HR,,
TBM2009040108,B,2,S,8,40,N,HR,,
TBM2009040201,B,2,S,1,100,N,LR,,
TBM2009040202,B,2,S,5,80,N,LR,,
TBM2009040203,B,2,S,2,75,N,MR,,
TBM2009040204,B,2,S,10,65,N,MR,,
TBM2009040205,B,2,S,18,30,N,MR,,
TBM2009040206,B,2,S,18,25,N,HR,,
TBM2009040301,B,2,0,0,0,N,LS,,
TBM2009040302,B,2,0,0,0,N,LS,,
TBM2009040303,B,2,0,0,0,N,LR,,
TBM2009040304,B,2,0,0,0,N,LR,,
TBM2009040305,B,2,0,0,5,N,LR,,
TBM2009040306,B,2,0,0,5,N,LR,,
TBM2009040307,B,2,0,0,0,N,MR,,
TBM2009040308,B,2,W,3,5,N,MR,,
TBM2009040309,B,2,W,2,5,N,MR,,
TBM2009040310,B,2,0,0,5,N,HR,,
TBM2009040311,B,2,N,3,5,N,HR,,
TBM2009040312,B,2,E,5,10,N,HR,,
TBM2009040313,B,2,N,5,10,N,HR,,
TBM2009040314,B,2,S,5,10,N,HR,,
TBM2009040315,B,2,S,5,10,N,HR,,
TBM2009040316,B,2,W,5,2,N,HF,,
TBM2009040401,B,2,S,5,90,N,LR,,
TBM2009040402,B,2,S,12,90,N,MR,,
TBM2009040403,B,2,S,15,50,N,MR,,
TBM2009040404,B,2,S,20,80,N,MR,,
TBM2009040405,B,2,S,22,90,N,HR,,
TBM2009040406,B,2,S,20,40,N,HR,,
TBM2009040407,B,2,S,20,100,N,HR,,
TBM2009040408,B,2,S,20,80,N,HR,,
TBM2009040501,B,2,N,7,0,N,MR,,
TBM2009040502,B,2,N,5,10,N,MR,,
TBM2009040503,B,2,NE,5,10,N,MR,,
TBM2009040504,B,2,E,8,20,N,MR,,
TBM2009040505,B,2,NE,5,20,N,MR,,
TBM2009040506,B,2,NE,3,20,N,MR,,
TBM2009040601,B,2,0,0,100,N,MR,,
TBM2009040602,B,2,SW,5,80,N,MR,,
TBM2009040603,B,2,SW,5,50,N,MR,,
TBM2009040604,B,2,W,5,80,N,MR,,
TBM2009040605,B,2,SW,7,100,N,MR,,
TBM2009040606,B,2,SW,5,100,N,MR,,
TBM2009040607,B,2,SW,7,75,N,MR,,
TBM2009040608,B,2,SW,5,100,N,MR,,
TBM2009040609,B,2,SW,7,90,N,MR,,
TBM2009040610,B,2,SW,5,100,N,MR,,
TBM2009040611,B,2,SW,5,90,N,HR,,
TBM2009040612,B,2,SW,8,90,N,HR,,
TBM2009040613,B,2,SW,8,90,N,HR,,
TBM2009040614,B,2,W,5,25,N,HR,,
TBM2009040615,B,2,SW,3,0,N,HR,,
TBM2009040701,B,2,SE,9,100,F,LR,,
TBM2009040702,B,2,0,0,100,F,LR,,
TBM2009040703,B,2,SE,6,100,F,LR,,
TBM2009040704,B,2,SE,12,100,N,MR,,
TBM2009040705,B,2,SE,10,50,N,MR,,
TBM2009040706,B,2,S,12,70,N,MR,,
TBM2009040707,B,2,S,17,30,N,MR,,
TBM2009040708,B,2,S,15,20,N,MR,,
TBM2009040801,B,2,W,2,5,N,HF,,
TBM2009040802,B,2,W,1,0,N,HF,,
TBM2009040803,B,2,W,5,5,N,MF,,
TBM2009040804,B,2,0,0,5,N,MF,,
TBM2009040805,B,2,0,0,10,N,MF,,
TBM2009040806,B,2,N,5,20,N,LF,,
TBM2009040807,B,2,N,3,15,N,LR,,
TBM2009040808,B,2,W,3,5,N,LR,,
TBM2009040809,B,2,W,5,5,N,LR,,
TBM2009040901,B,2,NE,10,100,N,LR,,
TBM2009040902,B,2,NE,15,90,N,LR,,
TBM2009040903,B,2,NE,15,100,N,LR,,
TBM2009040904,B,2,NE,20,100,N,MR,,
TBM2009040905,B,2,NE,10,100,N,HR,,
TBM2009040906,B,2,NE,20,100,N,HR,,
TBM2009040907,B,2,NE,10,100,N,HR,,
TBM2009041001,B,2,N,12,30,N,LR,,
TBM2009041002,B,2,NE,15,10,N,LR,,
TBM2009041003,B,2,NE,12,0,N,MR,,
TBM2009041004,B,2,NE,8,0,N,MR,,
TBM2009041005,B,2,NE,8,0,N,MR,,
TBM2009041006,B,2,NE,5,0,N,HR,,
TBM2009041007,B,2,W,4,0,N,HR,,
TBM2009041008,B,2,W,7,0,N,HS,,
TBM2009041101,B,2,E,3,0,N,LF,,
TBM2009041102,B,2,E,3,0,N,LS,,
TBM2009041103,B,2,E,5,0,N,LR,,
TBM2009041104,B,2,E,3,0,N,LR,,
TBM2009041105,B,2,E,5,0,N,MR,,
TBM2009041106,B,2,E,3,0,N,MR,,
TBM2009044101,B,2,S,3,10,N,LR,,
TBM2009044102,B,2,S,2,10,N,LR,,
TBM2009044103,B,2,S,3,80,N,LR,,
TBM2009044104,B,2,S,5,90,N,MR,,
TBM2009044105,B,2,0,0,100,N,MR,,
TBM2009044106,B,2,S,3,90,N,MR,,
TBM2009044107,B,2,SW,6,80,N,HR,,
TBM2009044108,B,2,SW,8,100,N,HR,,
TBM2009044109,B,2,SW,10,100,N,HF,,
TBM2009044110,B,2,SW,15,100,N,HF,,
TBM2009044201,B,2,S,5,5,N,LR,,
TBM2009044202,B,2,S,8,40,N,LR,,
TBM2009044203,B,2,S,10,90,N,LR,,
TBM2009044204,B,2,S,10,95,N,MR,,
TBM2009044205,B,2,S,15,100,N,MR,,
TBM2009044206,B,2,S,15,100,N,HR,,
TBM2009044207,B,2,W,10,100,N,HS,,
TBM2009044208,B,2,W,10,100,N,HF,,
TBM2009044301,B,2,NW,5,15,N,LR,,
TBM2009044302,B,2,NW,5,70,N,LR,,
TBM2009044303,B,2,NW,5,70,N,LR,,
TBM2009044304,B,2,W,5,50,N,LR,,
TBM2009044305,B,2,W,8,50,N,MR,,
TBM2009044306,B,2,W,10,20,N,MR,,
TBM2009044307,B,2,W,12,25,N,HR,,
TBM2009044308,B,2,W,9,20,N,HR,,
TBM2009044309,B,2,W,10,15,N,HS,,
TBM2009044401,B,2,0,0,0,N,LR,,
TBM2009044402,B,2,NW,2,30,N,LR,,
TBM2009044403,B,2,NW,1,15,N,MR,,
TBM2009044404,B,2,NW,1,70,N,MR,,
TBM2009044405,B,2,NW,2,10,N,MR,,
TBM2009044406,B,2,NW,1,0,N,HR,,
TBM2009044407,B,2,SW,3,0,N,HR,,
TBM2009044408,B,2,NW,10,0,N,HR,,
TBM2009044409,B,2,NW,12,5,N,HR,,
TBM2009044501,B,2,W,2,2,N,LR,,
TBM2009044502,B,2,W,2,5,N,LR,,
TBM2009044503,B,2,W,5,10,N,MR,,
TBM2009044504,B,2,W,5,10,N,MR,,
TBM2009044505,B,2,W,5,10,N,MR,,
TBM2009044506,B,2,W,5,10,N,MR,,
TBM2009044507,B,2,W,5,10,N,HR,,
TBM2009044508,B,2,W,5,15,N,HR,,
TBM2009044509,B,2,W,5,15,N,HR,,
TBM2009044510,B,2,W,5,15,N,HR,,
TBM2009044511,B,2,W,8,15,N,HS,,
TBM2009044512,B,2,W,8,15,N,HS,,
TBM2009044601,B,2,NW,7,5,N,LS,,
TBM2009044602,B,2,NW,7,5,N,LR,,
TBM2009044603,B,2,NW,8,10,N,LR,,
TBM2009044604,B,2,NW,8,15,N,LR,,
TBM2009044605,B,2,NW,10,15,N,LR,,
TBM2009044606,B,2,NW,3,15,N,LR,,
TBM2009044607,B,2,NW,3,10,N,LR,,
TBM2009044608,B,2,NW,8,10,N,MR,,
TBM2009044609,B,2,W,4,15,N,HR,,
TBM2009044610,B,2,NW,3,10,N,HR,,
TBM2009044611,B,2,NW,4,20,N,HR,,
TBM2009044612,B,2,NE,2,20,N,HR,,
TBM2009044613,B,2,NW,1,20,N,HR,,
TBM2009044614,B,2,NW,7,20,N,HR,,
TBM2009044615,B,2,NW,5,25,N,HS,,
TBM2009044616,B,2,NW,5,35,N,HS,,
TBM2009044617,B,2,SW,8,30,N,HS,,
TBM2009050101,B,2,SE,5,0,N,LR,,
TBM2009050102,B,2,SE,10,60,N,MR,,
TBM2009050103,B,2,SE,9,65,N,HR,,
TBM2009050104,B,2,SE,7,45,N,HR,,
TBM2009050105,B,2,S,5,30,N,HR,,
TBM2009050106,B,2,S,4,45,N,HR,,
TBM2009050107,B,2,S,2,35,N,HR,,
TBM2009050108,B,2,S,9,30,N,HF,,
TBM2009050201,B,2,0,0,0,N,MR,,
TBM2009050202,B,2,0,0,0,N,MR,,
TBM2009050203,B,2,S,4,60,N,MR,,
TBM2009050204,B,2,SW,5,30,N,HR,,
TBM2009050205,B,2,SW,3,40,N,HR,,
TBM2009050206,B,2,SW,5,30,N,HS,,
TBM2009050207,B,2,SW,7,30,N,HF,,
TBM2009050301,B,2,S,8,10,N,MR,,
TBM2009050302,B,2,S,8,10,N,MR,,
TBM2009050303,B,2,S,8,10,N,HR,,
TBM2009050304,B,2,S,8,15,N,HF,,
TBM2009050305,B,2,S,8,25,N,HF,,
TBM2009050401,B,2,S,8,5,N,LR,,
TBM2009050402,B,2,S,15,0,N,LR,,
TBM2009050403,B,2,S,5,50,N,MR,,
TBM2009050404,B,2,S,15,50,N,MR,,
TBM2009050405,B,2,S,3,60,N,HR,,
TBM2009050406,B,2,S,10,30,N,HR,,
TBM2009050407,B,2,S,6,40,N,HS,,
TBM2009050408,B,2,S,12,40,N,HS,,
TBM2009050409,B,2,S,12,60,N,HF,,
TBM2009050410,B,2,SW,8,70,N,HF,,
TBM2009050501,B,2,0,0,75,N,LR,,
TBM2009050502,B,2,S,1,75,N,LR,,
TBM2009050503,B,2,S,1,30,N,LR,,
TBM2009050504,B,2,S,4,10,N,LR,,
TBM2009050505,B,2,S,6,5,N,MR,,
TBM2009050506,B,2,W,2,5,N,MR,,
TBM2009050507,B,2,S,3,10,N,HR,,
TBM2009050508,B,2,SW,7,5,N,HR,,
TBM2009050601,B,2,SE,1,3,N,MR,,
TBM2009050602,B,2,SE,1,100,N,MR,,
TBM2009050603,B,2,SE,1,0,N,MR,,
TBM2009050604,B,2,SE,1,3,N,HR,,
TBM2009050605,B,2,SE,3,10,N,HR,,
TBM2009050606,B,2,0,0,15,N,HR,,
TBM2009050607,B,2,SE,3,35,N,HR,,
TBM2009050608,B,2,SE,2,15,N,HR,,
TBM2009050609,B,2,SE,2,40,N,HS,,
TBM2009050610,B,2,SE,1,50,N,HS,,
TBM2009050611,B,2,SE,1,70,N,HF,,
TBM2009050612,B,2,SE,1,80,N,HF,,
TBM2009050613,B,2,W,4,50,N,HF,,
TBM2009050614,B,2,W,4,50,N,HF,,
TBM2009050615,B,2,W,5,50,N,MF,,
TBM2009050616,B,2,W,5,40,N,MF,,
TBM2009050701,B,2,W,1,15,N,LR,,
TBM2009050702,B,2,W,1,30,N,LR,,
TBM2009050703,B,2,W,1,20,N,MR,,
TBM2009050704,B,2,W,8,10,N,MR,,
TBM2009050705,B,2,W,12,10,N,HR,,
TBM2009050706,B,2,NW,12,5,N,HS,,
TBM2009050707,B,2,NW,12,5,N,HF,,
TBM2009050801,B,2,SW,1,10,N,LR,,
TBM2009050802,B,2,SW,2,10,N,LR,,
TBM2009050803,B,2,SW,2,10,N,LR,,
TBM2009050804,B,2,0,0,10,N,LR,,
TBM2009050805,B,2,SW,1,15,N,MR,,
TBM2009050806,B,2,SW,2,10,N,MR,,
TBM2009050807,B,2,SW,2,15,N,MR,,
TBM2009050808,B,2,NW,2,20,N,HR,,
TBM2009050809,B,2,NW,1,20,N,HR,,
TBM2009050810,B,2,NW,3,30,N,HR,,
TBM2009050811,B,2,NW,4,30,N,HR,,
TBM2009050812,B,2,NW,7,30,N,HR,,
TBM2009050813,B,2,NW,7,40,N,HR,,
TBM2009050814,B,2,NW,8,40,N,HR,,
TBM2009050815,B,2,NW,7,40,N,HR,,
TBM2009050901,B,2,0,0,0,N,MR,,
TBM2009050902,B,2,NE,2,20,N,MR,,
TBM2009050903,B,2,0,0,15,N,MR,,
TBM2009050904,B,2,E,3,15,N,MR,,
TBM2009050905,B,2,E,5,5,N,MR,,
TBM2009050906,B,2,E,3,5,N,HR,,
TBM2009051001,B,2,0,0,5,N,LR,,
TBM2009051002,B,2,0,0,10,N,HR,,
TBM2009051003,B,2,0,0,10,N,HS,,
TBM2009051004,B,2,0,0,10,N,HR,,
TBM2009051005,B,2,SW,2,10,N,HS,,
TBM2009051006,B,2,SW,2,10,N,HS,,
TBM2009051007,B,2,W,10,10,N,HS,,
TBM2009051008,B,2,W,10,10,N,HF,,
TBM2009051009,B,2,W,10,10,N,HF,,
TBM2009051101,B,2,SW,4,80,N,LR,,
TBM2009051102,B,2,0,0,75,N,LR,,
TBM2009051103,B,2,W,4,80,N,LR,,
TBM2009051104,B,2,0,0,40,N,LR,,
TBM2009051105,B,2,0,0,30,N,LR,,
TBM2009051106,B,2,W,3,20,N,MR,,
TBM2009051107,B,2,W,6,10,N,MR,,
TBM2009051108,B,2,W,10,5,N,HR,,
TBM2009051109,B,2,W,12,10,N,HR,,
TBM2009051110,B,2,W,12,10,N,HR,,
TBM2009051201,B,2,0,0,60,N,LR,,
TBM2009051202,B,2,0,0,40,N,LR,,
TBM2009051203,B,2,0,0,60,N,MR,,
TBM2009051204,B,2,0,0,0,N,MR,,
