"Reference","year","sgyear","FLUCCSCODE","acres","areas","mngacre","lon","lat"
"TBM1998040901","1998","1999",NA,NA,1,2562.96202518648,-82.4333330000018,27.9383330000031
"TBM1998071002","1998","1999",NA,NA,1,2562.96202518648,-82.4195000000018,27.9413330000031
"TBM1998090408","1998","1999",NA,NA,1,2562.96202518648,-82.4173330000018,27.9371670000031
"TBM1998100604","1998","1999",NA,NA,1,2562.96202518648,-82.4285000000018,27.9323330000031
"TBM1998100605","1998","1999",NA,NA,1,2562.96202518648,-82.4165000000018,27.9281670000031
"TBM1998100607","1998","1999",NA,NA,1,2562.96202518648,-82.4171670000018,27.9281670000031
"TBM1998100609","1998","1999",NA,NA,1,2562.96202518648,-82.4173330000018,27.9341670000031
"TBM1998110202","1998","1999",NA,NA,1,2562.96202518648,-82.4168330000018,27.9348330000031
"TBM1998021003","1998","1999",NA,NA,2,6307.61760928978,-82.4641670000018,27.9370000000031
"TBM1998051103","1998","1999",NA,NA,2,6307.61760928978,-82.4751670000018,27.9286670000031
"TBM1998051105","1998","1999",NA,NA,2,6307.61760928978,-82.4811670000018,27.8906670000031
"TBM1998061001","1998","1999",NA,NA,2,6307.61760928978,-82.4885000000018,27.9091670000031
"TBM1998061003","1998","1999",NA,NA,2,6307.61760928978,-82.4793330000018,27.9248330000031
"TBM1998071316","1998","1999",9121,30.7845666442677,2,6307.61760928978,-82.4896670000018,27.9091670000031
"TBM1998081404","1998","1999",NA,NA,2,6307.61760928978,-82.4858330000018,27.8976670000031
"TBM1998081405","1998","1999",NA,NA,2,6307.61760928978,-82.4763330000018,27.9290000000031
"TBM1998090410","1998","1999",NA,NA,2,6307.61760928978,-82.4820000000018,27.9255000000031
"TBM1998090411","1998","1999",NA,NA,2,6307.61760928978,-82.4463330000018,27.9120000000031
"TBM1998100602","1998","1999",NA,NA,2,6307.61760928978,-82.4625000000018,27.9098330000031
"TBM1998120301","1998","1999",NA,NA,2,6307.61760928978,-82.4766670000018,27.9281670000031
"TBM1998010926","1998","1999",NA,NA,3,3127.98017089497,-82.4053330000018,27.8623330000031
"TBM1998031005","1998","1999",NA,NA,3,3127.98017089497,-82.4193330000018,27.8910000000031
"TBM1998031008","1998","1999",NA,NA,3,3127.98017089497,-82.4138330000018,27.8936670000031
"TBM1998061005","1998","1999",NA,NA,3,3127.98017089497,-82.4063330000018,27.8725000000031
"TBM1998120307","1998","1999",NA,NA,3,3127.98017089497,-82.3878330000018,27.8596670000031
"TBM1998031003","1998","1999",NA,NA,4,4539.46388808374,-82.4835000000018,27.8773330000031
"TBM1998081403","1998","1999",NA,NA,4,4539.46388808374,-82.4726670000018,27.8488330000031
"TBM1998090401","1998","1999",NA,NA,4,4539.46388808374,-82.4811670000018,27.8811670000031
"TBM1998010929","1998","1999",NA,NA,5,3521.78211000489,-82.4008330000018,27.8315000000031
"TBM1998040904","1998","1999",NA,NA,5,3521.78211000489,-82.4191670000018,27.8455000000031
"TBM1998070702","1998","1999",NA,NA,5,3521.78211000489,-82.4030000000018,27.8136670000031
"TBM1998071312","1998","1999",NA,NA,5,3521.78211000489,-82.3961670000018,27.8311670000031
"TBM1998110414","1998","1999",NA,NA,5,3521.78211000489,-82.3996670000018,27.8525000000031
"TBM1998010920","1998","1999",NA,NA,6,20137.8629976865,-82.4255000000018,27.7863330000031
"TBM1998022015","1998","1999",NA,NA,6,20137.8629976865,-82.4771670000018,27.7296670000031
"TBM1998022501","1998","1999",NA,NA,6,20137.8629976865,-82.4245000000018,27.7876670000031
"TBM1998022503","1998","1999",NA,NA,6,20137.8629976865,-82.4431670000018,27.7633330000031
"TBM1998031705","1998","1999",NA,NA,6,20137.8629976865,-82.4215000000018,27.7916670000031
"TBM1998041302","1998","1999",NA,NA,6,20137.8629976865,-82.4818330000018,27.7243330000031
"TBM1998041304","1998","1999",NA,NA,6,20137.8629976865,-82.4500000000018,27.7593330000031
"TBM1998041306","1998","1999",NA,NA,6,20137.8629976865,-82.4341670000018,27.7745000000031
"TBM1998051901","1998","1999",NA,NA,6,20137.8629976865,-82.4791670000018,27.7391670000031
"TBM1998051902","1998","1999",NA,NA,6,20137.8629976865,-82.4613330000018,27.7475000000031
"TBM1998061102","1998","1999",NA,NA,6,20137.8629976865,-82.4195000000018,27.7928330000031
"TBM1998082003","1998","1999",NA,NA,6,20137.8629976865,-82.4755000000018,27.7191670000031
"TBM1998082004","1998","1999",NA,NA,6,20137.8629976865,-82.4083330000018,27.7908330000031
"TBM1998091501","1998","1999",NA,NA,6,20137.8629976865,-82.4856670000018,27.7195000000031
"TBM1998110209","1998","1999",NA,NA,6,20137.8629976865,-82.4580000000018,27.7516670000031
"TBM1998110210","1998","1999",NA,NA,6,20137.8629976865,-82.4583330000018,27.7516670000031
"TBM1998111206","1998","1999",NA,NA,6,20137.8629976865,-82.4808330000018,27.7446670000031
"TBM1998120910","1998","1999",NA,NA,6,20137.8629976865,-82.4361670000018,27.7753330000031
"TBM1998120912","1998","1999",NA,NA,6,20137.8629976865,-82.4425000000018,27.7660000000031
"TBM1998121501","1998","1999",NA,NA,6,20137.8629976865,-82.4798330000018,27.7226670000031
"TBM1998032301","1998","1999",NA,NA,7,12684.4477677458,-82.5016670000018,27.7183330000031
"TBM1998041402","1998","1999",9116,937.327046667071,7,12684.4477677458,-82.5165000000018,27.7055000000031
"TBM1998062202","1998","1999",9113,1112.69726502785,7,12684.4477677458,-82.5493330000018,27.6543330000031
"TBM1998071404","1998","1999",9113,1112.69726502785,7,12684.4477677458,-82.5015000000018,27.7173330000031
"TBM1998091505","1998","1999",NA,NA,7,12684.4477677458,-82.4986670000018,27.6815000000031
"TBM1998120306","1998","1999",9113,1112.69726502785,7,12684.4477677458,-82.5271670000018,27.6925000000031
"TBM1998120308","1998","1999",9113,1112.69726502785,7,12684.4477677458,-82.5271670000018,27.6925000000031
"TBM1998012603","1998","1999",NA,NA,7,12684.4477677458,-82.5635000000018,27.6388330000031
"TBM1998101409","1998","1999",NA,NA,7,12684.4477677458,-82.5508330000018,27.6508330000031
"TBM1998011502","1998","1999",NA,NA,8,21773.0556474156,-82.6361670000018,27.548000000003
"TBM1998021104","1998","1999",NA,NA,8,21773.0556474156,-82.5646670000018,27.6311670000031
"TBM1998031603","1998","1999",NA,NA,8,21773.0556474156,-82.6173330000018,27.5850000000031
"TBM1998031604","1998","1999",NA,NA,8,21773.0556474156,-82.5728330000018,27.6186670000031
"TBM1998041407","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.5498330000018,27.6031670000031
"TBM1998042102","1998","1999",NA,NA,8,21773.0556474156,-82.6188330000018,27.5685000000031
"TBM1998052007","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.6088330000018,27.5751670000031
"TBM1998052202","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.5816670000018,27.5905000000031
"TBM1998052203","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.5655000000018,27.6225000000031
"TBM1998061201","1998","1999",NA,NA,8,21773.0556474156,-82.6345000000018,27.5525000000031
"TBM1998061202","1998","1999",NA,NA,8,21773.0556474156,-82.6358330000018,27.5520000000031
"TBM1998070903","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.6286670000018,27.5595000000031
"TBM1998070905","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.6013330000018,27.5671670000031
"TBM1998071406","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.5535000000018,27.6035000000031
"TBM1998071409","1998","1999",NA,NA,8,21773.0556474156,-82.5936670000018,27.6025000000031
"TBM1998071411","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.5726670000018,27.6320000000031
"TBM1998081803","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.6333330000018,27.5508330000031
"TBM1998081804","1998","1999",NA,NA,8,21773.0556474156,-82.6325000000018,27.5538330000031
"TBM1998091516","1998","1999",NA,NA,8,21773.0556474156,-82.5695000000018,27.6338330000031
"TBM1998091607","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.6088330000018,27.569000000003
"TBM1998101410","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.5666670000018,27.6048330000031
"TBM1998101416","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.5908330000018,27.6026670000031
"TBM1998111606","1998","1999",NA,NA,8,21773.0556474156,-82.5665000000018,27.6141670000031
"TBM1998111607","1998","1999",9113,1490.55688662235,8,21773.0556474156,-82.6251670000018,27.5608330000031
"TBM1998121504","1998","1999",9116,2270.88110000179,8,21773.0556474156,-82.5658330000018,27.6301670000031
"TBM1998021303","1998","1999",9113,767.905305858312,10,9928.70897331473,-82.7098330000018,27.5090000000031
"TBM1998021304","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6866670000018,27.5135000000031
"TBM1998021305","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6788330000018,27.5173330000031
"TBM1998031307","1998","1999",NA,NA,10,9928.70897331473,-82.7010000000018,27.5211670000031
"TBM1998031308","1998","1999",NA,NA,10,9928.70897331473,-82.6918330000018,27.5163330000031
"TBM1998031309","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6940000000018,27.527833000003
"TBM1998050502","1998","1999",NA,NA,10,9928.70897331473,-82.7238330000018,27.5288330000031
"TBM1998070901","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6730000000018,27.5220000000031
"TBM1998081207","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6871670000018,27.5111670000031
"TBM1998081210","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6820000000018,27.5145000000031
"TBM1998091604","1998","1999",9113,767.905305858312,10,9928.70897331473,-82.7106670000018,27.5031670000031
"TBM1998091605","1998","1999",9113,767.905305858312,10,9928.70897331473,-82.6813330000018,27.5253330000031
"TBM1998091606","1998","1999",9113,767.905305858312,10,9928.70897331473,-82.6655000000018,27.5256670000031
"TBM1998111602","1998","1999",9116,1423.31208025915,10,9928.70897331473,-82.6880000000018,27.5138330000031
"TBM1998120201","1998","1999",NA,NA,10,9928.70897331473,-82.6855000000018,27.5220000000031
"TBM1998021705","1998","1999",NA,NA,12,18816.1220867629,-82.6953330000018,27.6326670000031
"TBM1998052605","1998","1999",9113,858.550279635352,12,18816.1220867629,-82.6958330000018,27.6353330000031
"TBM1998061604","1998","1999",9116,5372.72393978511,12,18816.1220867629,-82.6778330000018,27.650333000003
"TBM1998061605","1998","1999",9116,5372.72393978511,12,18816.1220867629,-82.6865000000018,27.6523330000031
"TBM1998082102","1998","1999",9116,5372.72393978511,12,18816.1220867629,-82.6780000000018,27.6505000000031
"TBM1998021704","1998","1999",NA,NA,16,8905.90062987132,-82.6735000000018,27.6485000000031
"TBM1998052102","1998","1999",9113,394.722100271008,16,8905.90062987132,-82.6450000000018,27.6896670000031
"TBM1998071607","1998","1999",9113,394.722100271008,16,8905.90062987132,-82.6695000000018,27.6763330000031
"TBM1998090809","1998","1999",9116,609.731665758273,16,8905.90062987132,-82.6733330000018,27.6485000000031
"TBM1998021703","1998","1999",9116,630.093172667552,17,7685.83321516477,-82.6205000000018,27.7083330000031
"TBM1998031803","1998","1999",9116,630.093172667552,17,7685.83321516477,-82.6233330000018,27.7340000000031
"TBM1998031805","1998","1999",NA,NA,17,7685.83321516477,-82.6330000000018,27.7420000000031
"TBM1998031808","1998","1999",9113,288.73950717133,17,7685.83321516477,-82.6261670000018,27.7493330000031
"TBM1998041701","1998","1999",NA,NA,17,7685.83321516477,-82.6310000000018,27.7548330000031
"TBM1998041703","1998","1999",NA,NA,17,7685.83321516477,-82.6345000000018,27.7430000000031
"TBM1998052101","1998","1999",9113,288.73950717133,17,7685.83321516477,-82.6178330000018,27.7141670000031
"TBM1998081907","1998","1999",9113,288.73950717133,17,7685.83321516477,-82.6246670000018,27.7413330000031
"TBM1998092401","1998","1999",NA,NA,17,7685.83321516477,-82.6413330000018,27.7366670000031
"TBM1998100805","1998","1999",9113,288.73950717133,17,7685.83321516477,-82.6343330000018,27.7060000000031
"TBM1998111207","1998","1999",9116,630.093172667552,17,7685.83321516477,-82.6353330000018,27.7201670000031
"TBM1998120705","1998","1999",NA,NA,17,7685.83321516477,-82.6280000000018,27.7433330000031
"TBM1998120706","1998","1999",9113,288.73950717133,17,7685.83321516477,-82.6248330000018,27.7326670000031
"TBM1998012115","1998","1999",9113,447.426180576149,18,8914.56918457957,-82.6221670000018,27.7795000000031
"TBM1998051306","1998","1999",NA,NA,18,8914.56918457957,-82.6081670000018,27.8045000000031
"TBM1998061808","1998","1999",NA,NA,18,8914.56918457957,-82.5980000000018,27.8125000000031
"TBM1998061810","1998","1999",9113,447.426180576149,18,8914.56918457957,-82.5996670000018,27.7963330000031
"TBM1998081902","1998","1999",9113,447.426180576149,18,8914.56918457957,-82.5991670000018,27.7985000000031
"TBM1998081903","1998","1999",NA,NA,18,8914.56918457957,-82.6170000000018,27.8190000000031
"TBM1998081904","1998","1999",9113,447.426180576149,18,8914.56918457957,-82.5991670000018,27.8105000000031
"TBM1998021202","1998","1999",9116,601.363059996391,19,8681.7103268052,-82.5918330000018,27.8596670000031
"TBM1998041605","1998","1999",NA,NA,19,8681.7103268052,-82.5885000000018,27.8340000000031
"TBM1998061805","1998","1999",9116,601.363059996391,19,8681.7103268052,-82.5933330000018,27.8478330000031
"TBM1998072101","1998","1999",9116,601.363059996391,19,8681.7103268052,-82.5938330000018,27.8713330000031
"TBM1998072102","1998","1999",9116,601.363059996391,19,8681.7103268052,-82.5955000000018,27.8645000000031
"TBM1998100707","1998","1999",9113,666.546660524709,19,8681.7103268052,-82.5926670000018,27.8556670000031
"TBM1998011202","1998","1999",NA,NA,19,8681.7103268052,-82.6188330000018,27.8483330000031
"TBM1998012107","1998","1999",9113,666.546660524709,19,8681.7103268052,-82.5813330000018,27.8291670000031
"TBM1998021201","1998","1999",NA,NA,19,8681.7103268052,-82.6206670000018,27.8471670000031
"TBM1998051305","1998","1999",NA,NA,19,8681.7103268052,-82.5826670000018,27.8283330000031
"TBM1998092105","1998","1999",NA,NA,19,8681.7103268052,-82.6063330000018,27.8265000000031
"TBM1998100702","1998","1999",9116,601.363059996391,19,8681.7103268052,-82.6065000000018,27.8408330000031
"TBM1998100705","1998","1999",NA,NA,19,8681.7103268052,-82.5811670000018,27.8268330000031
"TBM1998111205","1998","1999",NA,NA,19,8681.7103268052,-82.6043330000018,27.8350000000031
"TBM1998031306","1998","1999",NA,NA,20,5436.089931421,-82.6381670000018,27.8938330000031
"TBM1998010910","1998","1999",NA,NA,21,6230.09511796729,-82.6840000000018,27.9221670000031
"TBM1998010912","1998","1999",NA,NA,21,6230.09511796729,-82.6736670000018,27.9170000000031
"TBM1998010914","1998","1999",NA,NA,21,6230.09511796729,-82.6405000000018,27.9211670000031
"TBM1998021205","1998","1999",NA,NA,21,6230.09511796729,-82.6818330000018,27.9170000000031
"TBM1998041508","1998","1999",NA,NA,21,6230.09511796729,-82.6843330000018,27.9165000000031
"TBM1998041513","1998","1999",NA,NA,21,6230.09511796729,-82.6738330000018,27.9138330000031
"TBM1998051205","1998","1999",NA,NA,21,6230.09511796729,-82.6563330000018,27.9121670000031
"TBM1998051206","1998","1999",NA,NA,21,6230.09511796729,-82.6603330000018,27.9121670000031
"TBM1998072105","1998","1999",NA,NA,21,6230.09511796729,-82.6813330000018,27.9173330000031
"TBM1998081303","1998","1999",NA,NA,21,6230.09511796729,-82.6431670000018,27.9100000000031
"TBM1998120410","1998","1999",NA,NA,21,6230.09511796729,-82.6530000000018,27.9121670000031
"TBM1998010906","1998","1999",NA,NA,22,5889.94199094732,-82.7208330000018,27.9503330000031
"TBM1998021206","1998","1999",9113,227.623168968835,22,5889.94199094732,-82.7215000000018,27.937833000003
"TBM1998072205","1998","1999",NA,NA,22,5889.94199094732,-82.6886670000018,27.9600000000031
"TBM1998081701","1998","1999",9113,227.623168968835,22,5889.94199094732,-82.7225000000018,27.9500000000031
"TBM1998081703","1998","1999",NA,NA,22,5889.94199094732,-82.6950000000018,27.9608330000031
"TBM1998091403","1998","1999",NA,NA,22,5889.94199094732,-82.7238330000018,27.9491670000031
"TBM1998101301","1998","1999",NA,NA,22,5889.94199094732,-82.7016670000018,27.9601670000031
"TBM1998101302","1998","1999",NA,NA,22,5889.94199094732,-82.7188330000018,27.9525000000031
"TBM1998110409","1998","1999",NA,NA,22,5889.94199094732,-82.7163330000018,27.9556670000031
"TBM1998120810","1998","1999",NA,NA,22,5889.94199094732,-82.6653330000018,27.9645000000031
"TBM1998021203","1998","1999",NA,NA,23,10324.2194663088,-82.6858330000018,28.029667000003
"TBM1998021204","1998","1999",9113,413.245949927957,23,10324.2194663088,-82.6683330000018,28.0175000000031
"TBM1998032403","1998","1999",NA,NA,23,10324.2194663088,-82.6546670000018,27.9983330000031
"TBM1998032405","1998","1999",NA,NA,23,10324.2194663088,-82.6906670000018,28.0293330000031
"TBM1998041503","1998","1999",9116,191.895835654588,23,10324.2194663088,-82.6903330000018,27.9700000000031
"TBM1998061505","1998","1999",9113,413.245949927957,23,10324.2194663088,-82.6803330000018,27.9970000000031
"TBM1998061506","1998","1999",NA,NA,23,10324.2194663088,-82.6828330000018,27.9901670000031
"TBM1998072204","1998","1999",NA,NA,23,10324.2194663088,-82.6691670000018,28.0301670000031
"TBM1998081715","1998","1999",9113,413.245949927957,23,10324.2194663088,-82.6610000000018,27.9978330000031
"TBM1998091406","1998","1999",NA,NA,23,10324.2194663088,-82.6771670000018,28.0341670000031
"TBM1998101320","1998","1999",NA,NA,23,10324.2194663088,-82.6623330000018,27.9996670000031
"TBM1998110410","1998","1999",9113,413.245949927957,23,10324.2194663088,-82.6925000000018,27.9686670000031
"TBM1998120811","1998","1999",NA,NA,23,10324.2194663088,-82.6610000000018,27.9950000000031
"TBM1998032402","1998","1999",NA,NA,24,9065.01672451541,-82.6215000000018,27.9880000000031
"TBM1998032404","1998","1999",NA,NA,24,9065.01672451541,-82.6536670000018,28.0033330000031
"TBM1998041501","1998","1999",9116,483.426364365338,24,9065.01672451541,-82.6066670000018,27.9831670000031
"TBM1998051202","1998","1999",NA,NA,24,9065.01672451541,-82.6358330000018,27.9976670000031
"TBM1998061501","1998","1999",NA,NA,24,9065.01672451541,-82.6078330000018,27.9878330000031
"TBM1998061503","1998","1999",9113,392.514187468918,24,9065.01672451541,-82.6335000000018,27.9950000000031
"TBM1998072202","1998","1999",9113,392.514187468918,24,9065.01672451541,-82.6541670000018,28.0033330000031
"TBM1998091104","1998","1999",NA,NA,24,9065.01672451541,-82.6183330000018,27.9831670000031
"TBM1998091405","1998","1999",NA,NA,24,9065.01672451541,-82.6341670000018,27.9958330000031
"TBM1998101313","1998","1999",NA,NA,24,9065.01672451541,-82.6300000000018,28.0066670000031
"TBM1998110413","1998","1999",NA,NA,24,9065.01672451541,-82.6223330000018,27.9938330000031
"TBM1998110415","1998","1999",9116,483.426364365338,24,9065.01672451541,-82.6130000000018,27.9843330000031
"TBM1998110416","1998","1999",NA,NA,24,9065.01672451541,-82.5705000000018,27.9745000000031
"TBM1998120805","1998","1999",9116,483.426364365338,24,9065.01672451541,-82.6325000000018,27.9991670000031
"TBM1998120807","1998","1999",NA,NA,24,9065.01672451541,-82.5776670000018,27.9756670000031
"TBM1998021904","1998","1999",NA,NA,26,2301.49009599418,-82.5323330000018,27.8856670000031
"TBM1998031304","1998","1999",9113,253.721206437645,26,2301.49009599418,-82.5526670000018,27.8565000000031
"TBM1998041609","1998","1999",NA,NA,26,2301.49009599418,-82.5330000000018,27.8856670000031
"TBM1998061901","1998","1999",9113,253.721206437645,26,2301.49009599418,-82.5396670000018,27.8700000000031
"TBM1998071705","1998","1999",NA,NA,26,2301.49009599418,-82.5401670000018,27.8640000000031
"TBM1998091101","1998","1999",9113,253.721206437645,26,2301.49009599418,-82.5328330000018,27.8716670000031
"TBM1998110207","1998","1999",9113,253.721206437645,26,2301.49009599418,-82.5350000000018,27.8713330000031
"TBM1998110208","1998","1999",NA,NA,26,2301.49009599418,-82.5316670000018,27.8783330000031
"TBM1998120703","1998","1999",9113,253.721206437645,26,2301.49009599418,-82.5528330000018,27.8551670000031
"TBM1998021903","1998","1999",NA,NA,27,11366.0869652838,-82.5531670000018,27.8475000000031
"TBM1998041603","1998","1999",NA,NA,27,11366.0869652838,-82.5543330000018,27.8331670000031
"TBM1998071704","1998","1999",NA,NA,27,11366.0869652838,-82.5435000000018,27.8436670000031
"TBM1998091102","1998","1999",NA,NA,27,11366.0869652838,-82.5405000000018,27.8381670000031
"TBM1998010915","1998","1999",9113,511.366301133323,27,11366.0869652838,-82.4885000000018,27.8191670000031
"TBM1998010917","1998","1999",NA,NA,27,11366.0869652838,-82.4883330000018,27.8241670000031
"TBM1998061104","1998","1999",9116,532.226116312233,27,11366.0869652838,-82.4950000000018,27.8236670000031
"TBM1998120704","1998","1999",NA,NA,27,11366.0869652838,-82.5295000000018,27.8291670000031
"TBM1998010928","1998","1999",NA,NA,29,2277.82002992933,-82.4246670000018,27.8756670000031
"TBM1998021005","1998","1999",NA,NA,29,2277.82002992933,-82.4358330000018,27.8635000000031
"TBM1998051905","1998","1999",NA,NA,29,2277.82002992933,-82.4386670000018,27.8225000000031
"TBM1998010922","1998","1999",NA,NA,25,6527.26094322459,-82.5985000000018,27.9721670000031
"TBM1998051301","1998","1999",NA,NA,25,6527.26094322459,-82.5336670000018,27.8981670000031
"TBM1998051302","1998","1999",NA,NA,25,6527.26094322459,-82.5370000000018,27.9325000000031
"TBM1998061905","1998","1999",NA,NA,25,6527.26094322459,-82.5358330000018,27.9041670000031
"TBM1998072206","1998","1999",NA,NA,25,6527.26094322459,-82.5726670000018,27.9628330000031
"TBM1998081708","1998","1999",9113,670.606496987767,25,6527.26094322459,-82.5491670000018,27.9608330000031
"TBM1998091103","1998","1999",NA,NA,25,6527.26094322459,-82.5471670000018,27.9413330000031
"TBM1998101308","1998","1999",9113,670.606496987767,25,6527.26094322459,-82.5355000000018,27.9371670000031
"TBM1999010402","1999","2001",NA,NA,1,2562.96202518648,-82.4286670000018,27.9321670000031
"TBM1999030901","1999","2001",NA,NA,1,2562.96202518648,-82.4150000000018,27.9331670000031
"TBM1999030902","1999","2001",NA,NA,1,2562.96202518648,-82.4223330000018,27.9445000000031
"TBM1999040702","1999","2001",NA,NA,1,2562.96202518648,-82.4138330000018,27.9313330000031
"TBM1999061715","1999","2001",NA,NA,1,2562.96202518648,-82.4276670000018,27.9318330000031
"TBM1999061717","1999","2001",NA,NA,1,2562.96202518648,-82.4058330000018,27.9435000000031
"TBM1999070605","1999","2001",NA,NA,1,2562.96202518648,-82.4206670000018,27.9431670000031
"TBM1999070606","1999","2001",NA,NA,1,2562.96202518648,-82.4286670000018,27.9458330000031
"TBM1999080405","1999","2001",NA,NA,1,2562.96202518648,-82.4321670000018,27.9385000000031
"TBM1999101901","1999","2001",NA,NA,1,2562.96202518648,-82.4133330000018,27.9325000000031
"TBM1999101902","1999","2001",NA,NA,1,2562.96202518648,-82.4268330000018,27.9310000000031
"TBM1999110902","1999","2001",NA,NA,1,2562.96202518648,-82.4211670000018,27.9410000000031
"TBM2000020808","2000","2001",NA,NA,1,2562.96202518648,-82.4328330000018,27.9405000000031
"TBM2000042009","2000","2001",NA,NA,1,2562.96202518648,-82.4281670000018,27.9318330000031
"TBM2000050409","2000","2001",NA,NA,1,2562.96202518648,-82.4136670000018,27.9328330000031
"TBM2000050411","2000","2001",NA,NA,1,2562.96202518648,-82.4151670000018,27.9431670000031
"TBM2000072401","2000","2001",NA,NA,1,2562.96202518648,-82.4136670000018,27.9308330000031
"TBM2000111401","2000","2001",NA,NA,1,2562.96202518648,-82.4331670000018,27.9360000000031
"TBM2000111402","2000","2001",NA,NA,1,2562.96202518648,-82.4138330000018,27.9431670000031
"TBM1999040704","1999","2001",NA,NA,2,6307.61760928978,-82.4596670000018,27.9411670000031
"TBM1999061713","1999","2001",NA,NA,2,6307.61760928978,-82.4486670000018,27.9083330000031
"TBM1999070608","1999","2001",NA,NA,2,6307.61760928978,-82.4595000000018,27.9408330000031
"TBM1999110901","1999","2001",NA,NA,2,6307.61760928978,-82.4841670000018,27.8930000000031
"TBM1999120608","1999","2001",NA,NA,2,6307.61760928978,-82.4910000000018,27.9140000000031
"TBM2000010710","2000","2001",NA,NA,2,6307.61760928978,-82.4875000000018,27.8971670000031
"TBM2000072408","2000","2001",NA,NA,2,6307.61760928978,-82.4451670000018,27.9135000000031
"TBM2000081108","2000","2001",9113,59.4742059453751,2,6307.61760928978,-82.4871670000018,27.8985000000031
"TBM2000120511","2000","2001",NA,NA,2,6307.61760928978,-82.4895000000018,27.9181670000031
"TBM1999010403","1999","2001",NA,NA,3,3127.98017089497,-82.4165000000018,27.8891670000031
"TBM1999020905","1999","2001",NA,NA,3,3127.98017089497,-82.4130000000018,27.8963330000031
"TBM1999030903","1999","2001",NA,NA,3,3127.98017089497,-82.4065000000018,27.8848330000031
"TBM1999040706","1999","2001",NA,NA,3,3127.98017089497,-82.4316670000018,27.8950000000031
"TBM1999050604","1999","2001",NA,NA,3,3127.98017089497,-82.4028330000018,27.8790000000031
"TBM1999090308","1999","2001",NA,NA,3,3127.98017089497,-82.4058330000018,27.8871670000031
"TBM1999110903","1999","2001",NA,NA,3,3127.98017089497,-82.4320000000018,27.8973330000031
"TBM1999110905","1999","2001",NA,NA,3,3127.98017089497,-82.4096670000018,27.8850000000031
"TBM1999120713","1999","2001",NA,NA,3,3127.98017089497,-82.4075000000018,27.8550000000031
"TBM2000032104","2000","2001",NA,NA,3,3127.98017089497,-82.4153330000018,27.8941670000031
"TBM2000042004","2000","2001",NA,NA,3,3127.98017089497,-82.4321670000018,27.8975000000031
"TBM2000062007","2000","2001",NA,NA,3,3127.98017089497,-82.4053330000018,27.8813330000031
"TBM2000081102","2000","2001",NA,NA,3,3127.98017089497,-82.4048330000018,27.8813330000031
"TBM2000090710","2000","2001",NA,NA,3,3127.98017089497,-82.4133330000018,27.8880000000031
"TBM2000101103","2000","2001",NA,NA,3,3127.98017089497,-82.4350000000018,27.8981670000031
"TBM2000110917","2000","2001",NA,NA,3,3127.98017089497,-82.4038330000018,27.8561670000031
"TBM2000110920","2000","2001",NA,NA,3,3127.98017089497,-82.4048330000018,27.8855000000031
"TBM1999061705","1999","2001",NA,NA,4,4539.46388808374,-82.4771670000018,27.8528330000031
"TBM1999080412","1999","2001",NA,NA,4,4539.46388808374,-82.4835000000018,27.8631670000031
"TBM1999080413","1999","2001",NA,NA,4,4539.46388808374,-82.4806670000018,27.8810000000031
"TBM1999090306","1999","2001",NA,NA,4,4539.46388808374,-82.4825000000018,27.8776670000031
"TBM1999120609","1999","2001",9113,186.38237715092,4,4539.46388808374,-82.4691670000018,27.8458330000031
"TBM2000030701","2000","2001",9113,186.38237715092,4,4539.46388808374,-82.4705000000018,27.8510000000031
"TBM2000050310","2000","2001",NA,NA,4,4539.46388808374,-82.4870000000018,27.8681670000031
"TBM2000062004","2000","2001",NA,NA,4,4539.46388808374,-82.4873330000018,27.8660000000031
"TBM2000062005","2000","2001",NA,NA,4,4539.46388808374,-82.4830000000018,27.8756670000031
"TBM2000072001","2000","2001",NA,NA,4,4539.46388808374,-82.4856670000018,27.8600000000031
"TBM2000081106","2000","2001",NA,NA,4,4539.46388808374,-82.4801670000018,27.8543330000031
"TBM2000081107","2000","2001",9113,186.38237715092,4,4539.46388808374,-82.4815000000018,27.8821670000031
"TBM2000090701","2000","2001",NA,NA,4,4539.46388808374,-82.4856670000018,27.8600000000031
"TBM1999021705","1999","2001",NA,NA,5,3521.78211000489,-82.4023330000018,27.8126670000031
"TBM1999030906","1999","2001",NA,NA,5,3521.78211000489,-82.4106670000018,27.8105000000031
