"Reference","year","sgyear","FLUCCSCODE","acres","areas","mngacre","lon","lat"
"TBM2019091308","2019","2020",NA,NA,3,3127.98017089497,-82.4091160000018,27.8735500000031
"TBM2019100607","2019","2020",NA,NA,3,3127.98017089497,-82.4037330000018,27.8586330000031
"TBM2019101205","2019","2020",NA,NA,3,3127.98017089497,-82.4328830000018,27.8965660000031
"TBM2019121101","2019","2020",9113,100.188442792441,3,3127.98017089497,-82.4159660000018,27.9000160000031
"TBM2018010801","2018","2020",9116,93.1844321278354,4,4539.46388808374,-82.4886500000018,27.8664000000031
"TBM2018010802","2018","2020",9116,93.1844321278354,4,4539.46388808374,-82.4871160000018,27.8704830000031
"TBM2018010803","2018","2020",9113,44.9720704129487,4,4539.46388808374,-82.4824660000018,27.8778000000031
"TBM2018020903","2018","2020",NA,NA,4,4539.46388808374,-82.4863500000018,27.8642160000031
"TBM2018030901","2018","2020",NA,NA,4,4539.46388808374,-82.4825830000018,27.8763500000031
"TBM2018040605","2018","2020",9116,93.1844321278354,4,4539.46388808374,-82.4768500000018,27.8521330000031
"TBM2018040606","2018","2020",NA,NA,4,4539.46388808374,-82.4833000000018,27.8770160000031
"TBM2018070807","2018","2020",9113,44.9720704129487,4,4539.46388808374,-82.4834160000018,27.8773830000031
"TBM2018081208","2018","2020",9116,93.1844321278354,4,4539.46388808374,-82.4872660000018,27.8662660000031
"TBM2018100401","2018","2020",9113,44.9720704129487,4,4539.46388808374,-82.4813000000018,27.8821830000031
"TBM2018100402","2018","2020",9113,44.9720704129487,4,4539.46388808374,-82.4852000000018,27.8745660000031
"TBM2018100403","2018","2020",9116,93.1844321278354,4,4539.46388808374,-82.4879830000018,27.8692500000031
"TBM2018110203","2018","2020",NA,NA,4,4539.46388808374,-82.4848160000018,27.8742160000031
"TBM2018121101","2018","2020",9113,44.9720704129487,4,4539.46388808374,-82.4825330000018,27.8778160000031
"TBM2018121102","2018","2020",NA,NA,4,4539.46388808374,-82.4862000000018,27.8716330000031
"TBM2019011001","2019","2020",9116,93.1844321278354,4,4539.46388808374,-82.4883660000018,27.8652160000031
"TBM2019020604","2019","2020",NA,NA,4,4539.46388808374,-82.4834330000018,27.8593830000031
"TBM2019051101","2019","2020",9121,380.336156827808,4,4539.46388808374,-82.4802160000018,27.8552330000031
"TBM2019051108","2019","2020",NA,NA,4,4539.46388808374,-82.4807660000018,27.8865160000031
"TBM2019060201","2019","2020",NA,NA,4,4539.46388808374,-82.4782830000018,27.8873330000031
"TBM2019061601","2019","2020",9116,93.1844321278354,4,4539.46388808374,-82.4884000000018,27.8653160000031
"TBM2019091304","2019","2020",9113,44.9720704129487,4,4539.46388808374,-82.4810330000018,27.8832500000031
"TBM2019091305","2019","2020",9116,93.1844321278354,4,4539.46388808374,-82.4874500000018,27.8665000000031
"TBM2019101207","2019","2020",NA,NA,4,4539.46388808374,-82.4801330000018,27.8821160000031
"TBM2019101208","2019","2020",9113,44.9720704129487,4,4539.46388808374,-82.4816660000018,27.8786500000031
"TBM2019110406","2019","2020",9116,93.1844321278354,4,4539.46388808374,-82.4877330000018,27.8711500000031
"TBM2019110407","2019","2020",9113,44.9720704129487,4,4539.46388808374,-82.4810330000018,27.8807660000031
"TBM2018010808","2018","2020",NA,NA,5,3521.78211000489,-82.4051000000018,27.8119830000031
"TBM2018020803","2018","2020",NA,NA,5,3521.78211000489,-82.3985000000018,27.8528660000031
"TBM2018030804","2018","2020",9116,210.836141588603,5,3521.78211000489,-82.3970500000018,27.8172830000031
"TBM2018030805","2018","2020",NA,NA,5,3521.78211000489,-82.4010160000018,27.8140000000031
"TBM2018050705","2018","2020",NA,NA,5,3521.78211000489,-82.3955160000018,27.8277830000031
"TBM2018060205","2018","2020",NA,NA,5,3521.78211000489,-82.4064830000018,27.8116660000031
"TBM2018080306","2018","2020",NA,NA,5,3521.78211000489,-82.3948330000018,27.8414830000031
"TBM2018090305","2018","2020",9113,117.167378732837,5,3521.78211000489,-82.3996660000018,27.8244830000031
"TBM2018090306","2018","2020",NA,NA,5,3521.78211000489,-82.4050330000018,27.8120500000031
"TBM2018100303","2018","2020",9113,117.167378732837,5,3521.78211000489,-82.3968000000018,27.8149660000031
"TBM2018100304","2018","2020",9113,117.167378732837,5,3521.78211000489,-82.3953160000018,27.8150660000031
"TBM2019011002","2019","2020",NA,NA,5,3521.78211000489,-82.4142500000018,27.8462660000031
"TBM2019020105","2019","2020",9116,210.836141588603,5,3521.78211000489,-82.3951500000018,27.8267500000031
"TBM2019020106","2019","2020",NA,NA,5,3521.78211000489,-82.3926830000018,27.8449160000031
"TBM2019031205","2019","2020",9116,210.836141588603,5,3521.78211000489,-82.3926500000018,27.8213500000031
"TBM2019041007","2019","2020",NA,NA,5,3521.78211000489,-82.4187000000018,27.8436660000031
"TBM2019060206","2019","2020",9113,117.167378732837,5,3521.78211000489,-82.4001330000018,27.8237160000031
"TBM2019071105","2019","2020",NA,NA,5,3521.78211000489,-82.3980330000018,27.8141000000031
"TBM2019071106","2019","2020",9116,210.836141588603,5,3521.78211000489,-82.3996160000018,27.8217160000031
"TBM2019071107","2019","2020",NA,NA,5,3521.78211000489,-82.4149500000018,27.8463500000031
"TBM2019100601","2019","2020",9116,210.836141588603,5,3521.78211000489,-82.3960830000018,27.8292000000031
"TBM2019110601","2019","2020",9113,117.167378732837,5,3521.78211000489,-82.3950330000018,27.8157330000031
"TBM2019110603","2019","2020",NA,NA,5,3521.78211000489,-82.4051160000018,27.8482500000031
"TBM2019120801","2019","2020",NA,NA,5,3521.78211000489,-82.4027330000018,27.8135830000031
"TBM2019121105","2019","2020",NA,NA,5,3521.78211000489,-82.4071330000018,27.8247500000031
"TBM2018010402","2018","2020",NA,NA,6,20137.8629976865,-82.4169330000018,27.8032830000031
"TBM2018040603","2018","2020",NA,NA,6,20137.8629976865,-82.4170660000018,27.8037160000031
"TBM2018070307","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4332660000018,27.7782660000031
"TBM2018080402","2018","2020",NA,NA,6,20137.8629976865,-82.4175660000018,27.7833000000031
"TBM2018091003","2018","2020",NA,NA,6,20137.8629976865,-82.4231500000018,27.7878500000031
"TBM2018100305","2018","2020",NA,NA,6,20137.8629976865,-82.4214000000018,27.7902830000031
"TBM2018110704","2018","2020",NA,NA,6,20137.8629976865,-82.4234830000018,27.7879330000031
"TBM2019031203","2019","2020",NA,NA,6,20137.8629976865,-82.4219330000018,27.7894830000031
"TBM2019041004","2019","2020",NA,NA,6,20137.8629976865,-82.4168000000018,27.8046660000031
"TBM2018010405","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4383500000018,27.7683160000031
"TBM2018010807","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4855000000018,27.7431830000031
"TBM2018020907","2018","2020",NA,NA,6,20137.8629976865,-82.4451330000018,27.8066160000031
"TBM2018020909","2018","2020",NA,NA,6,20137.8629976865,-82.4778500000018,27.7269330000031
"TBM2018030807","2018","2020",NA,NA,6,20137.8629976865,-82.4300160000018,27.7712830000031
"TBM2018030809","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4864160000018,27.7400000000031
"TBM2018030810","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4794160000018,27.7430660000031
"TBM2018030906","2018","2020",NA,NA,6,20137.8629976865,-82.4448160000018,27.8060660000031
"TBM2018050302","2018","2020",9116,330.606135678594,6,20137.8629976865,-82.4486500000018,27.7564660000031
"TBM2018060105","2018","2020",NA,NA,6,20137.8629976865,-82.4334660000018,27.7638500000031
"TBM2018060201","2018","2020",NA,NA,6,20137.8629976865,-82.4636500000018,27.7081000000031
"TBM2018060203","2018","2020",9116,330.606135678594,6,20137.8629976865,-82.4865000000018,27.7207160000031
"TBM2018070308","2018","2020",NA,NA,6,20137.8629976865,-82.4620160000018,27.7483660000031
"TBM2018070309","2018","2020",NA,NA,6,20137.8629976865,-82.4620500000018,27.7483830000031
"TBM2018080201","2018","2020",NA,NA,6,20137.8629976865,-82.4526660000018,27.7100000000031
"TBM2018080404","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4551160000018,27.7607330000031
"TBM2018080405","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4805500000018,27.7446500000031
"TBM2018090605","2018","2020",9116,330.606135678594,6,20137.8629976865,-82.4498830000018,27.7580660000031
"TBM2018090606","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4856500000018,27.7421160000031
"TBM2018090607","2018","2020",NA,NA,6,20137.8629976865,-82.4816500000018,27.7426330000031
"TBM2018100104","2018","2020",NA,NA,6,20137.8629976865,-82.4591160000018,27.7067830000031
"TBM2018111001","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4497830000018,27.7613830000031
"TBM2018111002","2018","2020",9121,81.3103979741612,6,20137.8629976865,-82.4665330000018,27.7499330000031
"TBM2018111003","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4665160000018,27.7496660000031
"TBM2018121106","2018","2020",9113,1794.50523109484,6,20137.8629976865,-82.4350160000018,27.7748000000031
"TBM2019010603","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4790000000018,27.7105330000031
"TBM2019010802","2019","2020",NA,NA,6,20137.8629976865,-82.4313000000018,27.7814160000031
"TBM2019010805","2019","2020",9116,330.606135678594,6,20137.8629976865,-82.4527830000018,27.7554330000031
"TBM2019010806","2019","2020",NA,NA,6,20137.8629976865,-82.4665160000018,27.7440500000031
"TBM2019020103","2019","2020",NA,NA,6,20137.8629976865,-82.4067000000018,27.7912330000031
"TBM2019020203","2019","2020",NA,NA,6,20137.8629976865,-82.4353160000018,27.7750830000031
"TBM2019020204","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4616330000018,27.7553660000031
"TBM2019031201","2019","2020",NA,NA,6,20137.8629976865,-82.4721000000018,27.750866000003
"TBM2019050604","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4797500000018,27.7227500000031
"TBM2019050605","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4582330000018,27.7571330000031
"TBM2019060905","2019","2020",9121,81.3103979741612,6,20137.8629976865,-82.4665330000018,27.7499330000031
"TBM2019060906","2019","2020",9116,330.606135678594,6,20137.8629976865,-82.4359000000018,27.7641660000031
"TBM2019071102","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4435160000018,27.7629160000031
"TBM2019071103","2019","2020",NA,NA,6,20137.8629976865,-82.4170330000018,27.7960500000031
"TBM2019080901","2019","2020",9116,330.606135678594,6,20137.8629976865,-82.4335160000018,27.7654000000031
"TBM2019080902","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4337500000018,27.7779160000031
"TBM2019080903","2019","2020",NA,NA,6,20137.8629976865,-82.4166660000018,27.7950830000031
"TBM2019080906","2019","2020",NA,NA,6,20137.8629976865,-82.4437660000018,27.8060830000031
"TBM2019090202","2019","2020",NA,NA,6,20137.8629976865,-82.4805660000018,27.7418330000031
"TBM2019090210","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4340000000018,27.7742000000031
"TBM2019090211","2019","2020",NA,NA,6,20137.8629976865,-82.4309160000018,27.7712500000031
"TBM2019100604","2019","2020",9121,81.3103979741612,6,20137.8629976865,-82.4647160000018,27.7511500000031
"TBM2019100606","2019","2020",9121,81.3103979741612,6,20137.8629976865,-82.4667000000018,27.7501160000031
"TBM2019110102","2019","2020",9113,1794.50523109484,6,20137.8629976865,-82.4765500000018,27.7243160000031
"TBM2019110402","2019","2020",NA,NA,6,20137.8629976865,-82.4069160000018,27.7909160000031
"TBM2019120802","2019","2020",NA,NA,6,20137.8629976865,-82.4359830000018,27.7756330000031
"TBM2019120803","2019","2020",NA,NA,6,20137.8629976865,-82.4654000000018,27.7467000000031
"TBM2018020908","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.4997660000018,27.7178830000031
"TBM2018030601","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.5210830000018,27.6874500000031
"TBM2018040501","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.5209160000018,27.6885500000031
"TBM2018050301","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.4945660000018,27.7191000000031
"TBM2018061006","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.5262330000018,27.6925000000031
"TBM2018070205","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5419000000018,27.6650000000031
"TBM2018080502","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.5013830000018,27.6789830000031
"TBM2018090601","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5295330000018,27.6830830000031
"TBM2018090608","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.5059660000018,27.7169160000031
"TBM2018091005","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5395660000018,27.6734660000031
"TBM2018120404","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.4994500000018,27.7126330000031
"TBM2018120405","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5165500000018,27.6963830000031
"TBM2018120406","2018","2020",NA,NA,7,12684.4477677458,-82.5135500000018,27.6964500000031
"TBM2018120407","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5190000000018,27.6775330000031
"TBM2019010601","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.4967330000018,27.6827330000031
"TBM2019010602","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5101830000018,27.7125330000031
"TBM2019010604","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5369500000018,27.6809160000031
"TBM2019020205","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.5091330000018,27.7080830000031
"TBM2019020206","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5196830000018,27.6795660000031
"TBM2019040901","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5211660000018,27.6873160000031
"TBM2019050602","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.5444160000018,27.6661830000031
"TBM2019050603","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.5423660000018,27.6644160000031
"TBM2019060704","2019","2020",NA,NA,7,12684.4477677458,-82.4878000000018,27.7110000000031
"TBM2019071601","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.5112660000018,27.6982000000031
"TBM2019090204","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5040330000018,27.7153500000031
"TBM2019090301","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.5171160000018,27.6723830000031
"TBM2019101403","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.5285000000018,27.6828830000031
"TBM2019110105","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5428000000018,27.6636000000031
"TBM2019120501","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5026500000018,27.7172160000031
"TBM2019120502","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.4926500000018,27.7195000000031
"TBM2019120503","2019","2020",9116,1749.97286162108,7,12684.4477677458,-82.4926660000018,27.7115660000031
"TBM2019120508","2019","2020",9113,1040.45823061034,7,12684.4477677458,-82.5362160000018,27.6883330000031
"TBM2018021005","2018","2020",9113,1040.45823061034,7,12684.4477677458,-82.5558000000018,27.6534830000031
"TBM2018040504","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5578500000018,27.6443500000031
"TBM2018050306","2018","2020",9116,1749.97286162108,7,12684.4477677458,-82.5515330000018,27.6500330000031
"TBM2019060508","2019","2020",NA,NA,7,12684.4477677458,-82.5613830000018,27.6387660000031
"TBM2018010904","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.5645160000018,27.6099160000031
"TBM2018010905","2018","2020",9113,1270.12558593426,8,21773.0556474156,-82.5598830000018,27.6090830000031
"TBM2018010906","2018","2020",9113,1270.12558593426,8,21773.0556474156,-82.5661660000018,27.6047500000031
"TBM2018020404","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.6154830000018,27.5749660000031
"TBM2018020405","2018","2020",NA,NA,8,21773.0556474156,-82.6233660000018,27.5636830000031
"TBM2018021002","2018","2020",9113,1270.12558593426,8,21773.0556474156,-82.5708500000018,27.6252830000031
"TBM2018031204","2018","2020",NA,NA,8,21773.0556474156,-82.6551660000018,27.5334000000031
"TBM2018031205","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.6462000000018,27.5350500000031
"TBM2018040506","2018","2020",NA,NA,8,21773.0556474156,-82.5890660000018,27.6028660000031
"TBM2018060703","2018","2020",NA,NA,8,21773.0556474156,-82.6243500000018,27.5896000000031
"TBM2018061004","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.5662830000018,27.6205000000031
"TBM2018070201","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.6021330000018,27.5890160000031
"TBM2018071403","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.6065160000018,27.5619830000031
"TBM2018081404","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.5995160000018,27.5943160000031
"TBM2018081405","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.5570000000018,27.5999830000031
"TBM2018081407","2018","2020",9113,1270.12558593426,8,21773.0556474156,-82.5725500000018,27.6303160000031
"TBM2018101104","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.6467000000018,27.5368500000031
"TBM2018101301","2018","2020",NA,NA,8,21773.0556474156,-82.5988000000018,27.5954830000031
"TBM2018101304","2018","2020",9116,2869.32799669831,8,21773.0556474156,-82.6188830000018,27.5674160000031
"TBM2018110604","2018","2020",9113,1270.12558593426,8,21773.0556474156,-82.6336500000018,27.5500500000031
"TBM2019021402","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.6278000000018,27.5597330000031
"TBM2019021404","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.6074660000018,27.5744830000031
"TBM2019021406","2019","2020",NA,NA,8,21773.0556474156,-82.6065660000018,27.5881000000031
"TBM2019030202","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5672500000018,27.6080830000031
"TBM2019030203","2019","2020",9113,1270.12558593426,8,21773.0556474156,-82.5665500000018,27.6057500000031
"TBM2019040204","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5877000000018,27.6040330000031
"TBM2019040905","2019","2020",9113,1270.12558593426,8,21773.0556474156,-82.5540160000018,27.5990160000031
"TBM2019050601","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5696160000018,27.6338160000031
"TBM2019060504","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5714000000018,27.6137830000031
"TBM2019060507","2019","2020",NA,NA,8,21773.0556474156,-82.5662830000018,27.6327160000031
"TBM2019061505","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.6016000000018,27.5633830000031
"TBM2019071602","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5967660000018,27.5902160000031
"TBM2019071603","2019","2020",NA,NA,8,21773.0556474156,-82.5548330000018,27.5996330000031
"TBM2019080202","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.6513660000018,27.5349000000031
"TBM2019080405","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5705500000018,27.6251830000031
"TBM2019080406","2019","2020",NA,NA,8,21773.0556474156,-82.5750660000018,27.6118160000031
"TBM2019090504","2019","2020",NA,NA,8,21773.0556474156,-82.5498000000018,27.6024830000031
"TBM2019091001","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.6500000000018,27.5375660000031
"TBM2019100203","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5888160000018,27.5891000000031
"TBM2019100301","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.6579000000018,27.534583000003
"TBM2019110204","2019","2020",9113,1270.12558593426,8,21773.0556474156,-82.6022330000018,27.5910000000031
"TBM2019110205","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5964660000018,27.586550000003
"TBM2019110208","2019","2020",9116,2869.32799669831,8,21773.0556474156,-82.5712830000018,27.6308500000031
"TBM2019120401","2019","2020",9113,1270.12558593426,8,21773.0556474156,-82.6186000000018,27.5862330000031
"TBM2019120403","2019","2020",NA,NA,8,21773.0556474156,-82.5992660000018,27.5951160000031
"TBM2018121304","2018","2020",9116,126.358110108068,9,18565.435338918,-82.6484160000018,27.5226000000031
"TBM2018010601","2018","2020",NA,NA,10,9928.70897331473,-82.6907330000018,27.5293830000031
"TBM2018020402","2018","2020",9113,1105.93902238622,10,9928.70897331473,-82.7094160000018,27.5142830000031
"TBM2018051104","2018","2020",9116,1934.8461339554,10,9928.70897331473,-82.6867500000018,27.5083330000031
"TBM2018051106","2018","2020",NA,NA,10,9928.70897331473,-82.7055000000018,27.5278660000031
"TBM2018051107","2018","2020",NA,NA,10,9928.70897331473,-82.7331660000018,27.5342000000031
"TBM2018070503","2018","2020",9116,1934.8461339554,10,9928.70897331473,-82.6929830000018,27.5181830000031
"TBM2018081305","2018","2020",9113,1105.93902238622,10,9928.70897331473,-82.6719500000018,27.5201660000031
"TBM2018121305","2018","2020",NA,NA,10,9928.70897331473,-82.7332330000018,27.5342830000031
"TBM2019011303","2019","2020",9116,1934.8461339554,10,9928.70897331473,-82.7080000000018,27.5210830000031
"TBM2019020303","2019","2020",9113,1105.93902238622,10,9928.70897331473,-82.7094000000018,27.5137830000031
"TBM2019020304","2019","2020",9116,1934.8461339554,10,9928.70897331473,-82.6876160000018,27.5132500000031
"TBM2019030104","2019","2020",9116,1934.8461339554,10,9928.70897331473,-82.6897500000018,27.518450000003
"TBM2019041302","2019","2020",9116,1934.8461339554,10,9928.70897331473,-82.6832830000018,27.5144500000031
"TBM2019041303","2019","2020",NA,NA,10,9928.70897331473,-82.7192000000018,27.5260500000031
"TBM2019071403","2019","2020",9116,1934.8461339554,10,9928.70897331473,-82.6865330000018,27.5030660000031
"TBM2019071408","2019","2020",NA,NA,10,9928.70897331473,-82.6954330000018,27.5284000000031
"TBM2019120604","2019","2020",NA,NA,10,9928.70897331473,-82.7325160000018,27.5336160000031
"TBM2018051204","2018","2020",NA,NA,12,18816.1220867629,-82.6781830000018,27.6493660000031
"TBM2018060907","2018","2020",9116,5837.49930469314,12,18816.1220867629,-82.6961160000018,27.6331660000031
"TBM2018070704","2018","2020",9116,5837.49930469314,12,18816.1220867629,-82.6838330000018,27.6486160000031
"TBM2018070705","2018","2020",9116,5837.49930469314,12,18816.1220867629,-82.6981500000018,27.6309000000031
"TBM2018101702","2018","2020",9116,5837.49930469314,12,18816.1220867629,-82.6995500000018,27.6305160000031
"TBM2018101703","2018","2020",9113,1133.5010127863,12,18816.1220867629,-82.7099660000018,27.6226500000031
"TBM2018101704","2018","2020",9116,5837.49930469314,12,18816.1220867629,-82.6867330000018,27.6458160000031
"TBM2018120904","2018","2020",9116,5837.49930469314,12,18816.1220867629,-82.7071500000018,27.6240000000031
"TBM2019021101","2019","2020",NA,NA,12,18816.1220867629,-82.6728500000018,27.6433830000031
"TBM2019061202","2019","2020",9116,5837.49930469314,12,18816.1220867629,-82.6918500000018,27.6400830000031
"TBM2019071501","2019","2020",9116,5837.49930469314,12,18816.1220867629,-82.6999660000018,27.6299500000031
"TBM2019090406","2019","2020",9116,5837.49930469314,12,18816.1220867629,-82.6797830000018,27.6447660000031
"TBM2019101101","2019","2020",NA,NA,12,18816.1220867629,-82.7054330000018,27.6246500000031
"TBM2019101102","2019","2020",9113,1133.5010127863,12,18816.1220867629,-82.6747330000018,27.6469330000031
"TBM2018020504","2018","2020",9113,695.341829544981,16,8905.90062987132,-82.6391830000018,27.7021160000031
"TBM2019030306","2019","2020",9113,695.341829544981,16,8905.90062987132,-82.6396500000018,27.7023160000031
"TBM2019061409","2019","2020",9113,695.341829544981,16,8905.90062987132,-82.6395330000018,27.7023500000031
"TBM2019021103","2019","2020",NA,NA,16,8905.90062987132,-82.6732160000018,27.6471330000031
"TBM2019050504","2019","2020",9116,1069.63818241519,16,8905.90062987132,-82.6461330000018,27.6807830000031
"TBM2019070301","2019","2020",9116,1069.63818241519,16,8905.90062987132,-82.6715160000018,27.6723660000031
"TBM2019081105","2019","2020",9113,695.341829544981,16,8905.90062987132,-82.6707830000018,27.6754000000031
"TBM2019101106","2019","2020",9113,695.341829544981,16,8905.90062987132,-82.6521330000018,27.699100000003
"TBM2018011201","2018","2020",9116,895.881070546847,17,7685.83321516477,-82.6240000000018,27.7062160000031
"TBM2018020501","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6248830000018,27.7413500000031
"TBM2018020502","2018","2020",9116,895.881070546847,17,7685.83321516477,-82.6386330000018,27.7401500000031
"TBM2018030107","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6328330000018,27.7082160000031
"TBM2018041001","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6387160000018,27.7402000000031
"TBM2018050603","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6365160000018,27.7096330000031
"TBM2018061203","2018","2020",NA,NA,17,7685.83321516477,-82.6284000000018,27.7577660000031
"TBM2018070601","2018","2020",9116,895.881070546847,17,7685.83321516477,-82.6356000000018,27.7202660000031
"TBM2018080101","2018","2020",9116,895.881070546847,17,7685.83321516477,-82.6228160000018,27.7255000000031
"TBM2018091404","2018","2020",NA,NA,17,7685.83321516477,-82.6272500000018,27.7544160000031
"TBM2018100801","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6215330000018,27.7051160000031
"TBM2018111203","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6195660000018,27.7259000000031
"TBM2018111204","2018","2020",9113,160.463782766065,17,7685.83321516477,-82.6286000000018,27.7550660000031
"TBM2018120501","2018","2020",NA,NA,17,7685.83321516477,-82.6281000000018,27.7575660000031
"TBM2019020901","2019","2020",9116,895.881070546847,17,7685.83321516477,-82.6384660000018,27.7407500000031
"TBM2019020905","2019","2020",9116,895.881070546847,17,7685.83321516477,-82.6356330000018,27.7205330000031
"TBM2019040502","2019","2020",9113,160.463782766065,17,7685.83321516477,-82.6187660000018,27.7132660000031
"TBM2019040503","2019","2020",9116,895.881070546847,17,7685.83321516477,-82.6330000000018,27.7113330000031
"TBM2019050501","2019","2020",9113,160.463782766065,17,7685.83321516477,-82.6317330000018,27.7451500000031
"TBM2019071701","2019","2020",NA,NA,17,7685.83321516477,-82.6402830000018,27.7359660000031
"TBM2019071702","2019","2020",9116,895.881070546847,17,7685.83321516477,-82.6358160000018,27.7205830000031
"TBM2019081008","2019","2020",9113,160.463782766065,17,7685.83321516477,-82.6332000000018,27.7108330000031
"TBM2019091504","2019","2020",NA,NA,17,7685.83321516477,-82.6231660000018,27.7456830000031
"TBM2019111001","2019","2020",NA,NA,17,7685.83321516477,-82.6276160000018,27.7561500000031
"TBM2018011205","2018","2020",NA,NA,18,8914.56918457957,-82.5910660000018,27.8128660000031
"TBM2018020708","2018","2020",9113,179.938836724274,18,8914.56918457957,-82.5975660000018,27.8128500000031
"TBM2018031102","2018","2020",9116,536.458886784402,18,8914.56918457957,-82.6060830000018,27.7941660000031
"TBM2018031103","2018","2020",NA,NA,18,8914.56918457957,-82.6102330000018,27.8061660000031
"TBM2018050606","2018","2020",NA,NA,18,8914.56918457957,-82.6170330000018,27.8175830000031
"TBM2018050607","2018","2020",9116,536.458886784402,18,8914.56918457957,-82.6232330000018,27.7793660000031
"TBM2018080103","2018","2020",9113,179.938836724274,18,8914.56918457957,-82.5964830000018,27.8110660000031
"TBM2018091401","2018","2020",NA,NA,18,8914.56918457957,-82.6093330000018,27.8057160000031
"TBM2018100204","2018","2020",NA,NA,18,8914.56918457957,-82.6060000000018,27.7925160000031
"TBM2019010902","2019","2020",9113,179.938836724274,18,8914.56918457957,-82.6179160000018,27.7857660000031
"TBM2019050101","2019","2020",9113,179.938836724274,18,8914.56918457957,-82.6049000000018,27.8023830000031
